order_id,customer_id,order_date,total_amount
1008,60,2024-10-12,3252
1009,20,2024-06-04,1674
1010,357,2024-10-28,1184
1011,236,2024-11-22,3348
1012,171,2024-03-10,3373
1013,240,2024-08-30,3070
1014,93,2024-03-29,2661
1015,251,2024-07-21,3646
1016,128,2024-04-21,5878
1017,33,2024-03-24,81
1018,39,2024-03-13,4250
1019,470,2024-07-17,1538
1020,247,2024-06-20,2545
1021,335,2024-10-13,2850
1022,422,2024-04-07,3714
1023,176,2024-06-15,182
1024,213,2024-03-26,2833
1025,158,2024-11-03,715
1026,427,2024-07-27,3351
1027,395,2024-07-09,856
1028,477,2024-03-05,9185
1029,332,2024-01-24,2391
1030,305,2024-12-31,2487
1031,179,2024-08-31,4596
1032,409,2024-09-10,1742
1033,273,2024-06-30,3292
1034,453,2024-02-21,1724
1035,417,2024-04-11,7383
1036,476,2024-01-28,691
1037,217,2024-12-31,2623
1038,432,2024-06-02,3930
1039,293,2024-10-25,384
1040,281,2024-11-22,3367
1041,419,2024-05-08,4680
1042,337,2024-02-28,2827
1043,372,2024-05-23,4778
1044,324,2024-12-17,3754
1045,402,2024-07-14,4868
1046,415,2024-06-14,5936
1047,7,2024-01-29,1707
1048,292,2024-07-17,3213
1049,124,2024-02-27,5170
1050,500,2024-12-09,1606
1051,314,2024-03-13,4009
1052,81,2024-09-03,1000
1053,123,2024-11-26,3367
1054,139,2024-08-26,636
1055,385,2024-11-12,3766
1056,348,2024-02-20,1810
1057,430,2024-06-28,525
1058,232,2024-03-01,1407
1059,453,2024-05-11,5732
1060,484,2024-12-13,5943
1061,205,2024-05-10,306
1062,460,2024-01-16,969
1063,88,2024-11-27,3487
1064,264,2024-03-08,6179
1065,415,2024-02-08,3058
1066,136,2024-12-31,1113
1067,375,2024-11-21,696
1068,334,2024-06-30,2155
1069,422,2024-04-29,2538
1070,321,2024-05-18,5481
1071,303,2024-11-01,5572
1072,233,2024-01-19,6821
1073,414,2024-05-01,698
1074,440,2024-06-05,2613
1075,465,2024-03-25,1627
1076,323,2024-09-11,1522
1077,344,2024-01-26,5765
1078,276,2025-01-11,3587
1079,470,2024-10-30,305
1080,22,2024-12-04,2648
1081,278,2024-03-23,3627
1082,276,2024-07-05,805
1083,225,2024-03-15,2434
1084,445,2024-10-01,393
1085,289,2024-03-04,7580
1086,151,2024-12-05,3539
1087,44,2024-05-09,4999
1088,87,2024-07-13,1598
1089,260,2024-02-22,1334
1090,126,2024-06-08,2392
1091,114,2024-04-08,3141
1092,299,2024-10-09,6294
1093,215,2024-06-13,7867
1094,490,2024-06-11,225
1095,390,2024-11-21,5465
1096,129,2024-10-02,2859
1097,361,2024-08-05,871
1098,157,2024-09-17,746
1099,423,2024-11-14,2748
1100,190,2024-07-27,234
1101,396,2024-10-26,6692
1102,244,2024-08-03,467
1103,273,2025-01-12,5098
1104,352,2024-02-11,3138
1105,11,2024-07-28,1797
1106,48,2024-12-28,3620
1107,274,2024-05-26,2466
1108,2,2024-01-25,3234
1109,355,2024-09-01,5253
1110,32,2024-04-05,4884
1111,155,2024-02-07,822
1112,457,2024-11-22,3419
1113,410,2024-06-28,1776
1114,413,2024-04-30,898
1115,383,2024-05-04,1100
1116,394,2024-07-12,8586
1117,291,2024-09-15,3074
1118,190,2024-08-29,4205
1119,17,2024-12-31,1238
1120,459,2024-01-27,1887
1121,84,2024-05-26,2328
1122,320,2024-09-05,213
1123,173,2024-10-22,1225
1124,455,2024-11-19,3260
1125,333,2024-04-20,2223
1126,30,2024-02-24,2701
1127,499,2024-05-12,2176
1128,158,2024-06-01,2726
1129,2,2024-10-26,6104
1130,344,2024-09-12,2660
1131,485,2024-11-05,4193
1132,148,2024-09-23,1665
1133,388,2024-10-01,2320
1134,270,2024-12-20,1520
1135,327,2024-12-24,2787
1136,155,2024-10-04,2450
1137,31,2024-08-22,3077
1138,379,2024-11-24,970
1139,232,2024-10-11,3214
1140,209,2024-08-17,6357
1141,286,2024-11-27,4319
1142,459,2024-08-30,2896
1143,273,2024-03-21,2904
1144,194,2024-11-04,7093
1145,162,2024-01-28,4378
1146,216,2024-02-26,1258
1147,306,2025-01-02,4796
1148,29,2024-12-18,3209
1149,275,2024-10-21,4257
1150,9,2024-05-10,5053
1151,185,2024-09-29,681
1152,292,2024-12-08,6127
1153,422,2024-10-10,3625
1154,409,2024-08-18,236
1155,13,2024-07-30,4365
1156,250,2024-06-21,5034
1157,220,2024-04-23,2519
1158,110,2024-03-18,6038
1159,174,2024-01-19,3955
1160,328,2024-07-18,6138
1161,34,2024-06-10,4766
1162,425,2025-01-02,1563
1163,271,2024-12-01,3789
1164,170,2024-03-25,3093
1165,142,2024-12-16,6548
1166,375,2024-08-14,2780
1167,423,2024-06-04,2580
1168,305,2024-01-23,7299
1169,361,2024-11-27,5469
1170,189,2024-06-27,6184
1171,403,2024-09-12,868
1172,485,2024-09-06,3842
1173,327,2024-08-18,2542
1174,263,2024-05-22,416
1175,353,2024-10-13,5042
1176,395,2024-11-20,3165
1177,348,2024-10-20,1634
1178,173,2024-05-04,1587
1179,351,2024-09-30,769
1180,241,2024-03-03,6970
1181,220,2024-06-25,2229
1182,353,2024-12-29,1838
1183,368,2024-06-23,1419
1184,80,2024-01-16,2604
1185,424,2024-04-25,5248
1186,271,2024-03-07,1593
1187,10,2024-06-02,1104
1188,269,2024-08-31,4157
1189,124,2024-02-26,2115
1190,345,2024-04-29,1824
1191,454,2024-03-06,1821
1192,411,2024-02-11,4264
1193,352,2024-10-31,2742
1194,79,2024-04-10,2800
1195,333,2024-09-22,4771
1196,109,2024-02-22,4328
1197,169,2024-11-22,2579
1198,174,2024-04-15,1487
1199,430,2024-05-23,3459
1200,2,2024-04-25,251
1201,222,2024-04-01,1599
1202,494,2024-12-04,3204
1203,461,2024-03-10,5213
1204,304,2024-08-13,831
1205,266,2024-10-23,5542
1206,326,2024-09-09,2828
1207,154,2024-11-21,1516
1208,27,2024-08-18,1383
1209,198,2024-11-21,1883
1210,38,2024-06-20,1713
1211,315,2024-12-10,8397
1212,381,2024-07-18,6200
1213,118,2024-10-20,2629
1214,308,2024-02-22,5097
1215,459,2024-12-27,6351
1216,275,2024-07-29,4427
1217,343,2024-09-02,861
1218,223,2024-11-28,7636
1219,244,2024-05-08,4116
1220,14,2024-02-03,2731
1221,8,2024-09-30,2448
1222,481,2024-07-09,1414
1223,145,2024-06-09,4077
1224,394,2024-11-15,1647
1225,221,2024-12-30,2022
1226,143,2024-08-11,1104
1227,38,2024-09-19,1477
1228,416,2024-09-27,4311
1229,168,2024-05-15,2982
1230,494,2024-10-13,4642
1231,354,2024-02-08,6133
1232,463,2024-08-15,1073
1233,227,2024-01-21,2442
1234,279,2024-02-21,3432
1235,211,2024-10-21,3833
1236,99,2024-08-25,256
1237,293,2024-09-20,1881
1238,64,2024-04-07,1853
1239,183,2024-03-31,5717
1240,72,2024-04-16,4217
1241,82,2024-12-19,1164
1242,262,2024-12-23,426
1243,277,2024-04-08,8757
1244,282,2024-12-04,2187
1245,423,2024-06-07,806
1246,389,2024-06-17,5578
1247,91,2024-09-15,5697
1248,216,2024-12-31,2278
1249,280,2024-04-06,4238
1250,50,2024-06-14,107
1251,307,2024-11-04,1835
1252,412,2024-11-21,4481
1253,185,2024-11-05,5216
1254,334,2024-06-08,485
1255,218,2025-01-11,3670
1256,447,2024-06-17,1109
1257,157,2024-02-08,3516
1258,330,2024-11-03,1244
1259,316,2024-11-23,3909
1260,355,2024-08-06,4191
1261,478,2024-12-18,652
1262,9,2024-09-21,319
1263,232,2024-11-11,4032
1264,451,2024-12-31,2068
1265,437,2024-11-20,3774
1266,192,2024-04-21,1028
1267,280,2025-01-12,3127
1268,199,2024-10-15,3345
1269,62,2024-02-12,5662
1270,36,2024-11-06,1264
1271,420,2025-01-02,2500
1272,267,2024-01-16,1338
1273,156,2024-11-22,1384
1274,363,2024-08-24,1575
1275,150,2024-10-29,4128
1276,120,2024-07-14,2250
1277,124,2024-04-05,6522
1278,346,2024-04-08,2637
1279,490,2024-12-14,1816
1280,215,2024-03-23,2006
1281,223,2024-01-22,668
1282,243,2024-09-09,544
1283,267,2024-09-01,3282
1284,390,2024-07-04,405
1285,447,2024-10-04,3726
1286,206,2024-03-04,5839
1287,263,2024-02-21,2567
1288,387,2024-02-26,1569
1289,407,2024-08-22,1864
1290,358,2024-12-12,639
1291,405,2024-04-21,5092
1292,19,2024-09-15,4757
1293,214,2024-02-13,6653
1294,243,2024-02-19,4974
1295,71,2024-01-22,2627
1296,122,2024-10-12,2447
1297,283,2024-05-07,7921
1298,295,2024-10-15,1119
1299,456,2024-10-14,6934
1300,223,2024-09-20,1526
1301,75,2024-06-04,2599
1302,226,2024-03-13,4767
1303,12,2024-07-08,352
1304,446,2024-06-25,4324
1305,136,2024-09-29,4758
1306,341,2024-05-11,2656
1307,490,2024-12-10,3508
1308,135,2024-06-30,4318
1309,377,2024-04-21,1856
1310,444,2024-10-25,4904
1311,100,2024-02-21,5238
1312,178,2024-09-14,3213
1313,122,2024-03-02,1551
1314,220,2025-01-06,575
1315,357,2024-02-22,2141
1316,213,2024-03-22,612
1317,440,2024-11-11,5532
1318,158,2024-04-09,7163
1319,256,2024-11-24,3540
1320,208,2024-08-17,4022
1321,114,2024-12-17,1614
1322,351,2024-03-11,6942
1323,9,2024-08-30,3584
1324,214,2024-06-17,5382
1325,188,2024-01-31,678
1326,164,2024-10-06,2818
1327,377,2024-12-28,2999
1328,386,2024-09-04,4103
1329,247,2024-01-17,2823
1330,354,2024-12-11,1278
1331,400,2024-07-05,855
1332,64,2024-10-15,410
1333,104,2024-11-04,266
1334,129,2024-03-07,2963
1335,155,2024-09-27,1919
1336,485,2024-04-19,7446
1337,64,2024-02-01,4886
1338,310,2024-06-15,195
1339,395,2024-05-23,5912
1340,74,2024-07-14,2143
1341,390,2024-04-01,5406
1342,406,2024-03-08,5126
1343,353,2024-03-06,839
1344,171,2024-06-22,3032
1345,380,2024-06-04,3682
1346,68,2024-07-27,1600
1347,254,2024-06-25,7464
1348,412,2024-10-15,110
1349,55,2025-01-05,5623
1350,379,2024-07-19,1692
1351,380,2024-09-07,1964
1352,434,2024-07-01,436
1353,231,2024-03-11,7257
1354,305,2024-08-26,4220
1355,440,2024-09-07,6747
1356,146,2024-10-30,3208
1357,225,2024-02-24,1144
1358,496,2024-12-11,2128
1359,483,2024-05-14,4227
1360,219,2024-04-08,2668
1361,378,2024-06-30,438
1362,135,2024-02-03,2292
1363,84,2024-02-27,1567
1364,272,2024-09-22,3767
1365,414,2024-12-22,1458
1366,364,2024-02-21,5880
1367,308,2024-10-02,3362
1368,487,2024-04-17,1830
1369,195,2024-03-01,825
1370,396,2024-06-29,894
1371,31,2024-06-11,2044
1372,402,2024-04-15,3709
1373,133,2024-04-29,3423
1374,236,2024-08-08,1491
1375,368,2024-06-14,1813
1376,319,2024-02-27,3527
1377,50,2024-02-17,2366
1378,57,2024-11-10,2819
1379,211,2024-04-09,1617
1380,140,2024-04-11,2541
1381,454,2024-12-25,3338
1382,150,2024-05-24,2767
1383,171,2024-08-25,841
1384,121,2024-05-27,1704
1385,9,2025-01-10,4616
1386,115,2024-05-24,2570
1387,130,2024-03-13,5643
1388,142,2024-07-07,1264
1389,163,2024-05-27,4075
1390,130,2024-08-26,4941
1391,61,2024-03-13,1603
1392,77,2024-09-26,4016
1393,355,2024-03-27,1676
1394,455,2024-12-25,585
1395,114,2024-08-24,2259
1396,125,2024-09-08,6641
1397,157,2024-06-30,370
1398,23,2024-05-27,1083
1399,215,2024-10-30,5580
1400,425,2024-11-26,4808
1401,444,2024-12-01,4378
1402,90,2024-06-25,2498
1403,363,2024-02-29,2793
1404,61,2024-12-07,1336
1405,93,2024-04-03,2647
1406,252,2024-11-07,1402
1407,247,2024-09-19,1761
1408,261,2024-04-22,4633
1409,28,2024-04-17,2295
1410,325,2024-07-19,5540
1411,497,2024-04-19,2105
1412,303,2024-07-25,6586
1413,335,2024-07-20,7049
1414,82,2024-06-08,3153
1415,467,2024-09-27,1125
1416,378,2024-04-28,3143
1417,126,2024-06-23,4688
1418,470,2024-08-07,3251
1419,15,2024-03-07,2256
1420,62,2024-09-06,1393
1421,299,2024-09-02,2834
1422,220,2024-03-24,3658
1423,401,2024-09-13,2675
1424,333,2024-12-31,1494
1425,337,2024-01-16,4055
1426,406,2024-07-21,1535
1427,441,2024-10-12,3033
1428,153,2024-03-14,5964
1429,349,2024-09-11,1270
1430,190,2024-03-01,2770
1431,352,2024-05-07,3642
1432,477,2024-02-26,3844
1433,13,2024-04-12,2839
1434,436,2024-05-21,1715
1435,60,2024-03-04,741
1436,273,2024-02-21,3519
1437,301,2024-10-05,3167
1438,311,2024-07-08,4700
1439,365,2024-04-07,5261
1440,373,2025-01-12,7495
1441,118,2024-10-11,4907
1442,205,2024-10-08,2453
1443,103,2024-10-20,67
1444,106,2024-05-21,5317
1445,46,2024-09-14,263
1446,165,2024-09-17,5919
1447,117,2024-09-06,1724
1448,243,2024-02-08,2307
1449,247,2024-09-20,430
1450,475,2024-12-30,4291
1451,122,2024-12-25,3570
1452,237,2024-08-15,1862
1453,38,2024-03-23,441
1454,333,2024-07-09,1563
1455,415,2024-02-26,2408
1456,34,2024-02-06,868
1457,296,2024-02-18,7445
1458,210,2024-01-18,4598
1459,52,2025-01-05,8782
1460,365,2024-11-12,5298
1461,340,2024-08-14,5131
1462,18,2024-01-22,170
1463,490,2024-03-22,7996
1464,149,2025-01-04,3077
1465,79,2024-01-23,6205
1466,394,2024-03-18,6613
1467,32,2024-02-07,4318
1468,437,2024-03-08,2052
1469,369,2024-04-03,3882
1470,197,2024-04-10,3581
1471,375,2024-01-18,429
1472,53,2024-02-12,5530
1473,407,2024-04-05,4368
1474,2,2024-10-20,4788
1475,409,2024-03-14,2119
1476,71,2024-12-03,3150
1477,280,2024-12-23,3986
1478,231,2024-06-01,6133
1479,201,2024-08-17,2238
1480,89,2024-10-31,760
1481,497,2024-11-21,2269
1482,109,2024-05-02,498
1483,323,2024-06-21,2170
1484,460,2024-02-22,65
1485,259,2024-09-11,4453
1486,213,2024-10-17,5731
1487,11,2025-01-08,1904
1488,354,2025-01-08,2960
1489,139,2024-02-04,7945
1490,233,2024-01-24,3224
1491,307,2024-04-18,434
1492,387,2024-05-12,5458
1493,367,2024-07-01,4033
1494,95,2024-04-08,5423
1495,418,2024-03-14,1971
1496,54,2025-01-13,1496
1497,330,2024-02-04,752
1498,376,2024-09-13,910
1499,167,2024-02-19,496
1500,47,2024-10-04,921
1501,331,2024-01-29,5875
1502,102,2024-10-18,1351
1503,1,2024-03-02,165
1504,404,2024-11-20,4866
1505,317,2024-01-24,1191
1506,262,2024-10-17,1550
1507,92,2024-09-04,704
1508,476,2024-05-03,3508
1509,441,2024-06-29,3380
1510,443,2024-10-04,3541
1511,177,2024-09-30,4555
1512,120,2024-12-04,325
1513,234,2024-07-02,4156
1514,359,2024-06-07,1191
1515,102,2025-01-04,6518
1516,74,2024-02-05,1756
1517,28,2024-05-15,3724
1518,115,2024-10-21,3956
1519,312,2024-08-28,4588
1520,69,2025-01-07,1669
1521,179,2024-11-29,2916
1522,293,2024-12-07,869
1523,58,2024-12-19,739
1524,310,2024-05-13,5829
1525,148,2024-06-08,637
1526,479,2024-03-01,4915
1527,43,2024-05-21,1362
1528,29,2024-12-12,643
1529,351,2024-08-21,4852
1530,119,2024-04-07,4224
1531,285,2024-11-22,6868
1532,100,2024-03-29,8300
1533,165,2024-02-26,3930
1534,398,2024-09-23,2182
1535,429,2024-05-20,3146
1536,222,2024-07-02,2326
1537,219,2024-03-15,3909
1538,498,2024-02-11,4151
1539,22,2025-01-04,4553
1540,344,2024-11-01,1274
1541,199,2024-04-10,1970
1542,122,2025-01-13,332
1543,121,2024-11-29,4114
1544,310,2024-11-08,4887
1545,234,2024-11-18,3846
1546,354,2024-04-21,5179
1547,35,2024-03-11,1932
1548,19,2025-01-07,3482
1549,175,2024-07-02,2514
1550,390,2024-09-02,2442
1551,53,2024-04-19,2031
1552,387,2024-06-06,1860
1553,82,2024-04-29,6937
1554,461,2024-01-20,2748
1555,300,2024-07-10,8571
1556,183,2024-11-17,969
1557,289,2024-11-20,9482
1558,500,2024-08-23,1460
1559,473,2024-01-28,643
1560,1,2024-11-15,3159
1561,329,2024-03-18,740
1562,475,2024-12-03,1326
1563,499,2024-12-16,4038
1564,494,2024-02-08,4161
1565,261,2024-08-29,4770
1566,313,2024-02-25,166
1567,444,2024-03-06,1149
1568,220,2024-06-04,2943
1569,68,2024-06-28,5541
1570,488,2024-02-12,2079
1571,451,2024-08-22,2924
1572,455,2024-10-09,2102
1573,426,2024-10-08,750
1574,62,2024-11-17,4723
1575,367,2024-07-03,4783
1576,281,2024-12-08,2628
1577,316,2024-10-05,653
1578,49,2024-02-07,2209
1579,96,2024-08-29,179
1580,34,2024-02-20,8187
1581,500,2024-07-11,3148
1582,159,2024-10-30,4494
1583,477,2024-10-04,3992
1584,173,2024-04-01,5651
1585,122,2024-02-28,5098
1586,339,2024-03-10,2604
1587,33,2024-03-24,6699
1588,152,2024-05-10,4039
1589,75,2024-07-27,5069
1590,37,2024-04-16,2139
1591,370,2024-03-07,2943
1592,260,2024-03-18,2864
1593,426,2024-10-06,2593
1594,301,2024-03-09,4299
1595,355,2024-03-29,5605
1596,86,2024-02-03,2400
1597,468,2024-01-28,3556
1598,88,2024-07-29,4228
1599,458,2025-01-08,1664
1600,96,2024-05-23,1980
1601,376,2024-06-13,1130
1602,492,2024-08-17,649
1603,477,2024-12-01,1317
1604,168,2024-06-01,4602
1605,430,2024-12-12,820
1606,490,2024-03-15,2398
1607,448,2024-11-27,2721
1608,219,2024-06-02,4640
1609,146,2024-10-04,6022
1610,36,2024-12-23,3780
1611,442,2024-07-06,2781
1612,115,2024-04-30,602
1613,408,2024-08-22,3818
1614,257,2025-01-13,1887
1615,180,2024-10-27,2418
1616,481,2024-12-02,3364
1617,385,2024-09-21,3234
1618,117,2024-09-03,5619
1619,155,2024-03-06,956
1620,37,2024-10-02,4005
1621,14,2024-12-12,5934
1622,425,2024-07-17,4131
1623,245,2025-01-13,2937
1624,428,2024-06-22,4619
1625,249,2024-09-06,3894
1626,335,2024-02-10,6913
1627,355,2024-11-18,4018
1628,303,2024-10-11,714
1629,487,2024-02-08,1673
1630,328,2024-11-27,4665
1631,451,2024-01-23,4475
1632,61,2024-08-25,4187
1633,497,2024-02-18,2131
1634,326,2024-07-06,4023
1635,338,2024-05-12,3235
1636,108,2024-07-12,3286
1637,453,2025-01-05,6052
1638,418,2024-02-18,3873
1639,6,2024-07-03,2290
1640,140,2024-07-30,3710
1641,263,2024-01-18,5353
1642,187,2024-08-11,2438
1643,487,2024-04-06,2707
1644,410,2024-08-11,4211
1645,121,2024-04-04,1940
1646,161,2024-08-07,4039
1647,144,2024-10-27,2637
1648,166,2024-03-12,449
1649,58,2024-04-06,1767
1650,361,2024-06-07,1898
1651,341,2024-09-21,4942
1652,379,2024-11-03,190
1653,111,2024-11-02,3074
1654,211,2024-04-10,3304
1655,460,2024-12-02,5233
1656,327,2024-03-27,4653
1657,173,2024-04-07,1606
1658,35,2024-10-11,3840
1659,337,2024-11-01,2398
1660,173,2024-11-21,6657
1661,87,2024-04-13,3476
1662,14,2024-02-06,1086
1663,356,2024-01-29,3172
1664,33,2024-12-02,4062
1665,221,2024-03-21,7853
1666,77,2024-07-18,4819
1667,424,2024-03-18,3959
1668,190,2024-10-23,2265
1669,392,2024-03-09,5953
1670,304,2024-09-30,3110
1671,133,2024-08-28,159
1672,15,2024-01-20,1734
1673,42,2025-01-10,1786
1674,489,2024-05-18,559
1675,444,2024-11-25,3700
1676,127,2024-12-02,2738
1677,133,2024-07-31,2788
1678,83,2024-08-27,2188
1679,405,2024-09-13,1491
1680,184,2024-01-15,2006
1681,184,2024-10-04,2082
1682,192,2024-10-21,2906
1683,76,2024-10-17,10082
1684,193,2024-09-11,3485
1685,348,2024-02-26,7313
1686,120,2024-12-12,2546
1687,166,2024-10-16,2777
1688,22,2024-05-26,4206
1689,385,2024-12-07,244
1690,357,2024-01-26,4158
1691,262,2024-02-23,3101
1692,64,2024-01-20,5109
1693,217,2024-02-18,654
1694,216,2024-03-05,3594
1695,235,2024-04-14,2210
1696,22,2024-10-11,1516
1697,23,2024-10-05,4997
1698,5,2024-05-27,5044
1699,369,2024-08-26,4082
1700,30,2024-09-11,2126
1701,191,2024-09-01,1891
1702,5,2024-10-24,769
1703,390,2024-03-01,2572
1704,209,2024-04-20,1857
1705,181,2024-04-04,5476
1706,308,2024-11-21,6189
1707,125,2024-01-15,1757
1708,44,2024-10-15,3195
1709,3,2024-09-17,2114
1710,123,2024-10-03,4313
1711,193,2024-05-14,3951
1712,270,2024-02-11,3815
1713,269,2024-12-26,446
1714,188,2024-12-26,2181
1715,432,2024-05-07,1316
1716,115,2024-04-06,3969
1717,175,2024-04-02,2977
1718,439,2024-09-12,322
1719,270,2024-12-07,3667
1720,189,2024-08-01,1570
1721,287,2024-03-04,2635
1722,130,2025-01-05,930
1723,330,2024-08-29,4329
1724,49,2024-05-13,4518
1725,471,2025-01-13,2704
1726,292,2024-06-27,6842
1727,399,2024-03-01,3976
1728,182,2024-08-24,2011
1729,490,2024-02-28,1482
1730,241,2024-07-21,4588
1731,489,2024-09-01,1116
1732,47,2024-12-03,2568
1733,241,2024-04-25,984
1734,365,2024-07-05,2386
1735,102,2024-08-19,771
1736,236,2024-10-28,2964
1737,77,2024-11-05,6092
1738,245,2024-03-22,7380
1739,272,2024-06-11,286
1740,10,2024-05-21,5928
1741,398,2024-02-09,2005
1742,227,2024-07-28,3813
1743,179,2024-06-15,297
1744,202,2024-07-12,3417
1745,208,2024-12-03,8248
1746,161,2024-06-19,1074
1747,217,2024-06-28,787
1748,88,2024-05-30,924
1749,189,2024-11-15,3098
1750,133,2024-04-30,268
1751,2,2024-05-31,5532
1752,84,2024-04-17,3929
1753,383,2024-01-29,4847
1754,33,2024-09-07,2364
1755,235,2024-04-21,1352
1756,194,2024-07-17,6760
1757,93,2024-10-16,759
1758,137,2024-04-11,1620
1759,349,2024-03-10,2533
1760,299,2024-02-08,5958
1761,458,2024-12-04,5389
1762,498,2024-02-29,3892
1763,350,2024-04-12,2487
1764,266,2024-12-19,1287
1765,240,2024-08-14,3107
1766,490,2024-11-28,1399
1767,57,2024-03-08,1986
1768,297,2024-10-22,975
1769,403,2024-09-22,4264
1770,124,2024-06-08,5295
1771,438,2024-09-03,3439
1772,355,2024-02-14,1552
1773,208,2024-08-06,2112
1774,361,2024-12-24,6510
1775,276,2024-03-30,6223
1776,236,2024-09-19,5718
1777,430,2024-11-22,3096
1778,19,2024-09-14,4263
1779,227,2024-06-19,566
1780,67,2025-01-10,2358
1781,361,2024-02-26,707
1782,472,2024-08-03,4331
1783,325,2024-03-07,1337
1784,480,2024-07-30,1944
1785,201,2024-10-21,3117
1786,447,2024-01-24,2794
1787,53,2024-04-19,7196
1788,386,2024-12-15,1547
1789,243,2024-12-11,1570
1790,153,2024-07-12,4618
1791,74,2024-04-11,588
1792,101,2024-06-21,1514
1793,348,2024-03-12,4689
1794,93,2024-03-22,5858
1795,249,2024-11-06,675
1796,462,2024-12-12,4868
1797,382,2024-09-03,4724
1798,359,2024-11-28,4364
1799,465,2025-01-01,4118
1800,156,2024-03-18,3261
1801,438,2024-05-11,3619
1802,369,2024-05-17,906
1803,413,2024-10-25,1988
1804,256,2024-06-23,922
1805,498,2024-09-10,4298
1806,446,2024-12-12,5701
1807,373,2024-09-11,2937
1808,260,2024-04-14,2505
1809,37,2024-06-03,3508
1810,278,2024-03-31,1952
1811,187,2024-11-13,392
1812,167,2024-06-27,3117
1813,371,2024-02-26,3284
1814,278,2025-01-01,2647
1815,443,2024-11-16,1197
1816,407,2024-06-10,450
1817,315,2024-08-26,4201
1818,412,2024-07-30,5693
1819,35,2024-09-13,6354
1820,349,2024-10-08,3643
1821,417,2024-09-25,3762
1822,99,2024-03-20,7040
1823,195,2024-10-28,1523
1824,56,2024-01-24,2058
1825,415,2024-11-03,4138
1826,495,2024-06-18,3214
1827,359,2024-07-08,7441
1828,400,2024-10-16,2799
1829,129,2024-09-08,6810
1830,21,2024-03-23,4234
1831,54,2024-07-08,673
1832,273,2024-03-02,2002
1833,270,2024-03-25,1530
1834,227,2024-03-06,1729
1835,296,2024-09-22,428
1836,53,2024-07-25,1900
1837,221,2024-03-31,224
1838,70,2024-03-23,1106
1839,309,2024-12-15,806
1840,85,2024-11-21,3091
1841,491,2024-11-04,6156
1842,481,2024-08-02,3654
1843,182,2024-10-02,1790
1844,351,2024-08-09,5983
1845,69,2024-06-07,5268
1846,61,2024-03-30,7069
1847,416,2024-07-06,4879
1848,401,2024-05-17,2457
1849,434,2024-05-12,6837
1850,243,2024-05-28,4441
1851,280,2024-09-15,2475
1852,136,2024-04-20,3939
1853,187,2024-02-12,3805
1854,217,2024-07-09,979
1855,479,2024-02-19,1016
1856,86,2024-07-08,301
1857,159,2024-11-10,5290
1858,76,2024-08-08,3494
1859,340,2024-09-18,5562
1860,242,2024-06-25,8319
1861,148,2024-04-14,4424
1862,122,2024-11-14,6090
1863,329,2024-10-11,1083
1864,297,2024-02-10,5596
1865,497,2024-11-18,2415
1866,406,2024-08-21,3278
1867,331,2024-09-06,4112
1868,498,2024-05-17,3110
1869,469,2024-10-11,3174
1870,121,2024-07-27,3563
1871,112,2024-10-26,4004
1872,434,2024-06-18,5872
1873,1,2024-08-03,3313
1874,188,2024-06-14,4006
1875,259,2024-01-31,1106
1876,154,2024-03-03,2038
1877,302,2024-02-20,1355
1878,480,2024-09-26,3899
1879,235,2024-04-15,2804
1880,450,2024-08-03,1749
1881,262,2024-06-01,2619
1882,302,2024-12-24,2461
1883,483,2024-12-14,4861
1884,247,2024-03-14,3473
1885,8,2024-04-16,3742
1886,46,2024-08-05,5128
1887,143,2024-08-03,1515
1888,203,2024-05-06,3763
1889,83,2024-03-16,1119
1890,422,2024-01-26,3007
1891,2,2024-01-30,1105
1892,96,2024-08-06,3491
1893,280,2024-01-24,7998
1894,272,2024-05-14,2693
1895,215,2024-04-09,6401
1896,223,2024-12-04,4808
1897,382,2024-05-12,426
1898,133,2024-10-29,7109
1899,165,2024-11-07,4061
1900,499,2024-06-22,2516
1901,106,2024-06-11,3803
1902,89,2024-08-12,474
1903,86,2024-09-25,2631
1904,460,2024-01-21,788
1905,95,2024-11-02,1134
1906,196,2025-01-08,4166
1907,363,2024-04-07,1564
1908,350,2024-10-10,5225
1909,79,2024-05-13,2358
1910,481,2024-11-14,3118
1911,161,2024-03-14,1217
1912,432,2024-08-07,3185
1913,340,2024-08-21,4970
1914,400,2024-05-13,1398
1915,277,2024-09-28,1119
1916,183,2024-05-02,1634
1917,425,2024-06-04,3140
1918,495,2024-11-24,3487
1919,358,2024-06-01,924
1920,276,2024-11-10,7833
1921,346,2024-02-14,1051
1922,176,2024-10-23,710
1923,474,2024-11-19,3194
1924,179,2024-12-25,1114
1925,425,2024-02-16,2526
1926,451,2024-05-08,4226
1927,182,2024-07-30,1953
1928,20,2024-12-21,4596
1929,192,2024-04-07,1857
1930,288,2024-01-21,1235
1931,178,2024-10-28,3802
1932,54,2024-03-29,3588
1933,341,2024-09-06,6576
1934,72,2024-12-03,938
1935,207,2024-01-23,363
1936,4,2024-12-12,1418
1937,113,2024-04-25,2743
1938,175,2024-10-08,7740
1939,75,2024-10-29,6572
1940,91,2024-10-13,2862
1941,225,2024-11-21,927
1942,487,2024-02-13,2316
1943,188,2024-11-14,1131
1944,121,2024-10-15,4193
1945,184,2024-11-01,3685
1946,226,2024-03-18,5406
1947,288,2024-05-26,8080
1948,134,2024-04-16,5000
