order_id,product_id,quantity,price_per_unit,order_item_id,order_id_order_item_id
812,118,1,432,4,8124
812,155,1,660,5,8125
813,39,2,347,1,8131
813,173,3,535,2,8132
814,8,3,709,1,8141
814,28,3,965,2,8142
814,51,3,203,3,8143
814,138,3,287,4,8144
814,182,1,856,5,8145
815,180,3,464,1,8151
816,4,3,965,1,8161
816,77,3,794,2,8162
816,140,2,153,3,8163
816,144,1,86,4,8164
816,180,1,943,5,8165
817,12,3,120,1,8171
817,51,3,892,2,8172
817,89,2,358,3,8173
817,111,3,853,4,8174
818,51,3,949,1,8181
818,93,3,673,2,8182
818,140,1,989,3,8183
818,161,3,674,4,8184
818,182,1,494,5,8185
819,84,1,502,1,8191
820,58,1,294,1,8201
820,169,3,577,2,8202
821,120,1,213,1,8211
822,48,2,570,1,8221
822,48,3,985,2,8222
822,75,2,357,3,8223
822,98,3,638,4,8224
822,127,3,834,5,8225
823,174,3,820,1,8231
824,103,2,286,1,8241
824,182,3,933,2,8242
825,70,2,923,1,8251
826,40,1,259,1,8261
826,52,3,581,2,8262
827,181,3,510,1,8271
828,107,3,751,1,8281
828,121,3,195,2,8282
828,174,2,927,3,8283
828,192,2,91,4,8284
829,25,2,353,1,8291
829,31,1,697,2,8292
830,32,1,777,1,8301
830,72,3,943,2,8302
830,80,3,476,3,8303
831,55,2,459,1,8311
831,104,3,281,2,8312
831,110,1,84,3,8313
831,119,2,965,4,8314
831,150,3,418,5,8315
832,42,1,323,1,8321
832,52,2,225,2,8322
832,123,1,306,3,8323
833,67,3,336,1,8331
833,77,2,217,2,8332
834,30,2,570,1,8341
834,52,1,989,2,8342
834,79,1,561,3,8343
834,86,3,206,4,8344
834,148,3,992,5,8345
835,48,1,919,1,8351
835,103,2,542,2,8352
835,136,2,280,3,8353
835,167,3,603,4,8354
836,82,3,725,1,8361
836,137,3,557,2,8362
836,146,3,412,3,8363
837,10,3,446,1,8371
837,124,3,814,2,8372
837,153,2,597,3,8373
837,158,3,663,4,8374
838,42,2,700,1,8381
838,87,1,969,2,8382
838,128,3,306,3,8383
838,165,2,299,4,8384
838,197,1,128,5,8385
839,72,1,595,1,8391
839,167,3,136,2,8392
840,23,3,894,1,8401
840,115,3,389,2,8402
840,121,2,527,3,8403
840,130,2,508,4,8404
840,138,1,875,5,8405
841,6,1,196,1,8411
841,25,3,496,2,8412
841,55,1,940,3,8413
841,129,1,195,4,8414
841,141,3,280,5,8415
842,177,1,654,1,8421
843,8,3,924,1,8431
843,22,3,939,2,8432
843,42,1,793,3,8433
843,43,3,341,4,8434
843,144,3,173,5,8435
844,25,1,709,1,8441
844,64,2,804,2,8442
844,84,1,642,3,8443
844,171,2,694,4,8444
844,184,3,993,5,8445
845,32,1,345,1,8451
846,26,3,567,1,8461
846,105,3,984,2,8462
846,200,2,350,3,8463
847,169,3,499,1,8471
848,27,3,435,1,8481
848,71,1,567,2,8482
848,125,1,711,3,8483
848,172,2,455,4,8484
849,80,3,137,1,8491
849,93,1,541,2,8492
849,142,1,84,3,8493
849,157,1,674,4,8494
850,55,1,648,1,8501
850,91,3,426,2,8502
850,108,2,533,3,8503
851,3,2,428,1,8511
851,23,3,661,2,8512
851,66,1,401,3,8513
851,81,2,173,4,8514
851,92,1,502,5,8515
852,52,3,52,1,8521
852,140,1,901,2,8522
852,173,1,958,3,8523
852,174,3,628,4,8524
853,15,2,412,1,8531
853,23,2,537,2,8532
853,53,2,287,3,8533
853,104,2,573,4,8534
853,121,2,938,5,8535
854,98,2,844,1,8541
855,25,3,681,1,8551
855,38,3,423,2,8552
855,55,3,386,3,8553
855,59,2,325,4,8554
855,123,3,325,5,8555
856,4,1,107,1,8561
856,17,1,182,2,8562
856,131,1,144,3,8563
856,151,1,902,4,8564
856,191,1,732,5,8565
857,101,2,216,1,8571
857,126,1,204,2,8572
857,151,2,103,3,8573
858,119,3,966,1,8581
858,122,1,545,2,8582
858,127,2,998,3,8583
858,136,2,695,4,8584
858,150,1,278,5,8585
859,7,3,255,1,8591
859,51,3,843,2,8592
859,128,1,855,3,8593
860,32,3,870,1,8601
860,108,1,603,2,8602
860,200,2,254,3,8603
861,73,3,477,1,8611
861,146,2,651,2,8612
862,95,3,742,1,8621
862,100,2,239,2,8622
863,66,3,226,1,8631
864,26,1,994,1,8641
864,51,1,770,2,8642
864,53,1,525,3,8643
864,147,2,509,4,8644
864,160,1,90,5,8645
865,43,1,361,1,8651
865,101,1,371,2,8652
865,112,3,207,3,8653
865,143,1,295,4,8654
865,189,2,643,5,8655
866,92,2,139,1,8661
866,140,2,870,2,8662
866,154,3,507,3,8663
866,195,2,58,4,8664
867,49,1,152,1,8671
867,122,1,792,2,8672
867,136,1,90,3,8673
867,150,2,646,4,8674
867,193,3,249,5,8675
868,58,1,495,1,8681
868,82,1,672,2,8682
868,191,2,903,3,8683
869,101,3,409,1,8691
869,113,2,492,2,8692
869,153,3,932,3,8693
869,169,1,196,4,8694
869,190,2,630,5,8695
870,37,1,67,1,8701
870,51,1,724,2,8702
870,55,1,444,3,8703
870,77,3,719,4,8704
870,117,3,223,5,8705
871,13,3,529,1,8711
871,53,3,353,2,8712
871,83,3,336,3,8713
871,150,1,476,4,8714
872,134,1,218,1,8721
872,141,1,905,2,8722
872,147,2,855,3,8723
873,64,3,311,1,8731
873,171,3,270,2,8732
874,65,2,932,1,8741
874,145,3,735,2,8742
874,155,3,761,3,8743
874,161,3,367,4,8744
875,99,2,742,1,8751
875,131,2,825,2,8752
876,130,3,924,1,8761
877,18,1,419,1,8771
877,65,2,706,2,8772
877,116,2,834,3,8773
877,196,1,543,4,8774
878,48,3,542,1,8781
879,40,3,356,1,8791
879,82,2,450,2,8792
879,108,2,418,3,8793
879,150,3,974,4,8794
879,160,1,424,5,8795
880,6,2,813,1,8801
880,161,2,134,2,8802
881,47,1,320,1,8811
881,90,1,248,2,8812
881,91,3,411,3,8813
881,106,1,84,4,8814
881,193,3,644,5,8815
882,67,2,655,1,8821
882,186,1,143,2,8822
883,126,3,303,1,8831
883,158,3,314,2,8832
884,33,2,413,1,8841
884,81,1,411,2,8842
885,171,3,296,1,8851
886,122,2,942,1,8861
886,135,1,625,2,8862
887,53,1,381,1,8871
887,120,2,464,2,8872
887,133,3,704,3,8873
887,166,2,835,4,8874
888,10,1,160,1,8881
888,152,2,339,2,8882
888,198,3,938,3,8883
889,153,1,188,1,8891
890,11,2,133,1,8901
890,15,2,667,2,8902
891,16,3,677,1,8911
891,51,1,898,2,8912
892,41,2,364,1,8921
892,62,2,433,2,8922
892,122,2,637,3,8923
892,172,3,734,4,8924
892,200,1,107,5,8925
893,36,2,945,1,8931
893,155,2,486,2,8932
893,177,1,458,3,8933
894,126,2,594,1,8941
895,88,1,55,1,8951
895,104,1,640,2,8952
895,162,3,446,3,8953
896,36,1,244,1,8961
896,81,1,238,2,8962
896,199,3,521,3,8963
897,111,1,257,1,8971
897,134,2,647,2,8972
897,160,3,912,3,8973
898,43,2,943,1,8981
898,109,3,688,2,8982
898,165,1,718,3,8983
899,132,1,611,1,8991
900,83,3,915,1,9001
901,23,2,234,1,9011
901,37,1,224,2,9012
901,40,2,111,3,9013
902,2,3,162,1,9021
902,101,2,415,2,9022
902,142,3,554,3,9023
902,162,1,961,4,9024
903,67,1,819,1,9031
903,108,2,885,2,9032
903,117,2,918,3,9033
903,165,2,135,4,9034
903,179,3,593,5,9035
904,162,2,967,1,9041
905,196,2,182,1,9051
906,1,2,524,1,9061
906,135,3,708,2,9062
906,151,1,157,3,9063
906,175,1,308,4,9064
906,181,1,156,5,9065
907,11,2,740,1,9071
907,16,2,137,2,9072
907,32,1,507,3,9073
907,115,1,499,4,9074
908,51,1,142,1,9081
908,144,2,129,2,9082
908,145,1,748,3,9083
908,186,1,277,4,9084
909,32,1,102,1,9091
909,73,2,147,2,9092
909,157,1,205,3,9093
910,83,1,604,1,9101
910,168,2,433,2,9102
911,17,3,595,1,9111
912,143,3,920,1,9121
913,92,3,652,1,9131
913,110,3,164,2,9132
913,121,3,208,3,9133
913,168,2,596,4,9134
913,179,2,676,5,9135
914,64,2,51,1,9141
914,91,2,141,2,9142
914,176,3,454,3,9143
914,182,3,431,4,9144
914,192,1,799,5,9145
915,64,3,167,1,9151
916,141,1,164,1,9161
917,73,2,73,1,9171
917,111,1,375,2,9172
917,141,2,129,3,9173
917,156,1,773,4,9174
918,29,3,979,1,9181
918,142,2,779,2,9182
918,184,3,763,3,9183
919,1,1,433,1,9191
919,15,2,172,2,9192
919,79,2,417,3,9193
919,110,3,515,4,9194
919,121,3,468,5,9195
920,36,1,236,1,9201
920,45,2,140,2,9202
920,57,3,843,3,9203
920,147,1,151,4,9204
921,2,2,253,1,9211
921,83,3,443,2,9212
922,138,3,98,1,9221
922,147,3,605,2,9222
923,5,1,821,1,9231
923,68,2,160,2,9232
923,132,1,612,3,9233
923,178,3,770,4,9234
924,79,2,733,1,9241
925,12,1,449,1,9251
925,26,1,395,2,9252
925,27,2,651,3,9253
925,58,3,885,4,9254
925,160,1,821,5,9255
926,163,2,867,1,9261
927,12,1,989,1,9271
927,86,3,329,2,9272
927,122,2,340,3,9273
928,80,2,746,1,9281
928,200,2,368,2,9282
929,27,1,956,1,9291
929,117,2,229,2,9292
929,152,3,617,3,9293
930,92,3,189,1,9301
930,162,3,125,2,9302
930,171,1,146,3,9303
930,171,3,154,4,9304
931,161,3,838,1,9311
932,70,1,181,1,9321
932,173,1,686,2,9322
933,18,3,371,1,9331
934,46,2,832,1,9341
935,198,1,942,1,9351
936,97,3,994,1,9361
936,137,2,208,2,9362
937,93,2,272,1,9371
937,188,3,113,2,9372
938,122,2,97,1,9381
938,127,3,562,2,9382
938,181,1,873,3,9383
938,196,3,808,4,9384
939,9,1,445,1,9391
940,79,1,84,1,9401
940,97,1,321,2,9402
940,186,3,826,3,9403
941,81,2,831,1,9411
942,38,1,221,1,9421
942,40,3,106,2,9422
942,113,2,273,3,9423
942,162,3,408,4,9424
942,188,3,273,5,9425
943,102,1,564,1,9431
944,126,3,851,1,9441
944,150,1,436,2,9442
945,41,3,728,1,9451
945,76,1,492,2,9452
945,85,1,656,3,9453
945,131,1,797,4,9454
945,164,2,310,5,9455
946,151,3,452,1,9461
947,122,2,812,1,9471
947,130,3,255,2,9472
947,150,3,214,3,9473
947,176,2,835,4,9474
947,177,1,709,5,9475
948,37,2,433,1,9481
949,14,2,879,1,9491
950,8,3,517,1,9501
950,42,2,178,2,9502
950,45,3,993,3,9503
950,147,3,813,4,9504
950,191,3,926,5,9505
951,141,2,307,1,9511
952,122,3,858,1,9521
952,130,2,666,2,9522
953,101,1,962,1,9531
954,18,1,123,1,9541
954,38,1,181,2,9542
954,168,2,921,3,9543
954,180,1,739,4,9544
955,37,2,986,1,9551
955,49,1,443,2,9552
955,88,1,762,3,9553
955,186,3,645,4,9554
956,11,2,171,1,9561
956,46,1,966,2,9562
956,90,1,878,3,9563
956,97,3,531,4,9564
956,175,2,967,5,9565
957,62,2,439,1,9571
957,89,3,503,2,9572
957,132,1,96,3,9573
957,156,3,858,4,9574
957,190,2,234,5,9575
958,77,2,983,1,9581
958,92,3,629,2,9582
958,183,3,233,3,9583
959,2,2,439,1,9591
960,66,3,79,1,9601
960,189,2,559,2,9602
961,38,1,674,1,9611
961,130,3,804,2,9612
961,149,1,890,3,9613
962,12,1,633,1,9621
962,34,3,52,2,9622
962,177,1,953,3,9623
963,3,1,556,1,9631
963,34,1,925,2,9632
963,50,3,404,3,9633
963,178,1,475,4,9634
963,185,3,524,5,9635
964,79,2,402,1,9641
964,189,2,53,2,9642
965,19,1,443,1,9651
965,31,2,229,2,9652
965,60,3,700,3,9653
965,169,2,369,4,9654
966,184,1,865,1,9661
967,100,1,635,1,9671
967,116,2,591,2,9672
967,150,1,530,3,9673
967,161,2,168,4,9674
967,188,1,151,5,9675
968,72,2,917,1,9681
968,144,1,521,2,9682
969,27,3,502,1,9691
969,96,1,683,2,9692
970,34,2,216,1,9701
970,87,1,257,2,9702
970,100,1,845,3,9703
970,108,2,197,4,9704
971,123,3,122,1,9711
972,29,1,98,1,9721
972,58,3,801,2,9722
972,67,1,168,3,9723
972,148,2,845,4,9724
972,183,2,809,5,9725
973,102,2,622,1,9731
973,106,2,483,2,9732
973,116,1,946,3,9733
973,181,1,345,4,9734
973,186,1,734,5,9735
974,7,2,760,1,9741
974,25,1,516,2,9742
974,27,1,871,3,9743
974,132,3,589,4,9744
974,189,3,872,5,9745
975,12,1,442,1,9751
975,21,3,320,2,9752
976,105,2,656,1,9761
977,106,2,873,1,9771
977,142,3,189,2,9772
977,177,2,177,3,9773
978,10,3,254,1,9781
978,71,1,583,2,9782
978,118,1,758,3,9783
978,152,1,557,4,9784
979,145,3,911,1,9791
979,199,2,790,2,9792
980,46,3,421,1,9801
980,86,2,335,2,9802
980,117,1,315,3,9803
980,137,2,180,4,9804
981,38,2,898,1,9811
981,161,2,126,2,9812
982,189,2,694,1,9821
983,39,3,135,1,9831
983,61,3,279,2,9832
983,69,2,177,3,9833
983,149,1,301,4,9834
984,96,2,708,1,9841
984,193,1,931,2,9842
985,35,2,200,1,9851
985,134,2,339,2,9852
985,138,3,568,3,9853
986,57,3,885,1,9861
986,72,3,284,2,9862
986,130,3,487,3,9863
986,167,1,966,4,9864
987,14,3,865,1,9871
987,177,3,176,2,9872
988,1,1,656,1,9881
988,120,3,242,2,9882
989,63,2,285,1,9891
989,86,2,274,2,9892
989,143,2,489,3,9893
990,37,1,341,1,9901
990,156,3,950,2,9902
991,79,3,962,1,9911
991,125,3,141,2,9912
991,191,2,801,3,9913
992,4,2,339,1,9921
992,82,1,468,2,9922
992,83,2,756,3,9923
992,110,1,877,4,9924
992,163,1,453,5,9925
993,3,2,659,1,9931
993,98,1,76,2,9932
993,141,3,998,3,9933
993,154,3,260,4,9934
993,161,1,882,5,9935
994,6,2,276,1,9941
994,26,1,988,2,9942
994,29,2,564,3,9943
994,121,2,387,4,9944
995,73,3,438,1,9951
995,82,2,819,2,9952
995,95,2,778,3,9953
995,136,1,893,4,9954
996,17,3,384,1,9961
996,88,3,108,2,9962
997,13,1,704,1,9971
997,107,3,571,2,9972
997,122,2,855,3,9973
997,180,2,75,4,9974
997,197,3,963,5,9975
998,86,2,719,1,9981
998,112,3,114,2,9982
998,132,2,636,3,9983
999,28,3,112,1,9991
999,54,3,129,2,9992
1000,12,2,481,1,10001
1000,64,1,189,2,10002
1000,67,1,355,3,10003
1000,120,1,361,4,10004
1000,188,3,525,5,10005
1001,34,2,156,1,10011
1001,65,3,887,2,10012
1001,150,2,985,3,10013
1001,181,2,214,4,10014
1002,24,2,706,1,10021
1002,83,2,301,2,10022
1002,96,3,638,3,10023
1002,121,1,975,4,10024
1002,148,1,266,5,10025
1003,92,3,717,1,10031
1003,101,3,355,2,10032
1003,200,1,953,3,10033
1004,20,2,923,1,10041
1004,48,3,628,2,10042
1004,70,1,248,3,10043
1004,88,3,394,4,10044
1005,93,1,124,1,10051
1006,50,2,888,1,10061
1006,155,3,588,2,10062
1006,184,3,172,3,10063
1007,76,2,975,1,10071
1008,101,3,310,1,10081
1008,136,3,774,2,10082
1009,16,1,516,1,10091
1009,81,2,579,2,10092
1010,12,1,122,1,10101
1010,76,1,254,2,10102
1010,102,1,808,3,10103
1011,64,3,272,1,10111
1011,124,3,503,2,10112
1011,176,2,364,3,10113
1011,199,1,295,4,10114
1012,13,3,702,1,10121
1012,66,3,201,2,10122
1012,128,1,664,3,10123
1013,28,1,649,1,10131
1013,31,2,274,2,10132
1013,36,2,521,3,10133
1013,117,3,72,4,10134
1013,142,1,615,5,10135
1014,115,2,457,1,10141
1014,121,1,275,2,10142
1014,154,1,800,3,10143
1014,175,2,336,4,10144
1015,39,2,111,1,10151
1015,46,1,267,2,10152
1015,76,1,172,3,10153
1015,130,2,828,4,10154
1015,156,3,443,5,10155
1016,60,2,746,1,10161
1016,132,1,800,2,10162
1016,151,2,859,3,10163
1016,154,1,997,4,10164
1016,200,1,871,5,10165
1017,49,1,81,1,10171
1018,46,1,636,1,10181
1018,73,3,550,2,10182
1018,77,3,76,3,10183
1018,156,2,184,4,10184
1018,183,2,684,5,10185
1019,95,2,769,1,10191
1020,116,1,617,1,10201
1020,135,1,602,2,10202
1020,148,2,663,3,10203
1021,42,3,251,1,10211
1021,110,2,317,2,10212
1021,161,1,431,3,10213
1021,197,2,516,4,10214
1022,129,2,821,1,10221
1022,153,2,205,2,10222
1022,155,1,980,3,10223
1022,176,1,682,4,10224
1023,33,2,91,1,10231
1024,23,2,482,1,10241
1024,176,3,623,2,10242
1025,90,1,715,1,10251
1026,58,1,299,1,10261
1026,88,2,171,2,10262
1026,104,2,646,3,10263
1026,123,1,912,4,10264
1026,196,1,506,5,10265
1027,35,2,74,1,10271
1027,183,3,236,2,10272
1028,1,3,663,1,10281
1028,25,2,722,2,10282
1028,126,1,523,3,10283
1028,127,3,887,4,10284
1028,148,3,856,5,10285
1029,29,2,296,1,10291
1029,98,3,371,2,10292
1029,181,1,686,3,10293
1030,19,2,737,1,10301
1030,23,1,417,2,10302
1030,178,1,596,3,10303
1031,42,3,806,1,10311
1031,138,2,89,2,10312
1031,142,3,548,3,10313
1031,163,2,178,4,10314
1032,15,1,368,1,10321
1032,66,2,687,2,10322
1033,4,3,64,1,10331
1033,6,2,972,2,10332
1033,42,2,337,3,10333
1033,58,2,241,4,10334
1034,13,2,117,1,10341
1034,105,2,745,2,10342
1035,59,2,403,1,10351
1035,90,3,982,2,10352
1035,118,1,868,3,10353
1035,122,3,613,4,10354
1035,152,3,308,5,10355
1036,111,1,691,1,10361
1037,43,3,768,1,10371
1037,200,1,319,2,10372
1038,39,3,746,1,10381
1038,78,3,564,2,10382
1039,106,1,384,1,10391
1040,70,3,593,1,10401
1040,134,1,898,2,10402
1040,165,1,639,3,10403
1040,176,1,51,4,10404
1041,8,3,228,1,10411
1041,171,3,720,2,10412
1041,193,3,612,3,10413
1042,123,3,700,1,10421
1042,166,1,520,2,10422
1042,189,3,69,3,10423
1043,18,1,746,1,10431
1043,128,1,684,2,10432
1043,141,2,81,3,10433
1043,157,3,340,4,10434
1043,164,3,722,5,10435
1044,64,3,632,1,10441
1044,112,2,791,2,10442
1044,128,1,276,3,10443
1045,102,3,212,1,10451
1045,109,2,829,2,10452
1045,109,1,210,3,10453
1045,115,3,788,4,10454
1046,33,3,955,1,10461
1046,71,3,402,2,10462
1046,145,3,381,3,10463
1046,163,1,566,4,10464
1046,174,2,78,5,10465
1047,127,3,569,1,10471
1048,21,3,343,1,10481
1048,37,3,230,2,10482
1048,59,2,395,3,10483
1048,65,1,704,4,10484
1049,11,2,638,1,10491
1049,79,3,600,2,10492
1049,150,1,491,3,10493
1049,190,1,913,4,10494
1049,190,3,230,5,10495
1050,139,2,803,1,10501
1051,123,3,54,1,10511
1051,171,2,752,2,10512
1051,195,3,781,3,10513
1052,63,1,1000,1,10521
1053,16,2,919,1,10531
1053,80,3,331,2,10532
1053,147,2,268,3,10533
1054,133,2,318,1,10541
1055,18,3,702,1,10551
1055,48,3,91,2,10552
1055,54,1,731,3,10553
1055,133,1,656,4,10554
1056,38,2,905,1,10561
1057,179,1,274,1,10571
1057,188,1,251,2,10572
1058,27,3,469,1,10581
1059,5,1,684,1,10591
1059,26,2,140,2,10592
1059,91,3,949,3,10593
1059,148,1,934,4,10594
1059,180,3,329,5,10595
1060,90,3,897,1,10601
1060,115,2,930,2,10602
1060,152,3,464,3,10603
1061,112,2,153,1,10611
1062,185,1,969,1,10621
1063,57,3,531,1,10631
1063,93,1,922,2,10632
1063,116,2,486,3,10633
1064,110,1,370,1,10641
1064,150,3,813,2,10642
1064,165,3,912,3,10643
1064,184,1,634,4,10644
1065,73,3,472,1,10651
1065,138,3,334,2,10652
1065,185,2,320,3,10653
1066,38,1,457,1,10661
1066,44,1,656,2,10662
1067,141,1,696,1,10671
1068,37,1,579,1,10681
1068,60,2,788,2,10682
1069,151,3,846,1,10691
1070,55,2,786,1,10701
1070,119,3,378,2,10702
1070,140,3,599,3,10703
1070,159,2,489,4,10704
1071,50,1,730,1,10711
1071,77,2,843,2,10712
1071,165,3,716,3,10713
1071,181,2,504,4,10714
1072,15,2,921,1,10721
1072,21,2,770,2,10722
1072,94,2,883,3,10723
1072,143,2,571,4,10724
1072,168,3,177,5,10725
1073,189,1,698,1,10731
1074,187,3,871,1,10741
1075,73,1,109,1,10751
1075,81,2,544,2,10752
1075,155,2,215,3,10753
1076,41,2,82,1,10761
1076,90,1,608,2,10762
1076,134,2,260,3,10763
1076,158,1,230,4,10764
1077,13,3,232,1,10771
1077,79,1,491,2,10772
1077,87,3,766,3,10773
1077,92,3,760,4,10774
1078,99,3,99,1,10781
1078,112,1,910,2,10782
1078,149,1,664,3,10783
1078,152,2,382,4,10784
1078,198,1,952,5,10785
1079,81,1,305,1,10791
1080,5,1,497,1,10801
1080,26,3,415,2,10802
1080,152,1,906,3,10803
1081,52,2,916,1,10811
1081,80,1,643,2,10812
1081,197,3,384,3,10813
1082,186,1,805,1,10821
1083,31,3,158,1,10831
1083,32,2,713,2,10832
1083,101,1,534,3,10833
1084,138,3,131,1,10841
1085,39,1,580,1,10851
1085,103,3,752,2,10852
1085,141,3,927,3,10853
1085,163,3,83,4,10854
1085,175,2,857,5,10855
1086,38,3,914,1,10861
1086,48,1,797,2,10862
1087,59,3,175,1,10871
1087,135,3,882,2,10872
1087,183,2,914,3,10873
1088,78,2,799,1,10881
1089,1,2,425,1,10891
1089,64,1,484,2,10892
1090,13,1,286,1,10901
1090,133,2,660,2,10902
1090,156,1,786,3,10903
1091,50,3,797,1,10911
1091,85,1,572,2,10912
1091,90,1,178,3,10913
1092,77,1,309,1,10921
1092,106,3,737,2,10922
1092,108,3,978,3,10923
1092,165,2,420,4,10924
1093,5,3,612,1,10931
1093,45,3,887,2,10932
1093,166,3,982,3,10933
1093,174,2,212,4,10934
1094,99,1,225,1,10941
1095,14,2,579,1,10951
1095,60,3,531,2,10952
1095,115,3,624,3,10953
1095,143,1,842,4,10954
1096,32,2,99,1,10961
1096,33,1,145,2,10962
1096,36,1,432,3,10963
1096,47,2,724,4,10964
1096,112,2,318,5,10965
1097,18,1,669,1,10971
1097,111,1,202,2,10972
1098,134,2,373,1,10981
1099,46,1,864,1,10991
1099,190,2,942,2,10992
1100,78,3,78,1,11001
1101,57,1,807,1,11011
1101,88,2,775,2,11012
1101,92,2,396,3,11013
1101,168,3,613,4,11014
1101,168,2,852,5,11015
1102,77,1,467,1,11021
1103,20,3,759,1,11031
1103,25,3,269,2,11032
1103,140,2,961,3,11033
1103,142,1,92,4,11034
1104,10,3,944,1,11041
1104,99,2,153,2,11042
1105,149,3,599,1,11051
1106,70,2,350,1,11061
1106,109,2,989,2,11062
1106,115,1,401,3,11063
1106,200,1,541,4,11064
1107,47,2,234,1,11071
1107,109,2,999,2,11072
1108,77,3,569,1,11081
1108,200,3,509,2,11082
1109,41,1,663,1,11091
1109,96,1,716,2,11092
1109,99,1,885,3,11093
1109,146,3,735,4,11094
1109,171,1,784,5,11095
1110,37,2,926,1,11101
1110,76,3,368,2,11102
1110,180,2,964,3,11103
1111,42,2,411,1,11111
1112,9,2,213,1,11121
1112,111,1,155,2,11122
1112,166,1,932,3,11123
1112,187,2,580,4,11124
1112,197,1,746,5,11125
1113,68,2,888,1,11131
1114,118,1,898,1,11141
1115,79,1,575,1,11151
1115,185,3,175,2,11152
1116,36,3,492,1,11161
1116,62,3,883,2,11162
1116,72,3,861,3,11163
1116,158,2,705,4,11164
1116,200,2,234,5,11165
1117,45,2,511,1,11171
1117,57,3,684,2,11172
1118,18,1,740,1,11181
1118,91,2,580,2,11182
1118,107,3,349,3,11183
1118,111,1,328,4,11184
1118,164,3,310,5,11185
1119,164,2,619,1,11191
1120,42,2,891,1,11201
1120,95,1,105,2,11202
1121,76,3,518,1,11211
1121,129,2,387,2,11212
1122,76,1,213,1,11221
1123,21,3,144,1,11231
1123,117,1,793,2,11232
1124,47,2,715,1,11241
1124,110,2,647,2,11242
1124,178,2,268,3,11243
1125,55,3,741,1,11251
1126,10,1,323,1,11261
1126,85,1,952,2,11262
1126,177,2,713,3,11263
1127,39,1,634,1,11271
1127,56,1,184,2,11272
1127,121,1,666,3,11273
1127,185,2,346,4,11274
1128,26,1,819,1,11281
1128,92,1,947,2,11282
1128,98,2,480,3,11283
1129,48,3,670,1,11291
1129,113,2,821,2,11292
1129,132,2,819,3,11293
1129,163,2,128,4,11294
1129,196,1,558,5,11295
1130,3,1,600,1,11301
1130,66,1,572,2,11302
1130,184,3,391,3,11303
1130,194,1,315,4,11304
1131,102,3,375,1,11311
1131,111,1,813,2,11312
1131,118,2,786,3,11313
1131,167,1,683,4,11314
1132,97,3,555,1,11321
1133,86,1,694,1,11331
1133,168,1,174,2,11332
1133,193,2,726,3,11333
1134,67,1,276,1,11341
1134,124,2,622,2,11342
1135,9,2,546,1,11351
1135,83,1,326,2,11352
1135,100,2,159,3,11353
1135,139,1,673,4,11354
1135,173,3,126,5,11355
1136,8,2,328,1,11361
1136,44,3,598,2,11362
1137,12,2,979,1,11371
1137,124,2,309,2,11372
1137,124,1,184,3,11373
1137,128,1,317,4,11374
1138,8,3,120,1,11381
1138,105,1,610,2,11382
1139,80,2,607,1,11391
1139,148,3,601,2,11392
1139,192,1,197,3,11393
1140,12,2,120,1,11401
1140,86,2,867,2,11402
1140,124,3,751,3,11403
1140,158,3,424,4,11404
1140,164,2,429,5,11405
1141,6,2,153,1,11411
1141,15,1,860,2,11412
1141,55,3,320,3,11413
1141,59,3,359,4,11414
1141,83,3,372,5,11415
1142,98,3,761,1,11421
1142,122,1,613,2,11422
1143,13,2,863,1,11431
1143,68,2,74,2,11432
1143,150,2,515,3,11433
1144,6,3,965,1,11441
1144,24,1,495,2,11442
1144,31,2,917,3,11443
1144,35,3,167,4,11444
1144,98,3,456,5,11445
1145,94,2,944,1,11451
1145,105,1,143,2,11452
1145,136,1,700,3,11453
1145,180,1,324,4,11454
1145,193,3,441,5,11455
1146,76,1,461,1,11461
1146,108,1,797,2,11462
1147,13,3,490,1,11471
1147,55,3,523,2,11472
1147,150,3,82,3,11473
1147,161,1,584,4,11474
1147,196,1,927,5,11475
1148,19,3,477,1,11481
1148,102,2,889,2,11482
1149,51,2,867,1,11491
1149,104,1,64,2,11492
1149,142,3,654,3,11493
1149,193,1,497,4,11494
1150,19,1,701,1,11501
1150,36,2,880,2,11502
1150,44,3,740,3,11503
1150,74,3,124,4,11504
1151,30,1,681,1,11511
1152,38,1,480,1,11521
1152,38,3,914,2,11522
1152,79,1,149,3,11523
1152,86,2,918,4,11524
1152,91,2,460,5,11525
1153,27,3,795,1,11531
1153,130,2,620,2,11532
1154,87,1,130,1,11541
1154,196,2,53,2,11542
1155,191,3,885,1,11551
1155,194,2,855,2,11552
1156,3,2,960,1,11561
1156,138,3,904,2,11562
1156,167,2,201,3,11563
1157,77,3,402,1,11571
1157,94,1,882,2,11572
1157,115,3,59,3,11573
1157,174,2,127,4,11574
1158,35,2,688,1,11581
1158,113,1,399,2,11582
1158,143,3,615,3,11583
1158,193,3,806,4,11584
1159,11,2,614,1,11591
1159,19,1,636,2,11592
1159,35,2,936,3,11593
1159,39,3,73,4,11594
1160,18,1,984,1,11601
1160,77,3,686,2,11602
1160,91,3,862,3,11603
1160,109,1,510,4,11604
1161,5,1,989,1,11611
1161,80,2,648,2,11612
1161,164,3,827,3,11613
1162,33,2,744,1,11621
1162,87,1,75,2,11622
1163,22,3,959,1,11631
1163,135,3,153,2,11632
1163,169,3,151,3,11633
1164,1,3,50,1,11641
1164,154,3,981,2,11642
1165,118,2,564,1,11651
1165,127,1,86,2,11652
1165,152,3,812,3,11653
