Freight Order ID,Created at,Creation time,Order ID,Created by
FREIGHT - 00369,23/02/2024,10:52:07,Order - 0787,USER - 03676
FREIGHT - 00370,23/02/2024,11:30:51,Order - 0379,USER - 03676
FREIGHT - 00371,26/02/2024,15:04:51,Order - 0789,USER - 03676
FREIGHT - 00372,27/02/2024,09:55:12,Order - 0790,USER - 03676
FREIGHT - 00373,27/02/2024,10:01:29,Order - 0791,USER - 03676
FREIGHT - 00374,27/02/2024,10:40:14,Order - 0792,USER - 03676
FREIGHT - 00375,27/02/2024,12:33:11,Order - 0793,USER - 03676
FREIGHT - 00376,27/02/2024,12:36:38,Order - 0794,USER - 03676
FREIGHT - 00377,29/02/2024,12:22:27,Order - 0795,USER - 03676
FREIGHT - 00378,29/02/2024,13:58:52,Order - 0809,USER - 03676
FREIGHT - 00379,01/03/2024,11:57:29,Order - 0768,USER - 03676
FREIGHT - 00380,01/03/2024,12:03:22,Order - 0818,USER - 03676
FREIGHT - 00381,01/03/2024,12:06:05,Order - 0819,USER - 03676
FREIGHT - 00382,04/03/2024,11:56:53,Order - 0820,USER - 03676
FREIGHT - 00383,04/03/2024,12:00:44,Order - 0821,USER - 03676
FREIGHT - 00384,05/03/2024,08:10:24,Order - 0822,USER - 03676
FREIGHT - 00385,05/03/2024,08:17:12,Order - 0823,USER - 03676
FREIGHT - 00386,07/03/2024,08:18:49,Order - 0838,USER - 03676
FREIGHT - 00387,07/03/2024,08:21:51,Order - 0839,USER - 03676
FREIGHT - 00388,08/03/2024,08:24:28,Order - 0843,USER - 03676
FREIGHT - 00389,11/03/2024,08:21:14,Order - 0844,USER - 03676
FREIGHT - 00390,12/03/2024,14:11:57,Order - 0845,USER - 05664
FREIGHT - 00391,12/03/2024,14:21:04,Order - 0846,USER - 05664
FREIGHT - 00392,14/03/2024,12:18:10,Order - 0379,USER - 03676
FREIGHT - 00393,14/03/2024,13:45:32,Order - 0848,USER - 03676
FREIGHT - 00394,14/03/2024,13:48:34,Order - 0849,USER - 03676
FREIGHT - 00395,14/03/2024,15:09:40,Order - 0851,USER - 03676
FREIGHT - 00396,14/03/2024,15:30:50,Order - 0852,USER - 03676
FREIGHT - 00397,14/03/2024,15:35:08,Order - 0853,USER - 03676
FREIGHT - 00398,15/03/2024,12:46:33,Order - 0854,USER - 03676
FREIGHT - 00399,18/03/2024,15:10:38,Order - 0861,USER - 03676
FREIGHT - 00400,18/03/2024,15:19:47,Order - 0862,USER - 03676
FREIGHT - 00401,18/03/2024,15:24:09,Order - 0863,USER - 03676
FREIGHT - 00402,19/03/2024,09:25:39,Order - 0864,USER - 03676
FREIGHT - 00403,20/03/2024,10:03:47,Order - 0887,USER - 03676
FREIGHT - 00404,20/03/2024,10:58:19,Order - 0888,USER - 03676
FREIGHT - 00405,21/03/2024,13:10:32,Order - 0379,USER - 05724
FREIGHT - 00406,22/03/2024,09:52:36,Order - 0841,USER - 03676
FREIGHT - 00407,22/03/2024,11:47:02,Order - 0911,USER - 03676
FREIGHT - 00408,22/03/2024,14:19:32,Order - 0912,USER - 03676
FREIGHT - 00409,22/03/2024,14:25:16,Order - 0913,USER - 03676
FREIGHT - 00410,22/03/2024,14:27:52,Order - 0914,USER - 03676
FREIGHT - 00411,25/03/2024,13:26:49,Order - 0915,USER - 05664
FREIGHT - 00412,25/03/2024,13:36:22,Order - 0916,USER - 05664
FREIGHT - 00413,25/03/2024,13:43:41,Order - 0917,USER - 05664
FREIGHT - 00414,27/03/2024,08:22:10,Order - 0768,USER - 03676
FREIGHT - 00415,27/03/2024,08:30:05,Order - 0911,USER - 03676
FREIGHT - 00416,27/03/2024,14:52:44,Order - 0934,USER - 03676
FREIGHT - 00417,27/03/2024,14:56:48,Order - 0935,USER - 03676
FREIGHT - 00418,27/03/2024,15:02:16,Order - 0936,USER - 03676
FREIGHT - 00419,27/03/2024,15:07:40,Order - 0937,USER - 03676
FREIGHT - 00420,27/03/2024,15:20:28,Order - 0938,USER - 03676
FREIGHT - 00421,02/04/2024,09:14:06,Order - 0947,USER - 03676
FREIGHT - 00422,02/04/2024,09:19:30,Order - 0948,USER - 03676
FREIGHT - 00423,03/04/2024,15:31:40,Order - 0951,USER - 03676
FREIGHT - 00424,03/04/2024,15:34:43,Order - 0952,USER - 03676
FREIGHT - 00425,03/04/2024,15:38:45,Order - 0953,USER - 03676
FREIGHT - 00426,04/04/2024,12:09:03,Order - 0379,USER - 03676
FREIGHT - 00427,04/04/2024,12:10:00,Order - 0379,USER - 03676
FREIGHT - 00428,04/04/2024,13:18:55,Order - 0984,USER - 03676
FREIGHT - 00429,08/04/2024,15:22:25,Order - 0987,USER - 03676
FREIGHT - 00430,09/04/2024,12:33:00,Order - 0942,USER - 03676
FREIGHT - 00431,09/04/2024,12:35:18,Order - 0942,USER - 03676
FREIGHT - 00432,09/04/2024,14:45:20,Order - 0988,USER - 03676
FREIGHT - 00433,09/04/2024,14:47:50,Order - 0989,USER - 03676
FREIGHT - 00434,10/04/2024,11:52:13,Order - 0994,USER - 03676
FREIGHT - 00435,11/04/2024,12:11:37,Order - 0850,USER - 03676
FREIGHT - 00436,11/04/2024,13:44:41,Order - 0993,USER - 03676
FREIGHT - 00437,11/04/2024,15:24:54,Order - 1013,USER - 03676
FREIGHT - 00438,15/04/2024,10:19:39,Order - 1022,USER - 03676
FREIGHT - 00439,15/04/2024,10:27:35,Order - 1023,USER - 03676
FREIGHT - 00440,15/04/2024,11:08:51,Order - 1024,USER - 03676
FREIGHT - 00441,15/04/2024,13:07:23,Order - 1025,USER - 03676
FREIGHT - 00442,16/04/2024,11:35:01,Order - 1026,USER - 03676
FREIGHT - 00443,16/04/2024,14:54:34,Order - 1017,USER - 03676
FREIGHT - 00444,17/04/2024,11:05:54,Order - 1039,USER - 03676
FREIGHT - 00445,17/04/2024,11:07:00,Order - 1039,USER - 03676
FREIGHT - 00446,17/04/2024,14:51:41,Order - 1040,USER - 03676
FREIGHT - 00447,17/04/2024,14:57:32,Order - 1041,USER - 03676
FREIGHT - 00448,17/04/2024,15:03:27,Order - 1042,USER - 03676
FREIGHT - 00449,17/04/2024,15:06:53,Order - 1043,USER - 03676
FREIGHT - 00450,18/04/2024,12:06:27,Order - 0850,USER - 03676
FREIGHT - 00451,18/04/2024,13:29:41,Order - 1044,USER - 03676
FREIGHT - 00452,22/04/2024,13:36:17,Order - 1048,USER - 03676
FREIGHT - 00453,22/04/2024,13:51:53,Order - 1049,USER - 03676
FREIGHT - 00454,23/04/2024,13:02:24,Order - 1050,USER - 03676
FREIGHT - 00455,24/04/2024,14:56:09,Order - 1039,USER - 03676
FREIGHT - 00456,25/04/2024,10:46:02,Order - 1064,USER - 03676
FREIGHT - 00457,25/04/2024,10:50:34,Order - 1065,USER - 03676
FREIGHT - 00458,29/04/2024,08:22:18,Order - 0768,USER - 03676
FREIGHT - 00459,29/04/2024,08:39:42,Order - 1066,USER - 03676
FREIGHT - 00460,29/04/2024,13:45:45,Order - 1039,USER - 03676
FREIGHT - 00461,29/04/2024,14:51:44,Order - 1070,USER - 03676
FREIGHT - 00462,08/05/2024,08:20:26,Order - 1039,USER - 03676
FREIGHT - 00463,08/05/2024,11:57:51,Order - 0850,USER - 03676
FREIGHT - 00464,09/05/2024,13:24:51,Order - 1118,USER - 03676
FREIGHT - 00465,09/05/2024,13:27:58,Order - 1119,USER - 03676
FREIGHT - 00466,10/05/2024,13:26:27,Order - 1125,USER - 03676
FREIGHT - 00467,10/05/2024,13:30:34,Order - 1126,USER - 03676
FREIGHT - 00468,14/05/2024,11:24:19,Order - 1097,USER - 03676
FREIGHT - 00469,14/05/2024,12:32:08,Order - 1129,USER - 03676
FREIGHT - 00470,14/05/2024,12:39:35,Order - 1130,USER - 03676
FREIGHT - 00471,15/05/2024,13:06:35,Order - 1133,USER - 03676
FREIGHT - 00472,15/05/2024,14:07:22,Order - 1066,USER - 03676
FREIGHT - 00473,16/05/2024,12:52:06,Order - 1160,USER - 03676
FREIGHT - 00474,17/05/2024,08:46:48,Order - 0854,USER - 03676
FREIGHT - 00475,17/05/2024,09:03:35,Order - 1162,USER - 03676
FREIGHT - 00476,21/05/2024,15:46:02,Order - 1170,USER - 03676
FREIGHT - 00477,21/05/2024,15:49:53,Order - 1172,USER - 03676
FREIGHT - 00478,23/05/2024,11:53:20,Order - 1191,USER - 03676
FREIGHT - 00479,24/05/2024,11:00:50,Order - 1192,USER - 03676
FREIGHT - 00480,24/05/2024,11:08:09,Order - 1193,USER - 03676
FREIGHT - 00481,24/05/2024,12:25:01,Order - 1190,USER - 03676
FREIGHT - 00482,24/05/2024,12:36:19,Order - 1062,USER - 03676
FREIGHT - 00483,24/05/2024,13:39:20,Order - 1194,USER - 03676
FREIGHT - 00484,27/05/2024,11:44:49,Order - 1197,USER - 03676
FREIGHT - 00485,27/05/2024,11:46:42,Order - 1198,USER - 03676
FREIGHT - 00486,29/05/2024,13:35:11,Order - 1200,USER - 03676
FREIGHT - 00487,04/06/2024,13:53:56,Order - 1218,USER - 03676
FREIGHT - 00488,04/06/2024,13:56:41,Order - 1219,USER - 03676
FREIGHT - 00489,05/06/2024,09:52:31,Order - 1234,USER - 03676
FREIGHT - 00490,05/06/2024,09:59:27,Order - 1235,USER - 03676
FREIGHT - 00491,06/06/2024,15:34:56,Order - 1238,USER - 03676
FREIGHT - 00492,11/06/2024,11:33:43,Order - 1244,USER - 03676
FREIGHT - 00493,11/06/2024,11:48:05,Order - 1245,USER - 03676
FREIGHT - 00494,11/06/2024,15:00:57,Order - 1240,USER - 03676
FREIGHT - 00495,12/06/2024,11:41:39,Order - 1261,USER - 03676
FREIGHT - 00496,12/06/2024,11:48:51,Order - 1262,USER - 03676
FREIGHT - 00497,12/06/2024,14:56:25,Order - 1263,USER - 03676
FREIGHT - 00498,12/06/2024,15:00:06,Order - 0768,USER - 03676
FREIGHT - 00499,12/06/2024,15:08:17,Order - 0768,USER - 03676
FREIGHT - 00500,12/06/2024,16:25:54,Order - 1189,USER - 03676
FREIGHT - 00501,13/06/2024,08:37:51,Order - 1264,USER - 03676
FREIGHT - 00502,13/06/2024,13:26:54,Order - 1267,USER - 03676
FREIGHT - 00503,13/06/2024,13:31:33,Order - 1268,USER - 03676
FREIGHT - 00504,17/06/2024,13:45:49,Order - 1269,USER - 03676
FREIGHT - 00505,19/06/2024,15:33:48,Order - 1282,USER - 03676
FREIGHT - 00506,19/06/2024,15:36:41,Order - 1283,USER - 03676
FREIGHT - 00507,19/06/2024,15:41:33,Order - 1284,USER - 03676
FREIGHT - 00508,20/06/2024,11:10:43,Order - 0850,USER - 03676
FREIGHT - 00509,20/06/2024,12:07:08,Order - 1189,USER - 03676
FREIGHT - 00510,24/06/2024,09:58:49,Order - 1302,USER - 03676
FREIGHT - 00511,24/06/2024,10:03:14,Order - 1303,USER - 03676
FREIGHT - 00512,25/06/2024,11:59:23,Order - 1304,USER - 03676
FREIGHT - 00513,25/06/2024,12:02:55,Order - 1305,USER - 03676
FREIGHT - 00514,25/06/2024,12:06:28,Order - 1306,USER - 03676
FREIGHT - 00515,26/06/2024,09:45:19,Order - 1308,USER - 03676
FREIGHT - 00516,26/06/2024,10:02:20,Order - 0854,USER - 03676
FREIGHT - 00517,26/06/2024,11:07:50,Order - 0768,USER - 03676
FREIGHT - 00518,26/06/2024,11:59:34,Order - 1309,USER - 03676
FREIGHT - 00519,26/06/2024,12:33:36,Order - 1310,USER - 03676
FREIGHT - 00520,27/06/2024,08:40:47,Order - 1311,USER - 03676
FREIGHT - 00521,28/06/2024,08:32:32,Order - 1275,USER - 03676
FREIGHT - 00522,01/07/2024,14:42:24,Order - 1334,USER - 03676
FREIGHT - 00523,02/07/2024,12:13:27,Order - 1335,USER - 03676
FREIGHT - 00524,03/07/2024,15:12:08,Order - 1362,USER - 03676
FREIGHT - 00525,04/07/2024,09:39:53,Order - 1363,USER - 03676
FREIGHT - 00526,04/07/2024,09:43:20,Order - 1364,USER - 03676
FREIGHT - 00527,05/07/2024,08:37:04,Order - 1365,USER - 03676
FREIGHT - 00528,09/07/2024,11:13:42,Order - 1240,USER - 03676
FREIGHT - 00529,09/07/2024,11:18:52,Order - 1189,USER - 03676
FREIGHT - 00530,09/07/2024,14:59:53,Order - 1369,USER - 03676
FREIGHT - 00531,09/07/2024,15:03:25,Order - 1370,USER - 03676
FREIGHT - 00532,10/07/2024,12:54:56,Order - 1387,USER - 03676
FREIGHT - 00533,10/07/2024,12:56:06,Order - 1388,USER - 03676
FREIGHT - 00534,12/07/2024,11:32:12,Order - 1392,USER - 03676
FREIGHT - 00535,12/07/2024,13:15:15,Order - 1393,USER - 03676
FREIGHT - 00536,15/07/2024,15:13:28,Order - 1394,USER - 03676
FREIGHT - 00537,16/07/2024,14:03:24,Order - 1395,USER - 03676
FREIGHT - 00538,16/07/2024,14:12:10,Order - 1396,USER - 03676
FREIGHT - 00539,17/07/2024,12:35:31,Order - 1399,USER - 05664
FREIGHT - 00540,17/07/2024,12:41:52,Order - 1400,USER - 05664
FREIGHT - 00541,19/07/2024,11:53:59,Order - 1425,USER - 05664
FREIGHT - 00542,23/07/2024,13:14:56,Order - 1432,USER - 05664
FREIGHT - 00543,23/07/2024,13:49:43,Order - 1433,USER - 05664
FREIGHT - 00544,23/07/2024,13:55:05,Order - 1435,USER - 05664
FREIGHT - 00545,24/07/2024,14:23:37,Order - 1437,USER - 05664
FREIGHT - 00546,24/07/2024,14:29:41,Order - 1438,USER - 05664
FREIGHT - 00547,24/07/2024,14:34:36,Order - 1439,USER - 05664
FREIGHT - 00548,25/07/2024,11:10:10,Order - 1440,USER - 05664
FREIGHT - 00549,30/07/2024,12:51:25,Order - 1275,USER - 10696
FREIGHT - 00550,30/07/2024,13:49:43,Order - 1445,USER - 05664
FREIGHT - 00551,30/07/2024,13:54:59,Order - 1446,USER - 05664
FREIGHT - 00552,30/07/2024,14:06:38,Order - 1447,USER - 05664
FREIGHT - 00553,02/08/2024,09:43:07,Order - 0768,USER - 05724
FREIGHT - 00554,02/08/2024,13:15:29,Order - 1480,USER - 05664
FREIGHT - 00555,02/08/2024,13:26:11,Order - 1481,USER - 05664
FREIGHT - 00556,07/08/2024,11:56:41,Order - 0768,USER - 05724
FREIGHT - 00557,08/08/2024,11:05:30,Order - 1240,USER - 03676
FREIGHT - 00558,14/08/2024,15:08:21,Order - 1521,USER - 03676
FREIGHT - 00559,14/08/2024,15:48:56,Order - 1522,USER - 03676
FREIGHT - 00560,14/08/2024,15:53:31,Order - 1523,USER - 03676
FREIGHT - 00561,14/08/2024,15:59:52,Order - 1524,USER - 03676
FREIGHT - 00562,20/08/2024,12:19:59,Order - 1527,USER - 03676
FREIGHT - 00563,20/08/2024,13:37:55,Order - 1275,USER - 03676
FREIGHT - 00564,21/08/2024,15:18:35,Order - 1530,USER - 03676
FREIGHT - 00565,21/08/2024,15:22:39,Order - 1531,USER - 03676
FREIGHT - 00566,22/08/2024,09:29:54,Order - 1554,USER - 03676
FREIGHT - 00567,26/08/2024,12:54:37,Order - 1555,USER - 03676
FREIGHT - 00568,26/08/2024,13:08:49,Order - 1556,USER - 03676
FREIGHT - 00569,26/08/2024,13:14:52,Order - 1557,USER - 03676
FREIGHT - 00570,27/08/2024,09:22:58,Order - 1558,USER - 03676
FREIGHT - 00571,29/08/2024,11:00:07,Order - 1571,USER - 03676
FREIGHT - 00572,30/08/2024,09:22:01,Order - 1275,USER - 03676
FREIGHT - 00573,30/08/2024,11:32:35,Order - 1312,USER - 03676
FREIGHT - 00574,04/09/2024,15:03:53,Order - 1596,USER - 03676
FREIGHT - 00575,05/09/2024,09:42:51,Order - 1597,USER - 03676
FREIGHT - 00576,09/09/2024,08:40:11,Order - 1275,USER - 03676
FREIGHT - 00577,11/09/2024,08:49:15,Order - 1608,USER - 03676
FREIGHT - 00578,13/09/2024,10:41:45,Order - 1597,USER - 03676
FREIGHT - 00579,16/09/2024,13:46:45,Order - 1624,USER - 03676
FREIGHT - 00580,17/09/2024,14:56:46,Order - 1597,USER - 03676
FREIGHT - 00581,24/09/2024,10:50:29,Order - 1275,USER - 03676
FREIGHT - 00582,26/09/2024,14:23:32,Order - 1664,USER - 03676
FREIGHT - 00583,26/09/2024,14:53:10,Order - 1665,USER - 03676
FREIGHT - 00584,26/09/2024,15:01:41,Order - 1666,USER - 03676
FREIGHT - 00585,26/09/2024,15:05:05,Order - 1667,USER - 03676
FREIGHT - 00586,26/09/2024,15:12:00,Order - 1668,USER - 03676
FREIGHT - 00587,26/09/2024,15:16:16,Order - 1670,USER - 03676
FREIGHT - 00588,26/09/2024,15:22:09,Order - 1671,USER - 03676
FREIGHT - 00589,26/09/2024,15:24:04,Order - 1672,USER - 03676
FREIGHT - 00590,26/09/2024,15:35:34,Order - 1674,USER - 03676
FREIGHT - 00591,26/09/2024,15:38:16,Order - 1675,USER - 03676
FREIGHT - 00592,26/09/2024,15:40:25,Order - 1676,USER - 03676
FREIGHT - 00593,26/09/2024,15:43:57,Order - 1677,USER - 03676
FREIGHT - 00594,26/09/2024,16:00:13,Order - 1673,USER - 03676
FREIGHT - 00595,27/09/2024,09:20:45,Order - 1597,USER - 03676
FREIGHT - 00596,27/09/2024,11:04:25,Order - 1679,USER - 03676
FREIGHT - 00597,27/09/2024,11:34:46,Order - 1662,USER - 03676
FREIGHT - 00598,30/09/2024,12:44:56,Order - 1682,USER - 03676
FREIGHT - 00599,30/09/2024,12:54:02,Order - 1683,USER - 03676
FREIGHT - 00600,01/10/2024,11:33:40,Order - 1684,USER - 03676
FREIGHT - 00601,03/10/2024,12:27:09,Order - 1597,USER - 03676
FREIGHT - 00602,03/10/2024,13:19:02,Order - 1691,USER - 03676
FREIGHT - 00603,08/10/2024,08:35:54,Order - 1597,USER - 03676
FREIGHT - 00604,08/10/2024,13:20:47,Order - 1719,USER - 03676
FREIGHT - 00605,09/10/2024,10:49:46,Order - 0854,USER - 03676
FREIGHT - 00606,09/10/2024,11:06:38,Order - 0792,USER - 03676
FREIGHT - 00607,09/10/2024,13:26:41,Order - 1718,USER - 03676
FREIGHT - 00608,10/10/2024,15:26:07,Order - 1736,USER - 03676
FREIGHT - 00609,10/10/2024,15:35:51,Order - 1737,USER - 03676
FREIGHT - 00610,14/10/2024,09:54:01,Order - 1738,USER - 03676
FREIGHT - 00611,15/10/2024,09:40:03,Order - 1748,USER - 03676
FREIGHT - 00612,15/10/2024,09:45:55,Order - 1749,USER - 03676
FREIGHT - 00613,16/10/2024,13:11:22,Order - 0768,USER - 03676
FREIGHT - 00614,16/10/2024,13:15:05,Order - 0854,USER - 03676
FREIGHT - 00615,16/10/2024,15:33:55,Order - 1753,USER - 03676
FREIGHT - 00616,17/10/2024,08:29:48,Order - 1754,USER - 03676
FREIGHT - 00617,17/10/2024,08:38:53,Order - 1755,USER - 03676
FREIGHT - 00618,17/10/2024,11:48:00,Order - 1756,USER - 03676
FREIGHT - 00619,17/10/2024,11:50:38,Order - 1757,USER - 03676
FREIGHT - 00620,18/10/2024,09:15:00,Order - 1669,USER - 03676
FREIGHT - 00621,18/10/2024,11:01:13,Order - 1765,USER - 03676
FREIGHT - 00622,21/10/2024,13:43:17,Order - 1766,USER - 03676
FREIGHT - 00623,22/10/2024,11:32:54,Order - 1767,USER - 03676
FREIGHT - 00624,22/10/2024,11:41:36,Order - 1768,USER - 03676
FREIGHT - 00625,22/10/2024,11:44:29,Order - 1770,USER - 03676
FREIGHT - 00626,25/10/2024,11:47:40,Order - 1805,USER - 03676
FREIGHT - 00627,25/10/2024,11:53:12,Order - 1806,USER - 03676
FREIGHT - 00628,28/10/2024,12:46:49,Order - 1811,USER - 03676
FREIGHT - 00629,28/10/2024,12:52:30,Order - 1812,USER - 03676
FREIGHT - 00630,29/10/2024,09:19:04,Order - 1814,USER - 03676
FREIGHT - 00631,29/10/2024,09:35:10,Order - 1810,USER - 03676
FREIGHT - 00632,04/11/2024,10:51:51,Order - 1858,USER - 03676
FREIGHT - 00633,04/11/2024,10:56:17,Order - 1859,USER - 03676
FREIGHT - 00634,05/11/2024,09:13:16,Order - 1861,USER - 03676
FREIGHT - 00635,07/11/2024,12:42:02,Order - 1878,USER - 03676
FREIGHT - 00636,08/11/2024,09:48:18,Order - 0768,USER - 03676
FREIGHT - 00637,12/11/2024,11:24:40,Order - 1876,USER - 03676
FREIGHT - 00638,12/11/2024,13:33:07,Order - 1884,USER - 03676
FREIGHT - 00639,12/11/2024,13:36:12,Order - 1885,USER - 03676
FREIGHT - 00640,12/11/2024,13:39:12,Order - 1886,USER - 03676
FREIGHT - 00641,13/11/2024,11:44:00,Order - 1863,USER - 03676
FREIGHT - 00642,13/11/2024,11:59:08,Order - 1902,USER - 03676
FREIGHT - 00643,13/11/2024,13:02:36,Order - 1903,USER - 03676
FREIGHT - 00644,15/11/2024,11:31:24,Order - 1906,USER - 03676
FREIGHT - 00645,15/11/2024,11:36:55,Order - 1907,USER - 03676
FREIGHT - 00646,19/11/2024,10:01:24,Order - 1915,USER - 03676
FREIGHT - 00647,19/11/2024,10:58:51,Order - 1916,USER - 03676
FREIGHT - 00648,19/11/2024,11:08:10,Order - 1917,USER - 03676
FREIGHT - 00649,19/11/2024,11:16:01,Order - 1918,USER - 03676
FREIGHT - 00650,20/11/2024,10:54:48,Order - 1919,USER - 03676
FREIGHT - 00651,20/11/2024,11:56:35,Order - 1921,USER - 03676
FREIGHT - 00652,21/11/2024,11:16:28,Order - 1765,USER - 03676
FREIGHT - 00653,21/11/2024,11:25:04,Order - 1935,USER - 03676
FREIGHT - 00654,22/11/2024,10:49:42,Order - 0768,USER - 03676
FREIGHT - 00655,06/12/2024,09:03:22,Order - 1669,USER - 03676
FREIGHT - 00656,06/12/2024,09:10:39,Order - 0768,USER - 03676
FREIGHT - 00657,18/12/2024,11:32:10,Order - 0792,USER - 05724
FREIGHT - 00658,18/12/2024,12:04:59,Order - 1876,USER - 05724
