Case_ID,Customer_ID,Customer_Name,Customer_Country,Customer_Type,Order_Value,Currency,Order_Type,Company_Code,Delivery_Block,Billing_Block,Event_Type,Event_Time,User,Department,User_Type,Object_ID,Object_Type,Event_Category
Order - 0184,,,,,0,,,,,,Create Freight Order,2023-08-29 09:58:17.000,USER - 03676,Department 751,Manual,FREIGHT - 00150,Freight Order,Main
Order - 0193,,,,,0,,,,,,Create Freight Order,2023-08-30 14:16:12.000,USER - 03676,Department 751,Manual,FREIGHT - 00151,Freight Order,Main
Order - 0194,,,,,0,,,,,,Create Freight Order,2023-08-30 14:22:02.000,USER - 03676,Department 751,Manual,FREIGHT - 00152,Freight Order,Main
Order - 0186,,,,,0,,,,,,Create Freight Order,2023-08-31 11:15:19.000,USER - 03676,Department 751,Manual,FREIGHT - 00153,Freight Order,Main
Order - 0195,,,,,0,,,,,,Create Freight Order,2023-08-31 15:22:42.000,USER - 03676,Department 751,Manual,FREIGHT - 00154,Freight Order,Main
Order - 0015,,,,,0,,,,,,Create Freight Order,2023-09-01 08:21:30.000,USER - 03676,Department 751,Manual,FREIGHT - 00155,Freight Order,Main
Order - 0179,,,,,0,,,,,,Create Freight Order,2023-08-24 16:05:29.000,USER - 03676,Department 751,Manual,FREIGHT - 00144,Freight Order,Main
Order - 0180,,,,,0,,,,,,Create Freight Order,2023-08-24 16:10:11.000,USER - 03676,Department 751,Manual,FREIGHT - 00145,Freight Order,Main
Order - 0181,,,,,0,,,,,,Create Freight Order,2023-08-28 12:43:24.000,USER - 03676,Department 751,Manual,FREIGHT - 00146,Freight Order,Main
Order - 0182,,,,,0,,,,,,Create Freight Order,2023-08-28 12:48:23.000,USER - 03676,Department 751,Manual,FREIGHT - 00147,Freight Order,Main
Order - 0041,,,,,0,,,,,,Create Freight Order,2023-08-28 13:17:02.000,USER - 03676,Department 751,Manual,FREIGHT - 00148,Freight Order,Main
Order - 0183,,,,,0,,,,,,Create Freight Order,2023-08-29 09:53:08.000,USER - 03676,Department 751,Manual,FREIGHT - 00149,Freight Order,Main
Order - 0173,,,,,0,,,,,,Create Freight Order,2023-08-24 09:28:44.000,USER - 03676,Department 751,Manual,FREIGHT - 00138,Freight Order,Main
Order - 0178,,,,,0,,,,,,Create Freight Order,2023-08-24 13:53:45.000,USER - 03676,Department 751,Manual,FREIGHT - 00139,Freight Order,Main
Order - 0015,,,,,0,,,,,,Create Freight Order,2023-08-24 14:55:24.000,USER - 03676,Department 751,Manual,FREIGHT - 00140,Freight Order,Main
Order - 0015,,,,,0,,,,,,Create Freight Order,2023-08-24 14:57:41.000,USER - 03676,Department 751,Manual,FREIGHT - 00141,Freight Order,Main
Order - 0177,,,,,0,,,,,,Create Freight Order,2023-08-24 15:03:00.000,USER - 03676,Department 751,Manual,FREIGHT - 00142,Freight Order,Main
Order - 0177,,,,,0,,,,,,Create Freight Order,2023-08-24 15:03:27.000,USER - 03676,Department 751,Manual,FREIGHT - 00143,Freight Order,Main
Order - 0171,,,,,0,,,,,,Create Freight Order,2023-08-22 13:13:23.000,USER - 03676,Department 751,Manual,FREIGHT - 00132,Freight Order,Main
Order - 0135,,,,,0,,,,,,Create Freight Order,2023-08-23 09:10:40.000,USER - 03676,Department 751,Manual,FREIGHT - 00133,Freight Order,Main
Order - 0176,,,,,0,,,,,,Create Freight Order,2023-08-23 12:39:29.000,USER - 03676,Department 751,Manual,FREIGHT - 00134,Freight Order,Main
Order - 0176,,,,,0,,,,,,Create Freight Order,2023-08-23 15:13:38.000,USER - 03676,Department 751,Manual,FREIGHT - 00135,Freight Order,Main
Order - 0135,,,,,0,,,,,,Create Freight Order,2023-08-23 15:15:15.000,USER - 03676,Department 751,Manual,FREIGHT - 00136,Freight Order,Main
Order - 0173,,,,,0,,,,,,Create Freight Order,2023-08-23 15:48:38.000,USER - 03676,Department 751,Manual,FREIGHT - 00137,Freight Order,Main
Order - 0161,,,,,0,,,,,,Create Freight Order,2023-08-17 13:00:30.000,USER - 03676,Department 751,Manual,FREIGHT - 00126,Freight Order,Main
Order - 0162,,,,,0,,,,,,Create Freight Order,2023-08-17 13:07:44.000,USER - 03676,Department 751,Manual,FREIGHT - 00127,Freight Order,Main
Order - 0015,,,,,0,,,,,,Create Freight Order,2023-08-18 11:59:47.000,USER - 03676,Department 751,Manual,FREIGHT - 00128,Freight Order,Main
Order - 0015,,,,,0,,,,,,Create Freight Order,2023-08-18 12:02:43.000,USER - 03676,Department 751,Manual,FREIGHT - 00129,Freight Order,Main
Order - 0170,,,,,0,,,,,,Create Freight Order,2023-08-21 15:23:50.000,USER - 03676,Department 751,Manual,FREIGHT - 00130,Freight Order,Main
Order - 0135,,,,,0,,,,,,Create Freight Order,2023-08-21 16:15:31.000,USER - 03676,Department 751,Manual,FREIGHT - 00131,Freight Order,Main
Order - 0074,,,,,0,,,,,,Create Freight Order,2023-06-29 11:05:45.000,USER - 03676,Department 751,Manual,FREIGHT - 00056,Freight Order,Main
Order - 0075,,,,,0,,,,,,Create Freight Order,2023-06-29 11:09:11.000,USER - 03676,Department 751,Manual,FREIGHT - 00057,Freight Order,Main
Order - 0076,,,,,0,,,,,,Create Freight Order,2023-06-29 11:13:11.000,USER - 03676,Department 751,Manual,FREIGHT - 00058,Freight Order,Main
Order - 0379,,,,,0,,,,,,Create Goods Issue,2024-02-15 12:51:52.000,No user information,,,GI - 000529,Goods Issue is created,Main
Order - 0012,,,,,0,,,,,,Create Goods Issue,2024-02-16 12:21:03.000,No user information,,,GI - 000530,Goods Issue is created,Main
Order - 0012,,,,,0,,,,,,Create Goods Issue,2024-02-16 12:21:03.000,No user information,,,GI - 000531,Goods Issue is created,Main
Order - 0739,,,,,0,,,,,,Create Goods Issue,2024-02-16 12:48:24.000,No user information,,,GI - 000532,Goods Issue is created,Main
Order - 0740,,,,,0,,,,,,Create Goods Issue,2024-02-16 12:53:10.000,No user information,,,GI - 000533,Goods Issue is created,Main
Order - 0741,,,,,0,,,,,,Create Goods Issue,2024-02-19 14:00:09.000,No user information,,,GI - 000534,Goods Issue is created,Main
Order - 0746,,,,,0,,,,,,Create Goods Issue,2024-02-20 13:03:51.000,No user information,,,GI - 000535,Goods Issue is created,Main
Order - 0748,,,,,0,,,,,,Create Goods Issue,2024-02-20 13:06:34.000,No user information,,,GI - 000536,Goods Issue is created,Main
Order - 0749,,,,,0,,,,,,Create Goods Issue,2024-02-20 14:55:16.000,No user information,,,GI - 000537,Goods Issue is created,Main
Order - 0767,,,,,0,,,,,,Create Goods Issue,2024-02-21 11:56:58.000,No user information,,,GI - 000538,Goods Issue is created,Main
Order - 0768,,,,,0,,,,,,Create Goods Issue,2024-02-22 08:39:26.000,No user information,,,GI - 000539,Goods Issue is created,Main
Order - 0768,,,,,0,,,,,,Create Goods Issue,2024-02-22 08:39:26.000,No user information,,,GI - 000540,Goods Issue is created,Main
Order - 0785,,,,,0,,,,,,Create Goods Issue,2024-02-22 11:51:11.000,No user information,,,GI - 000541,Goods Issue is created,Main
Order - 0786,,,,,0,,,,,,Create Goods Issue,2024-02-22 11:55:21.000,No user information,,,GI - 000542,Goods Issue is created,Main
Order - 0687,,,,,0,,,,,,Create Goods Issue,2024-02-22 13:16:51.000,No user information,,,GI - 000543,Goods Issue is created,Main
Order - 0687,,,,,0,,,,,,Create Goods Issue,2024-02-22 13:16:51.000,No user information,,,GI - 000544,Goods Issue is created,Main
Order - 0687,,,,,0,,,,,,Create Goods Issue,2024-02-22 13:16:51.000,No user information,,,GI - 000545,Goods Issue is created,Main
Order - 0787,,,,,0,,,,,,Create Goods Issue,2024-02-23 10:52:35.000,No user information,,,GI - 000546,Goods Issue is created,Main
Order - 0787,,,,,0,,,,,,Create Goods Issue,2024-02-23 10:52:35.000,No user information,,,GI - 000547,Goods Issue is created,Main
Order - 0379,,,,,0,,,,,,Create Goods Issue,2024-02-23 11:32:00.000,No user information,,,GI - 000548,Goods Issue is created,Main
Order - 0379,,,,,0,,,,,,Create Goods Issue,2024-02-23 11:32:00.000,No user information,,,GI - 000549,Goods Issue is created,Main
Order - 0789,,,,,0,,,,,,Create Goods Issue,2024-02-26 15:07:54.000,No user information,,,GI - 000550,Goods Issue is created,Main
Order - 0790,,,,,0,,,,,,Create Goods Issue,2024-02-27 09:57:02.000,No user information,,,GI - 000551,Goods Issue is created,Main
Order - 0791,,,,,0,,,,,,Create Goods Issue,2024-02-27 10:01:46.000,No user information,,,GI - 000552,Goods Issue is created,Main
Order - 0792,,,,,0,,,,,,Create Goods Issue,2024-02-27 10:41:02.000,No user information,,,GI - 000553,Goods Issue is created,Main
Order - 0792,,,,,0,,,,,,Create Goods Issue,2024-02-27 10:41:02.000,No user information,,,GI - 000554,Goods Issue is created,Main
Order - 0793,,,,,0,,,,,,Create Goods Issue,2024-02-27 12:33:25.000,No user information,,,GI - 000555,Goods Issue is created,Main
Order - 0794,,,,,0,,,,,,Create Goods Issue,2024-02-27 12:36:46.000,No user information,,,GI - 000556,Goods Issue is created,Main
Order - 0795,,,,,0,,,,,,Create Goods Issue,2024-02-29 12:24:00.000,No user information,,,GI - 000557,Goods Issue is created,Main
Order - 0795,,,,,0,,,,,,Create Goods Issue,2024-02-29 12:24:00.000,No user information,,,GI - 000558,Goods Issue is created,Main
Order - 0795,,,,,0,,,,,,Create Goods Issue,2024-02-29 12:24:00.000,No user information,,,GI - 000559,Goods Issue is created,Main
Order - 0795,,,,,0,,,,,,Create Goods Issue,2024-02-29 12:24:00.000,No user information,,,GI - 000560,Goods Issue is created,Main
Order - 0809,,,,,0,,,,,,Create Goods Issue,2024-02-29 14:01:09.000,No user information,,,GI - 000561,Goods Issue is created,Main
Order - 0768,,,,,0,,,,,,Create Goods Issue,2024-03-01 11:58:46.000,No user information,,,GI - 000562,Goods Issue is created,Main
Order - 0768,,,,,0,,,,,,Create Goods Issue,2024-03-01 11:58:46.000,No user information,,,GI - 000563,Goods Issue is created,Main
Order - 0818,,,,,0,,,,,,Create Goods Issue,2024-03-01 12:03:32.000,No user information,,,GI - 000564,Goods Issue is created,Main
Order - 0819,,,,,0,,,,,,Create Goods Issue,2024-03-01 12:06:12.000,No user information,,,GI - 000565,Goods Issue is created,Main
Order - 0820,,,,,0,,,,,,Create Goods Issue,2024-03-04 11:57:04.000,No user information,,,GI - 000566,Goods Issue is created,Main
Order - 0821,,,,,0,,,,,,Create Goods Issue,2024-03-04 12:00:54.000,No user information,,,GI - 000567,Goods Issue is created,Main
Order - 0822,,,,,0,,,,,,Create Goods Issue,2024-03-05 08:10:33.000,No user information,,,GI - 000568,Goods Issue is created,Main
Order - 0823,,,,,0,,,,,,Create Goods Issue,2024-03-05 08:17:27.000,No user information,,,GI - 000569,Goods Issue is created,Main
Order - 0838,,,,,0,,,,,,Create Goods Issue,2024-03-07 08:19:00.000,No user information,,,GI - 000570,Goods Issue is created,Main
Order - 0839,,,,,0,,,,,,Create Goods Issue,2024-03-07 08:21:59.000,No user information,,,GI - 000571,Goods Issue is created,Main
Order - 0843,,,,,0,,,,,,Create Goods Issue,2024-03-08 08:24:35.000,No user information,,,GI - 000572,Goods Issue is created,Main
Order - 0844,,,,,0,,,,,,Create Goods Issue,2024-03-11 08:24:04.000,No user information,,,GI - 000573,Goods Issue is created,Main
Order - 0845,,,,,0,,,,,,Create Goods Issue,2024-03-12 14:12:15.000,No user information,,,GI - 000574,Goods Issue is created,Main
Order - 0846,,,,,0,,,,,,Create Goods Issue,2024-03-12 14:21:18.000,No user information,,,GI - 000575,Goods Issue is created,Main
Order - 0379,,,,,0,,,,,,Create Goods Issue,2024-03-14 12:18:57.000,No user information,,,GI - 000576,Goods Issue is created,Main
Order - 1531,,,,,0,,,,,,Create Goods Issue,2024-08-21 15:22:48.000,No user information,,,GI - 000865,Goods Issue is created,Main
Order - 1554,,,,,0,,,,,,Create Goods Issue,2024-08-22 09:30:02.000,No user information,,,GI - 000866,Goods Issue is created,Main
Order - 1555,,,,,0,,,,,,Create Goods Issue,2024-08-26 12:54:47.000,No user information,,,GI - 000867,Goods Issue is created,Main
Order - 1556,,,,,0,,,,,,Create Goods Issue,2024-08-26 13:08:57.000,No user information,,,GI - 000868,Goods Issue is created,Main
Order - 1557,,,,,0,,,,,,Create Goods Issue,2024-08-26 13:15:07.000,No user information,,,GI - 000869,Goods Issue is created,Main
Order - 1558,,,,,0,,,,,,Create Goods Issue,2024-08-27 09:23:17.000,No user information,,,GI - 000870,Goods Issue is created,Main
Order - 1571,,,,,0,,,,,,Create Goods Issue,2024-08-29 11:00:16.000,No user information,,,GI - 000871,Goods Issue is created,Main
Order - 1275,,,,,0,,,,,,Create Goods Issue,2024-08-30 09:23:26.000,No user information,,,GI - 000872,Goods Issue is created,Main
Order - 1275,,,,,0,,,,,,Create Goods Issue,2024-08-30 09:23:26.000,No user information,,,GI - 000873,Goods Issue is created,Main
Order - 1312,,,,,0,,,,,,Create Goods Issue,2024-08-30 11:34:02.000,No user information,,,GI - 000874,Goods Issue is created,Main
Order - 1312,,,,,0,,,,,,Create Goods Issue,2024-08-30 11:34:02.000,No user information,,,GI - 000875,Goods Issue is created,Main
Order - 1312,,,,,0,,,,,,Create Goods Issue,2024-08-30 11:34:02.000,No user information,,,GI - 000876,Goods Issue is created,Main
Order - 1597,,,,,0,,,,,,Create Goods Issue,2024-09-05 10:19:05.000,No user information,,,GI - 000877,Goods Issue is created,Main
Order - 1597,,,,,0,,,,,,Create Goods Issue,2024-09-05 10:19:05.000,No user information,,,GI - 000878,Goods Issue is created,Main
Order - 1597,,,,,0,,,,,,Create Goods Issue,2024-09-05 10:19:05.000,No user information,,,GI - 000879,Goods Issue is created,Main
Order - 1275,,,,,0,,,,,,Create Goods Issue,2024-09-09 08:42:57.000,No user information,,,GI - 000880,Goods Issue is created,Main
Order - 1275,,,,,0,,,,,,Create Goods Issue,2024-09-09 08:42:57.000,No user information,,,GI - 000881,Goods Issue is created,Main
Order - 1275,,,,,0,,,,,,Create Goods Issue,2024-09-09 08:42:57.000,No user information,,,GI - 000882,Goods Issue is created,Main
Order - 1275,,,,,0,,,,,,Create Goods Issue,2024-09-09 08:42:57.000,No user information,,,GI - 000883,Goods Issue is created,Main
Order - 1597,,,,,0,,,,,,Create Goods Issue,2024-09-13 11:09:38.000,No user information,,,GI - 000884,Goods Issue is created,Main
Order - 1597,,,,,0,,,,,,Create Goods Issue,2024-09-13 11:09:38.000,No user information,,,GI - 000885,Goods Issue is created,Main
Order - 1597,,,,,0,,,,,,Create Goods Issue,2024-09-13 11:09:38.000,No user information,,,GI - 000886,Goods Issue is created,Main
Order - 1597,,,,,0,,,,,,Create Goods Issue,2024-09-13 11:19:36.000,No user information,,,GI - 000887,Goods Issue is created,Main
Order - 1597,,,,,0,,,,,,Create Goods Issue,2024-09-13 11:19:36.000,No user information,,,GI - 000888,Goods Issue is created,Main
Order - 1597,,,,,0,,,,,,Create Goods Issue,2024-09-13 11:19:36.000,No user information,,,GI - 000889,Goods Issue is created,Main
Order - 1597,,,,,0,,,,,,Create Goods Issue,2024-09-17 15:06:15.000,No user information,,,GI - 000890,Goods Issue is created,Main
Order - 1597,,,,,0,,,,,,Create Goods Issue,2024-09-17 15:06:15.000,No user information,,,GI - 000891,Goods Issue is created,Main
Order - 1597,,,,,0,,,,,,Create Goods Issue,2024-09-17 15:06:15.000,No user information,,,GI - 000892,Goods Issue is created,Main
Order - 1275,,,,,0,,,,,,Create Goods Issue,2024-09-24 10:51:53.000,No user information,,,GI - 000893,Goods Issue is created,Main
Order - 1275,,,,,0,,,,,,Create Goods Issue,2024-09-24 10:51:53.000,No user information,,,GI - 000894,Goods Issue is created,Main
Order - 1596,,,,,0,,,,,,Create Goods Issue,2024-09-26 11:16:59.000,No user information,,,GI - 000895,Goods Issue is created,Main
Order - 1596,,,,,0,,,,,,Create Goods Issue,2024-09-26 14:20:03.000,No user information,,,GI - 000896,Goods Issue is created,Main
Order - 1664,,,,,0,,,,,,Create Goods Issue,2024-09-26 14:23:46.000,No user information,,,GI - 000897,Goods Issue is created,Main
Order - 1624,,,,,0,,,,,,Create Goods Issue,2024-09-26 14:31:10.000,No user information,,,GI - 000898,Goods Issue is created,Main
Order - 1608,,,,,0,,,,,,Create Goods Issue,2024-09-26 14:39:53.000,No user information,,,GI - 000899,Goods Issue is created,Main
Order - 1665,,,,,0,,,,,,Create Goods Issue,2024-09-26 14:53:21.000,No user information,,,GI - 000900,Goods Issue is created,Main
Order - 1666,,,,,0,,,,,,Create Goods Issue,2024-09-26 15:01:59.000,No user information,,,GI - 000901,Goods Issue is created,Main
Order - 1667,,,,,0,,,,,,Create Goods Issue,2024-09-26 15:05:15.000,No user information,,,GI - 000902,Goods Issue is created,Main
Order - 1668,,,,,0,,,,,,Create Goods Issue,2024-09-26 15:12:10.000,No user information,,,GI - 000903,Goods Issue is created,Main
Order - 1670,,,,,0,,,,,,Create Goods Issue,2024-09-26 15:16:25.000,No user information,,,GI - 000904,Goods Issue is created,Main
Order - 1671,,,,,0,,,,,,Create Goods Issue,2024-09-26 15:22:17.000,No user information,,,GI - 000905,Goods Issue is created,Main
Order - 1672,,,,,0,,,,,,Create Goods Issue,2024-09-26 15:24:11.000,No user information,,,GI - 000906,Goods Issue is created,Main
Order - 1674,,,,,0,,,,,,Create Goods Issue,2024-09-26 15:35:41.000,No user information,,,GI - 000907,Goods Issue is created,Main
Order - 1675,,,,,0,,,,,,Create Goods Issue,2024-09-26 15:38:23.000,No user information,,,GI - 000908,Goods Issue is created,Main
Order - 1676,,,,,0,,,,,,Create Goods Issue,2024-09-26 15:40:34.000,No user information,,,GI - 000909,Goods Issue is created,Main
Order - 1677,,,,,0,,,,,,Create Goods Issue,2024-09-26 15:44:06.000,No user information,,,GI - 000910,Goods Issue is created,Main
Order - 1673,,,,,0,,,,,,Create Goods Issue,2024-09-26 16:00:21.000,No user information,,,GI - 000911,Goods Issue is created,Main
Order - 1597,,,,,0,,,,,,Create Goods Issue,2024-09-27 09:38:24.000,No user information,,,GI - 000912,Goods Issue is created,Main
Order - 0148,,,,,0,,,,,,Invoice is paid,2023-09-06 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 106,Invoice is paid,Main
Order - 0135,,,,,0,,,,,,Invoice is paid,2023-09-20 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 107,Invoice is paid,Main
Order - 0171,,,,,0,,,,,,Invoice is paid,2023-09-21 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 108,Invoice is paid,Main
Order - 0176,,,,,0,,,,,,Invoice is paid,2023-09-15 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 109,Invoice is paid,Main
Order - 0135,,,,,0,,,,,,Invoice is paid,2023-09-20 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 110,Invoice is paid,Main
Order - 0173,,,,,0,,,,,,Invoice is paid,2023-10-25 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 112,Invoice is paid,Main
Order - 0005,,,,,0,,,,,,Invoice is paid,2023-09-13 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 007,Invoice is paid,Main
Order - 0025,,,,,0,,,,,,Invoice is paid,2023-06-29 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 008,Invoice is paid,Main
Order - 0026,,,,,0,,,,,,Invoice is paid,2023-06-29 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 009,Invoice is paid,Main
Order - 0032,,,,,0,,,,,,Invoice is paid,2023-07-31 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 011,Invoice is paid,Main
Order - 0015,,,,,0,,,,,,Invoice is paid,2024-01-12 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 043,Invoice is paid,Main
Order - 0015,,,,,0,,,,,,Invoice is paid,2023-09-27 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 044,Invoice is paid,Main
Order - 0126,,,,,0,,,,,,Invoice is paid,2023-09-20 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 081,Invoice is paid,Main
Order - 0114,,,,,0,,,,,,Invoice is paid,2023-09-20 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 084,Invoice is paid,Main
Order - 0134,,,,,0,,,,,,Invoice is paid,2023-09-22 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 087,Invoice is paid,Main
Order - 0138,,,,,0,,,,,,Invoice is paid,2023-09-28 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 090,Invoice is paid,Main
Order - 0003,,,,,0,,,,,,Invoice is paid,2023-09-13 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 005,Invoice is paid,Main
Order - 0004,,,,,0,,,,,,Invoice is paid,2023-09-13 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 006,Invoice is paid,Main
Order - 0598,,,,,0,,,,,,Invoice is paid,2024-02-14 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 296,Invoice is paid,Main
Order - 0135,,,,,0,,,,,,Invoice is paid,2024-03-20 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 323,Invoice is paid,Main
Order - 0186,,,,,0,,,,,,Invoice is paid,2024-03-20 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 332,Invoice is paid,Main
Order - 0795,,,,,0,,,,,,Invoice is paid,2024-03-20 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 354,Invoice is paid,Main
Order - 0077,,,,,0,,,,,,Invoice is paid,2023-11-13 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 048,Invoice is paid,Main
Order - 0100,,,,,0,,,,,,Invoice is paid,2023-08-17 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 058,Invoice is paid,Main
Order - 0337,,,,,0,,,,,,Invoice is paid,2023-12-13 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 263,Invoice is paid,Main
Order - 0424,,,,,0,,,,,,Invoice is paid,2024-01-31 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 276,Invoice is paid,Main
Order - 0554,,,,,0,,,,,,Invoice is paid,2024-01-08 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 279,Invoice is paid,Main
Order - 0555,,,,,0,,,,,,Invoice is paid,2024-01-11 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 280,Invoice is paid,Main
Order - 0583,,,,,0,,,,,,Invoice is paid,2024-01-25 23:59:59.000,USER - 04201,Department 1601,Manual,Invoice - 281,Invoice is paid,Main
Order - 1791,CUST - 069,Customer 69,GB,External,2260,GBP,ST - Services / Tooling,Company 3,NULL,NULL,Create Sales Order,2024-10-23 11:15:51.000,USER - 10897,Department 2178,Manual,Order - 1791,Sales order,Main
Order - 1167,CUST - 028,Customer 28,DE,External,24400,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-05-20 13:47:14.000,USER - 10897,Department 2178,Manual,Order - 1167,Sales order,Main
Order - 1372,CUST - 028,Customer 28,DE,External,74800,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-07-09 15:12:50.000,USER - 10897,Department 2178,Manual,Order - 1372,Sales order,Main
Order - 1529,CUST - 028,Customer 28,DE,External,74800,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-08-21 13:53:46.000,USER - 10897,Department 2178,Manual,Order - 1529,Sales order,Main
Order - 1716,CUST - 028,Customer 28,DE,External,2704.32,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-10-08 11:28:21.000,USER - 10897,Department 2178,Manual,Order - 1716,Sales order,Main
Order - 1717,CUST - 028,Customer 28,DE,External,14774.4,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-10-08 11:35:34.000,USER - 10897,Department 2178,Manual,Order - 1717,Sales order,Main
Order - 0305,CUST - 028,Customer 28,DE,External,30000,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-10-30 15:17:23.000,USER - 10897,Department 2178,Manual,Order - 0305,Sales order,Main
Order - 0563,CUST - 049,Customer 49,BE,External,238.75,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-12-20 13:54:26.000,USER - 10897,Department 2178,Manual,Order - 0563,Sales order,Main
Order - 1579,CUST - 058,Customer 58,PL,External,500,PLN,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-09-02 15:37:17.000,USER - 10897,Department 2178,Manual,Order - 1579,Sales order,Main
Order - 0579,CUST - 010,Customer 10,DE,External,-636.82,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-12-22 15:20:30.000,USER - 10897,Department 2178,Manual,Order - 0579,Sales order,Main
Order - 0778,CUST - 010,Customer 10,DE,External,35350,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-02-21 15:29:29.000,USER - 10897,Department 2178,Manual,Order - 0778,Sales order,Main
Order - 1266,CUST - 010,Customer 10,DE,External,15803.04,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-06-13 11:20:10.000,USER - 10897,Department 2178,Manual,Order - 1266,Sales order,Main
Order - 0842,CUST - 010,Customer 10,DE,External,2353.44,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-03-08 08:10:20.000,USER - 10897,Department 2178,Manual,Order - 0842,Sales order,Main
Order - 0199,CUST - 026,Customer 26,DE,External,33355.27,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-09-05 14:42:07.000,USER - 10897,Department 2178,Manual,Order - 0199,Sales order,Main
Order - 0204,CUST - 026,Customer 26,DE,External,35732.8,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-09-07 15:26:28.000,USER - 10897,Department 2178,Manual,Order - 0204,Sales order,Main
Order - 1920,CUST - 026,Customer 26,DE,External,45242.64,EUR,SC - Scrap Sales,Company 1,NULL,NULL,Create Sales Order,2024-11-19 20:10:53.000,USER - 10897,Department 2178,Manual,Order - 1920,Sales order,Main
Order - 0525,CUST - 026,Customer 26,DE,External,36673.22,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-12-19 14:46:20.000,USER - 10897,Department 2178,Manual,Order - 0525,Sales order,Main
Order - 0322,CUST - 026,Customer 26,DE,External,33517.36,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-11-09 17:54:35.000,USER - 10897,Department 2178,Manual,Order - 0322,Sales order,Main
Order - 0262,CUST - 026,Customer 26,DE,External,33937.6,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-10-06 10:33:23.000,USER - 10897,Department 2178,Manual,Order - 0262,Sales order,Main
Order - 0267,CUST - 026,Customer 26,DE,External,31320.49,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-10-10 08:43:39.000,USER - 10897,Department 2178,Manual,Order - 0267,Sales order,Main
Order - 0274,CUST - 026,Customer 26,DE,External,36002.74,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-10-12 10:08:18.000,USER - 10897,Department 2178,Manual,Order - 0274,Sales order,Main
Order - 0521,CUST - 014,Customer 14,DE,External,31671.6,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-12-19 14:08:46.000,USER - 10897,Department 2178,Manual,Order - 0521,Sales order,Main
Order - 0522,CUST - 014,Customer 14,DE,External,57657.6,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-12-19 14:29:05.000,USER - 10897,Department 2178,Manual,Order - 0522,Sales order,Main
