Order ID,Creation Date,Creation Time,Customer ID,Order Value,Currency,Order Type,User,Requested Delivery Date,Delivery Block,Billing Block,Company Code
Order - 0236,22/09/2023,11:54:13,CUST - 011,48960,EUR,SO,USER - 05664,23/09/2023,,,Company 1
Order - 0237,26/09/2023,10:52:34,CUST - 006,3535.8,PLN,ST,USER - 08479,27/09/2023,,,Company 1
Order - 0238,26/09/2023,11:03:00,CUST - 011,13107.6,EUR,SO,USER - 03676,27/09/2023,,,Company 1
Order - 0239,26/09/2023,11:06:42,CUST - 011,23817.28,EUR,SO,USER - 03676,27/09/2023,,,Company 1
Order - 0240,26/09/2023,11:22:37,CUST - 026,34176.92,EUR,ST,USER - 08479,26/09/2023,,,Company 1
Order - 0241,26/09/2023,16:15:59,CUST - 006,4038.8,PLN,ST,USER - 08479,26/09/2023,,,Company 1
Order - 0242,27/09/2023,08:26:05,CUST - 011,48960,EUR,SO,USER - 03676,28/09/2023,,,Company 1
Order - 0243,27/09/2023,10:01:13,CUST - 011,34087.58,EUR,SO,USER - 03676,28/09/2023,,,Company 1
Order - 0245,28/09/2023,08:11:53,CUST - 029,166811,EUR,ST,USER - 04201,28/09/2023,,,Company 1
Order - 0246,28/09/2023,08:18:46,CUST - 030,119274,EUR,ST,USER - 04201,28/09/2023,,,Company 1
Order - 0247,28/09/2023,10:00:11,CUST - 011,18010.08,EUR,SO,USER - 03676,29/09/2023,,,Company 1
Order - 0248,28/09/2023,10:21:52,CUST - 011,34899.66,EUR,SO,USER - 03676,29/09/2023,,,Company 1
Order - 0249,28/09/2023,10:42:49,CUST - 031,146000,EUR,ST,USER - 04201,23/11/2023,,X,Company 1
Order - 0250,28/09/2023,13:01:12,CUST - 026,33722.39,EUR,ST,USER - 08479,28/09/2023,,,Company 1
Order - 0251,28/09/2023,13:31:43,CUST - 009,500,PLN,ST,USER - 08479,28/09/2023,,,Company 1
Order - 0252,29/09/2023,09:35:30,CUST - 032,5190,EUR,SO,USER - 05682,05/10/2023,,,Company 1
Order - 0253,29/09/2023,14:32:11,CUST - 003,840515,EUR,ST,USER - 04201,30/09/2023,,,Company 1
Order - 0254,29/09/2023,14:39:17,CUST - 001,189958,EUR,ST,USER - 04201,29/09/2023,,,Company 1
Order - 0255,29/09/2023,14:49:04,CUST - 002,302374,EUR,ST,USER - 04201,30/09/2023,,,Company 1
Order - 0256,02/10/2023,11:48:50,CUST - 011,9771.96,EUR,SO,USER - 03676,03/10/2023,,,Company 1
Order - 0257,02/10/2023,11:53:44,CUST - 011,15700.1,EUR,SO,USER - 03676,03/10/2023,,,Company 1
Order - 0258,03/10/2023,14:12:22,CUST - 011,33987.14,EUR,SO,USER - 03676,04/10/2023,,,Company 1
Order - 0259,05/10/2023,10:53:44,CUST - 032,27450,EUR,SO,USER - 05682,20/10/2023,,,Company 1
Order - 0260,05/10/2023,12:47:02,CUST - 011,22353.22,EUR,SO,USER - 03676,06/10/2023,,,Company 1
Order - 0261,05/10/2023,12:51:59,CUST - 011,19708.44,EUR,SO,USER - 03676,06/10/2023,,,Company 1
Order - 0262,06/10/2023,10:33:23,CUST - 026,33937.6,EUR,ST,USER - 10897,07/10/2023,,,Company 1
Order - 0263,06/10/2023,10:56:41,CUST - 006,4085.25,PLN,ST,USER - 10897,06/10/2023,,,Company 1
Order - 0264,09/10/2023,12:39:31,CUST - 011,48960,EUR,SO,USER - 03676,10/10/2023,,,Company 1
Order - 0265,09/10/2023,12:44:06,CUST - 011,30451.92,EUR,SO,USER - 03676,10/10/2023,,,Company 1
Order - 0266,09/10/2023,12:59:29,CUST - 011,9771.96,EUR,SO,USER - 03676,10/10/2023,,,Company 1
Order - 0267,10/10/2023,08:43:39,CUST - 026,31320.49,EUR,ST,USER - 10897,10/10/2023,,,Company 1
Order - 0268,10/10/2023,13:31:57,CUST - 008,711.4,PLN,ST,USER - 10897,10/10/2023,,,Company 1
Order - 0269,10/10/2023,13:45:50,CUST - 011,14140.23,EUR,SO,USER - 03676,11/10/2023,,,Company 1
Order - 0270,10/10/2023,15:41:23,CUST - 010,9397.5,EUR,ST,USER - 10897,11/10/2023,,,Company 1
Order - 0271,10/10/2023,15:47:59,CUST - 010,491.4,EUR,ST,USER - 10897,10/10/2023,,,Company 1
Order - 0272,11/10/2023,13:08:57,CUST - 011,69.31,EUR,SO,USER - 03676,12/10/2023,,,Company 1
Order - 0273,11/10/2023,13:16:47,CUST - 011,46481.88,EUR,SO,USER - 03676,12/10/2023,,,Company 1
Order - 0274,12/10/2023,10:08:18,CUST - 026,36002.74,EUR,ST,USER - 10897,12/10/2023,,,Company 1
Order - 0275,12/10/2023,13:35:15,CUST - 011,653.6,EUR,SO,USER - 03676,13/10/2023,,,Company 1
Order - 0276,12/10/2023,13:48:18,CUST - 011,48960,EUR,SO,USER - 03676,13/10/2023,,,Company 1
Order - 0277,12/10/2023,13:53:49,CUST - 011,28866.64,EUR,SO,USER - 03676,13/10/2023,,,Company 1
Order - 0278,12/10/2023,14:06:14,CUST - 011,3421.44,EUR,SO,USER - 03676,13/10/2023,,,Company 1
Order - 0279,13/10/2023,10:43:08,CUST - 001,100000,EUR,ST,USER - 10897,13/10/2023,,,Company 1
Order - 0280,13/10/2023,15:31:31,CUST - 006,5553,PLN,ST,USER - 10897,14/10/2023,,,Company 1
Order - 0281,16/10/2023,15:36:29,CUST - 011,9771.96,EUR,SO,USER - 03676,17/10/2023,,,Company 1
Order - 0282,17/10/2023,08:16:56,CUST - 011,15501.64,EUR,SO,USER - 03676,18/10/2023,,,Company 1
Order - 0283,19/10/2023,08:47:53,CUST - 006,4207.3,PLN,ST,USER - 10897,19/10/2023,,,Company 1
Order - 0284,19/10/2023,10:16:37,CUST - 011,48960,EUR,SO,USER - 03676,20/10/2023,,,Company 1
Order - 0285,19/10/2023,10:25:58,CUST - 011,36560.78,EUR,SO,USER - 03676,20/10/2023,,,Company 1
Order - 0286,19/10/2023,14:36:03,CUST - 010,394000,EUR,ST,USER - 04201,19/10/2023,,,Company 1
Order - 0287,20/10/2023,08:41:45,CUST - 005,2153.48,EUR,SO,USER - 03649,26/10/2023,,,Company 1
Order - 0288,20/10/2023,11:50:24,CUST - 011,22506.48,EUR,SO,USER - 03676,21/10/2023,,,Company 1
Order - 0289,20/10/2023,11:55:11,CUST - 011,32903.12,EUR,SO,USER - 03676,21/10/2023,,,Company 1
Order - 0290,23/10/2023,08:20:28,CUST - 007,388.8,EUR,ST,USER - 10897,24/10/2023,,,Company 1
Order - 0291,23/10/2023,15:37:31,CUST - 020,12763.2,EUR,ST,USER - 10897,23/10/2023,,,Company 1
Order - 0292,23/10/2023,15:50:15,CUST - 020,9724.8,EUR,ST,USER - 10897,24/10/2023,,,Company 1
Order - 0293,24/10/2023,08:53:22,CUST - 011,48960,EUR,SO,USER - 03676,25/10/2023,,,Company 1
Order - 0294,24/10/2023,08:55:50,CUST - 011,20029.16,EUR,SO,USER - 03676,25/10/2023,,,Company 1
Order - 0295,24/10/2023,15:51:46,CUST - 026,33297.96,EUR,ST,USER - 10897,24/10/2023,,,Company 1
Order - 0296,24/10/2023,16:33:11,CUST - 007,388.8,EUR,SO,USER - 00934,25/10/2023,,,Company 1
Order - 0297,24/10/2023,20:51:15,CUST - 026,37684.08,EUR,ST,USER - 10897,25/10/2023,,,Company 1
Order - 0298,24/10/2023,20:58:03,CUST - 026,34074.51,EUR,ST,USER - 10897,24/10/2023,,,Company 1
Order - 0300,26/10/2023,10:57:12,CUST - 010,36000,EUR,ST,USER - 10897,26/10/2023,,,Company 1
Order - 0301,27/10/2023,10:27:35,CUST - 011,27598.16,EUR,SO,USER - 03676,28/10/2023,,,Company 1
Order - 0302,30/10/2023,08:30:09,CUST - 006,6142.3,PLN,ST,USER - 10897,30/10/2023,,,Company 1
Order - 0303,30/10/2023,14:48:42,CUST - 011,18366.48,EUR,SO,USER - 03676,31/10/2023,,,Company 1
Order - 0304,30/10/2023,14:52:32,CUST - 011,17684.64,EUR,SO,USER - 03676,31/10/2023,,,Company 1
Order - 0305,30/10/2023,15:17:23,CUST - 028,30000,EUR,ST,USER - 10897,28/10/2023,,,Company 1
Order - 0306,31/10/2023,09:02:40,CUST - 026,36404.8,EUR,ST,USER - 10897,31/10/2023,,,Company 1
Order - 0307,31/10/2023,10:45:37,CUST - 009,500,PLN,ST,USER - 10897,31/10/2023,,,Company 1
Order - 0308,31/10/2023,10:58:37,CUST - 032,679,EUR,SO,USER - 03649,04/11/2023,,,Company 1
Order - 0309,31/10/2023,12:12:43,CUST - 011,14860.56,EUR,SO,USER - 03676,01/11/2023,,,Company 1
Order - 0310,02/11/2023,08:30:06,CUST - 006,4224.3,PLN,ST,USER - 10897,02/11/2023,,,Company 1
Order - 0311,06/11/2023,12:59:59,CUST - 011,48960,EUR,SO,USER - 03676,07/11/2023,,,Company 1
Order - 0312,06/11/2023,13:03:34,CUST - 011,18269.28,EUR,SO,USER - 03676,07/11/2023,,,Company 1
Order - 0313,08/11/2023,09:52:13,CUST - 011,13107.6,EUR,SO,USER - 03676,09/11/2023,,,Company 1
Order - 0314,08/11/2023,09:54:58,CUST - 011,9771.96,EUR,SO,USER - 03676,09/11/2023,,,Company 1
Order - 0315,08/11/2023,09:58:02,CUST - 011,22504.56,EUR,SO,USER - 03676,09/11/2023,,,Company 1
Order - 0316,08/11/2023,10:20:12,CUST - 011,27526.52,EUR,SO,USER - 03676,09/11/2023,,,Company 1
Order - 0318,09/11/2023,11:35:33,CUST - 005,835.9,EUR,SO,USER - 00934,11/11/2023,,,Company 1
Order - 0319,09/11/2023,12:07:44,CUST - 011,3421.44,EUR,SO,USER - 03676,10/11/2023,,,Company 1
Order - 0320,09/11/2023,12:08:53,CUST - 020,26533,EUR,ST,USER - 10897,08/11/2023,,,Company 1
Order - 0321,09/11/2023,12:18:28,CUST - 014,2041,EUR,ST,USER - 10897,08/11/2023,,,Company 1
Order - 0322,09/11/2023,17:54:35,CUST - 026,33517.36,EUR,ST,USER - 10897,10/11/2023,,,Company 1
Order - 0323,09/11/2023,20:15:12,CUST - 026,40386.53,EUR,ST,USER - 10897,10/11/2023,,,Company 1
Order - 0324,10/11/2023,08:17:41,CUST - 011,3317.76,EUR,SO,USER - 03676,11/11/2023,,,Company 1
Order - 0325,10/11/2023,08:21:52,CUST - 011,48960,EUR,SO,USER - 03676,11/11/2023,,,Company 1
Order - 0326,13/11/2023,12:16:19,CUST - 011,21107.88,EUR,SO,USER - 03676,14/11/2023,,,Company 1
Order - 0327,13/11/2023,12:29:48,CUST - 011,24609.76,EUR,SO,USER - 03676,14/11/2023,,,Company 1
Order - 0328,13/11/2023,16:02:41,CUST - 008,1077.29,PLN,ST,USER - 10897,13/11/2023,,,Company 1
Order - 0329,14/11/2023,08:58:38,CUST - 011,22556.16,EUR,SO,USER - 03676,15/11/2023,,,Company 1
Order - 0330,14/11/2023,09:11:50,CUST - 011,18698.88,EUR,SO,USER - 03676,15/11/2023,,,Company 1
Order - 0331,14/11/2023,19:31:28,CUST - 010,1954.68,EUR,ST,USER - 10897,14/11/2023,,,Company 1
Order - 0332,14/11/2023,19:35:28,CUST - 010,327.6,EUR,ST,USER - 10897,15/11/2023,,,Company 1
Order - 0333,14/11/2023,19:39:01,CUST - 026,36096.38,EUR,ST,USER - 10897,14/11/2023,,,Company 1
Order - 0334,14/11/2023,19:42:47,CUST - 026,35259.97,EUR,ST,USER - 10897,14/11/2023,,,Company 1
Order - 0335,15/11/2023,11:09:16,CUST - 033,5500.13,EUR,ST,USER - 10897,15/11/2023,,,Company 1
Order - 0336,15/11/2023,11:28:52,CUST - 006,6281.05,PLN,ST,USER - 10897,15/11/2023,,,Company 1
Order - 0337,16/11/2023,11:41:29,CUST - 005,175,EUR,SO,USER - 00934,17/11/2023,,,Company 1
Order - 0338,16/11/2023,12:24:00,CUST - 011,48960,EUR,SO,USER - 03676,17/11/2023,,,Company 1
Order - 0339,16/11/2023,12:25:48,CUST - 011,14243.94,EUR,SO,USER - 03676,17/11/2023,,,Company 1
Order - 0340,16/11/2023,15:26:41,CUST - 011,1200.24,EUR,SO,USER - 03676,17/11/2023,,,Company 1
Order - 0341,17/11/2023,08:44:55,CUST - 011,48960,EUR,SO,USER - 03676,18/11/2023,,,Company 1
Order - 0342,17/11/2023,15:44:12,CUST - 034,283.25,USD,ST,USER - 02130,17/11/2023,,,Company 2
Order - 0343,17/11/2023,16:35:39,CUST - 035,1724.84,USD,ST,USER - 02130,17/11/2023,,,Company 2
Order - 0344,17/11/2023,16:56:59,CUST - 036,113.93,USD,ST,USER - 02130,17/11/2023,,,Company 2
Order - 0345,17/11/2023,18:30:41,CUST - 036,2579.08,USD,ST,USER - 02130,18/11/2023,,,Company 2
Order - 0346,17/11/2023,19:37:22,CUST - 036,566.89,USD,ST,USER - 02130,18/11/2023,,,Company 2
Order - 0347,17/11/2023,19:54:17,CUST - 035,19702.89,USD,ST,USER - 02130,18/11/2023,,,Company 2
Order - 0348,17/11/2023,20:30:30,CUST - 036,14340.83,USD,ST,USER - 02130,17/11/2023,,,Company 2
Order - 0349,20/11/2023,14:30:17,CUST - 036,3507.73,USD,ST,USER - 02130,20/11/2023,,,Company 2
Order - 0350,20/11/2023,14:48:38,CUST - 036,1760.2,USD,ST,USER - 02130,21/11/2023,,,Company 2
Order - 0351,20/11/2023,15:11:23,CUST - 034,740.85,USD,ST,USER - 02130,20/11/2023,,,Company 2
Order - 0352,20/11/2023,15:27:03,CUST - 036,418.38,USD,ST,USER - 02130,20/11/2023,,,Company 2
Order - 0353,20/11/2023,16:35:30,CUST - 034,294.8,USD,ST,USER - 02130,21/11/2023,,,Company 2
Order - 0354,20/11/2023,16:44:05,CUST - 037,1341.58,USD,ST,USER - 02130,21/11/2023,,,Company 2
Order - 0355,20/11/2023,16:53:57,CUST - 037,4598.56,USD,ST,USER - 02130,20/11/2023,,,Company 2
Order - 0356,20/11/2023,17:04:29,CUST - 037,819.69,USD,ST,USER - 02130,20/11/2023,,,Company 2
Order - 0357,20/11/2023,17:12:21,CUST - 037,1879.71,USD,ST,USER - 02130,21/11/2023,,,Company 2
Order - 0358,20/11/2023,17:47:05,CUST - 034,589.6,USD,ST,USER - 02130,20/11/2023,,,Company 2
Order - 0359,20/11/2023,18:08:34,CUST - 036,938.75,USD,ST,USER - 02130,21/11/2023,,,Company 2
Order - 0360,20/11/2023,18:21:14,CUST - 034,740.85,USD,ST,USER - 02130,21/11/2023,,,Company 2
Order - 0361,20/11/2023,18:44:37,CUST - 034,280.5,USD,ST,USER - 02130,20/11/2023,,,Company 2
Order - 0362,21/11/2023,14:01:13,CUST - 011,24589.14,EUR,SO,USER - 05664,22/11/2023,,,Company 1
Order - 0363,21/11/2023,14:09:17,CUST - 011,18470.92,EUR,SO,USER - 05664,22/11/2023,,,Company 1
Order - 0364,22/11/2023,08:09:26,CUST - 005,1101.21,EUR,ST,USER - 10897,23/11/2023,,,Company 1
Order - 0365,22/11/2023,13:51:51,CUST - 011,48960,EUR,SO,USER - 03676,23/11/2023,,,Company 1
Order - 0366,22/11/2023,14:23:41,CUST - 034,1133.55,USD,ST,USER - 02130,23/11/2023,,,Company 2
Order - 0367,22/11/2023,15:33:34,CUST - 037,9067.85,USD,ST,USER - 02130,22/11/2023,,,Company 2
Order - 0368,22/11/2023,15:54:48,CUST - 037,3838.45,USD,ST,USER - 02130,23/11/2023,,,Company 2
Order - 0369,22/11/2023,16:03:35,CUST - 038,2377.73,USD,ST,USER - 02130,22/11/2023,,,Company 2
Order - 0370,22/11/2023,16:11:42,CUST - 036,1978.19,USD,ST,USER - 02130,22/11/2023,,,Company 2
Order - 0371,22/11/2023,16:22:37,CUST - 036,113.9,USD,ST,USER - 02130,23/11/2023,,,Company 2
Order - 0372,22/11/2023,16:31:04,CUST - 036,466.25,USD,ST,USER - 02130,23/11/2023,,,Company 2
Order - 0373,22/11/2023,16:39:21,CUST - 036,531.83,USD,ST,USER - 02130,23/11/2023,,,Company 2
Order - 0374,22/11/2023,16:46:37,CUST - 034,1133.55,USD,ST,USER - 02130,23/11/2023,,,Company 2
Order - 0375,22/11/2023,16:55:46,CUST - 034,1282.6,USD,ST,USER - 02130,22/11/2023,,,Company 2
Order - 0376,22/11/2023,17:23:14,CUST - 038,1484.85,USD,ST,USER - 02130,23/11/2023,,,Company 2
Order - 0377,22/11/2023,17:29:46,CUST - 034,312.4,USD,ST,USER - 02130,22/11/2023,,,Company 2
Order - 0378,23/11/2023,08:27:58,CUST - 011,42166.4,EUR,SO,USER - 03676,24/11/2023,,,Company 1
Order - 0379,23/11/2023,09:52:03,CUST - 023,6384,EUR,SO,USER - 00934,16/02/2024,,,Company 1
Order - 0380,23/11/2023,14:35:48,CUST - 036,1962,USD,ST,USER - 02130,28/11/2023,,,Company 2
Order - 0381,23/11/2023,14:51:12,CUST - 034,312.4,USD,ST,USER - 02130,28/11/2023,,,Company 2
Order - 0382,23/11/2023,15:03:42,CUST - 036,330.11,USD,ST,USER - 02130,23/11/2023,,,Company 2
Order - 0383,23/11/2023,15:22:22,CUST - 034,884.4,USD,ST,USER - 02130,23/11/2023,,,Company 2
Order - 0384,23/11/2023,17:00:08,CUST - 034,294.8,USD,ST,USER - 02130,28/11/2023,,,Company 2
Order - 0385,23/11/2023,17:07:50,CUST - 034,283.25,USD,ST,USER - 02130,23/11/2023,,,Company 2
Order - 0386,23/11/2023,17:18:13,CUST - 036,1760.32,USD,ST,USER - 02130,23/11/2023,,,Company 2
Order - 0387,23/11/2023,17:25:03,CUST - 036,634.01,USD,ST,USER - 02130,23/11/2023,,,Company 2
Order - 0388,23/11/2023,17:34:34,CUST - 036,2036.68,USD,ST,USER - 02130,23/11/2023,,,Company 2
Order - 0389,24/11/2023,08:19:21,CUST - 011,16792.8,EUR,SO,USER - 03676,25/11/2023,,,Company 1
Order - 0390,27/11/2023,09:26:20,CUST - 011,16022.52,EUR,SO,USER - 03676,28/11/2023,,,Company 1
Order - 0391,28/11/2023,08:39:59,CUST - 011,14629.64,EUR,SO,USER - 03676,29/11/2023,,,Company 1
Order - 0392,29/11/2023,09:05:29,CUST - 006,10428.1,PLN,ST,USER - 10897,30/11/2023,,,Company 1
Order - 0393,29/11/2023,09:17:46,CUST - 026,37316.86,EUR,ST,USER - 10897,29/11/2023,,,Company 1
Order - 0394,29/11/2023,09:27:22,CUST - 039,157013.85,EUR,ST,USER - 10897,30/11/2023,,,Company 1
Order - 0395,29/11/2023,11:15:02,CUST - 011,48960,EUR,SO,USER - 03676,30/11/2023,,,Company 1
Order - 0396,29/11/2023,11:34:32,CUST - 011,22439.74,EUR,SO,USER - 03676,30/11/2023,,,Company 1
Order - 0397,29/11/2023,13:49:47,CUST - 015,33681.12,EUR,ST,USER - 10897,30/11/2023,,,Company 1
Order - 0398,29/11/2023,14:13:56,CUST - 040,10395.37,EUR,ST,USER - 10897,29/11/2023,,,Company 1
Order - 0399,29/11/2023,14:21:58,CUST - 010,92757.18,EUR,ST,USER - 10897,30/11/2023,,,Company 1
Order - 0400,29/11/2023,14:39:12,CUST - 041,79430.54,EUR,ST,USER - 10897,30/11/2023,,,Company 1
Order - 0401,29/11/2023,14:44:23,CUST - 042,90345.61,EUR,ST,USER - 10897,29/11/2023,,,Company 1
Order - 0402,29/11/2023,14:47:25,CUST - 043,41137.96,EUR,ST,USER - 10897,30/11/2023,,,Company 1
Order - 0403,29/11/2023,14:51:35,CUST - 044,4671.16,EUR,ST,USER - 10897,30/11/2023,,,Company 1
Order - 0404,29/11/2023,15:34:20,CUST - 010,13100,EUR,ST,USER - 04201,30/11/2023,,,Company 1
Order - 0405,29/11/2023,17:55:57,CUST - 034,740.85,USD,ST,USER - 02130,29/11/2023,,,Company 2
Order - 0406,29/11/2023,18:04:13,CUST - 034,329.45,USD,ST,USER - 02130,30/11/2023,,,Company 2
Order - 0407,29/11/2023,18:10:58,CUST - 034,283.25,USD,ST,USER - 02130,29/11/2023,,,Company 2
Order - 0408,29/11/2023,18:19:56,CUST - 036,341.85,USD,ST,USER - 02130,29/11/2023,,,Company 2
Order - 0409,29/11/2023,18:31:19,CUST - 035,19826.78,USD,ST,USER - 02130,30/11/2023,,,Company 2
Order - 0410,29/11/2023,18:44:59,CUST - 036,956.17,USD,ST,USER - 02130,30/11/2023,,,Company 2
Order - 0411,29/11/2023,18:55:06,CUST - 034,740.85,USD,ST,USER - 02130,30/11/2023,,,Company 2
Order - 0412,29/11/2023,19:00:46,CUST - 034,297,USD,ST,USER - 02130,30/11/2023,,,Company 2
Order - 0413,30/11/2023,10:06:14,CUST - 026,35319.72,EUR,ST,USER - 10897,30/11/2023,,,Company 1
Order - 0414,30/11/2023,10:13:45,CUST - 026,35466.44,EUR,ST,USER - 10897,01/12/2023,,,Company 1
Order - 0415,30/11/2023,13:42:27,CUST - 045,47140.66,EUR,ST,USER - 10897,01/12/2023,,,Company 1
Order - 0416,30/11/2023,15:57:13,CUST - 009,500,PLN,ST,USER - 10897,01/12/2023,,,Company 1
Order - 0417,04/12/2023,11:39:04,CUST - 011,48960,EUR,SO,USER - 03676,05/12/2023,,,Company 1
Order - 0418,06/12/2023,09:13:26,CUST - 011,15338.64,EUR,SO,USER - 03676,07/12/2023,,,Company 1
Order - 0419,06/12/2023,09:18:03,CUST - 011,9771.96,EUR,SO,USER - 03676,07/12/2023,,,Company 1
Order - 0420,06/12/2023,09:20:29,CUST - 011,9771.96,EUR,SO,USER - 03676,07/12/2023,,,Company 1
Order - 0421,06/12/2023,11:03:28,CUST - 011,48960,EUR,SO,USER - 03676,07/12/2023,,,Company 1
Order - 0422,06/12/2023,12:04:34,CUST - 046,109869.65,EUR,ST,USER - 10897,06/12/2023,,,Company 1
Order - 0423,06/12/2023,19:25:45,CUST - 010,110000,EUR,ST,USER - 04201,18/01/2024,,X,Company 1
Order - 0424,07/12/2023,11:09:37,CUST - 032,16470,EUR,SO,USER - 05682,19/12/2023,,,Company 1
Order - 0425,07/12/2023,16:35:27,CUST - 006,2359.1,PLN,ST,USER - 10897,07/12/2023,,,Company 1
Order - 0426,07/12/2023,16:38:38,CUST - 026,39502.6,EUR,ST,USER - 10897,08/12/2023,,,Company 1
Order - 0427,08/12/2023,11:12:56,CUST - 011,48960,EUR,SO,USER - 03676,09/12/2023,,,Company 1
Order - 0428,08/12/2023,11:15:56,CUST - 011,9113.55,EUR,SO,USER - 03676,09/12/2023,,,Company 1
Order - 0429,08/12/2023,14:44:26,CUST - 026,36945.27,EUR,ST,USER - 10897,09/12/2023,,,Company 1
Order - 0430,08/12/2023,14:50:26,CUST - 010,5112.24,EUR,ST,USER - 10897,08/12/2023,,,Company 1
Order - 0431,13/12/2023,08:41:08,CUST - 026,33909.87,EUR,ST,USER - 10897,14/12/2023,,,Company 1
Order - 0432,13/12/2023,09:49:25,CUST - 006,6230.5,PLN,ST,USER - 10897,14/12/2023,,,Company 1
Order - 0433,13/12/2023,11:22:53,CUST - 008,1659.18,PLN,ST,USER - 10897,14/12/2023,,,Company 1
Order - 0434,14/12/2023,12:02:34,CUST - 020,132000,EUR,ST,USER - 04201,14/12/2023,,,Company 1
Order - 0435,14/12/2023,14:26:17,CUST - 010,8237.88,EUR,ST,USER - 02130,14/12/2023,,,Company 1
Order - 0436,14/12/2023,14:26:05,CUST - 036,1295.3,USD,ST,USER - 10897,14/12/2023,,,Company 2
Order - 0437,14/12/2023,15:17:51,CUST - 036,1065.45,USD,ST,USER - 02130,15/12/2023,,,Company 2
Order - 0438,14/12/2023,17:18:14,CUST - 038,510.21,USD,ST,USER - 02130,14/12/2023,,,Company 2
Order - 0439,14/12/2023,18:59:56,CUST - 037,662.2,USD,ST,USER - 02130,14/12/2023,,,Company 2
Order - 0440,14/12/2023,19:44:37,CUST - 038,100.31,USD,ST,USER - 02130,14/12/2023,,,Company 2
Order - 0441,14/12/2023,20:11:03,CUST - 038,1251.01,USD,ST,USER - 02130,15/12/2023,,,Company 2
Order - 0442,14/12/2023,21:28:03,CUST - 036,2324.85,USD,ST,USER - 02130,15/12/2023,,,Company 2
Order - 0443,14/12/2023,21:47:23,CUST - 034,987.8,USD,ST,USER - 02130,14/12/2023,,,Company 2
Order - 0444,14/12/2023,21:55:34,CUST - 037,1674.32,USD,ST,USER - 02130,14/12/2023,,,Company 2
Order - 0445,14/12/2023,22:07:01,CUST - 037,7921.55,USD,ST,USER - 02130,15/12/2023,,,Company 2
Order - 0446,14/12/2023,22:36:53,CUST - 037,1617.52,USD,ST,USER - 02130,14/12/2023,,,Company 2
Order - 0447,15/12/2023,09:26:09,CUST - 006,7057.25,PLN,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0448,15/12/2023,10:48:58,CUST - 045,-16500.15,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0449,15/12/2023,11:11:21,CUST - 045,16500.15,EUR,ST,USER - 10897,15/12/2023,,,Company 1
Order - 0450,15/12/2023,11:37:03,CUST - 045,-4714.33,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0451,15/12/2023,11:40:44,CUST - 045,4714.33,EUR,ST,USER - 10897,15/12/2023,,,Company 1
Order - 0452,15/12/2023,11:44:06,CUST - 045,-37714.64,EUR,ST,USER - 10897,15/12/2023,,,Company 1
Order - 0453,15/12/2023,11:46:26,CUST - 045,37714.64,EUR,ST,USER - 10897,15/12/2023,,,Company 1
Order - 0454,15/12/2023,12:05:26,CUST - 045,-22393.07,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0455,15/12/2023,12:08:01,CUST - 045,22393.07,EUR,ST,USER - 10897,15/12/2023,,,Company 1
Order - 0456,15/12/2023,12:20:40,CUST - 045,-40071.8,EUR,ST,USER - 10897,15/12/2023,,,Company 1
Order - 0457,15/12/2023,12:22:24,CUST - 045,40071.8,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0458,15/12/2023,12:23:58,CUST - 045,-41250.38,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0459,15/12/2023,12:26:27,CUST - 045,41250.38,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0460,15/12/2023,12:29:44,CUST - 045,-63643.45,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0461,15/12/2023,12:32:10,CUST - 045,63643.45,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0462,15/12/2023,12:34:06,CUST - 045,-61286.28,EUR,ST,USER - 10897,15/12/2023,,,Company 1
Order - 0463,15/12/2023,12:36:27,CUST - 045,61286.28,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0464,15/12/2023,12:44:15,CUST - 045,-29464.56,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0465,15/12/2023,12:45:43,CUST - 045,29464.56,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0466,15/12/2023,13:26:47,CUST - 045,-23571.65,EUR,ST,USER - 10897,15/12/2023,,,Company 1
Order - 0467,15/12/2023,13:28:07,CUST - 045,23571.65,EUR,ST,USER - 10897,15/12/2023,,,Company 1
Order - 0468,15/12/2023,13:29:04,CUST - 045,-69536.36,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0469,15/12/2023,13:30:51,CUST - 045,69536.36,EUR,ST,USER - 10897,15/12/2023,,,Company 1
Order - 0470,15/12/2023,13:36:07,CUST - 045,-38893.22,EUR,ST,USER - 10897,15/12/2023,,,Company 1
Order - 0471,15/12/2023,13:38:25,CUST - 045,38893.22,EUR,ST,USER - 10897,15/12/2023,,,Company 1
Order - 0472,15/12/2023,13:40:15,CUST - 045,-66000.61,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0473,15/12/2023,13:41:50,CUST - 045,66000.61,EUR,ST,USER - 10897,15/12/2023,,,Company 1
