Delivery ID,Created date,Created time,Order ID,User,Loading date,Customer
Delivery - 0297,30/01/2024,11:50:55,Order - 0624,USER - 05664,20240130,CUST - 011
Delivery - 0298,31/01/2024,09:42:49,Order - 0654,USER - 03676,20240131,CUST - 011
Delivery - 0299,01/02/2024,15:09:03,Order - 0673,USER - 03676,20240201,CUST - 011
Delivery - 0300,01/02/2024,15:13:24,Order - 0674,USER - 03676,20240201,CUST - 011
Delivery - 0301,02/02/2024,09:55:01,Order - 0186,USER - 03676,20240202,CUST - 005
Delivery - 0302,06/02/2024,09:42:10,Order - 0679,USER - 03676,20240206,CUST - 011
Delivery - 0303,06/02/2024,10:13:25,Order - 0680,USER - 03676,20240206,CUST - 011
Delivery - 0304,06/02/2024,14:44:36,Order - 0655,USER - 03676,20240206,CUST - 002
Delivery - 0305,06/02/2024,15:46:40,Order - 0379,USER - 03676,20240206,CUST - 023
Delivery - 0306,07/02/2024,13:39:32,Order - 0684,USER - 03676,20240207,CUST - 011
Delivery - 0307,07/02/2024,13:43:00,Order - 0685,USER - 03676,20240207,CUST - 011
Delivery - 0308,08/02/2024,08:36:30,Order - 0686,USER - 03676,20240208,CUST - 011
Delivery - 0309,08/02/2024,09:23:04,Order - 0688,USER - 03676,20240208,CUST - 011
Delivery - 0310,08/02/2024,12:08:20,Order - 0135,USER - 03676,20240208,CUST - 005
Delivery - 0311,09/02/2024,12:28:21,Order - 0696,USER - 03676,20240209,CUST - 011
Delivery - 0312,09/02/2024,12:42:24,Order - 0695,USER - 03676,20240209,CUST - 011
Delivery - 0313,13/02/2024,11:24:58,Order - 0701,USER - 03676,20240213,CUST - 011
Delivery - 0314,13/02/2024,11:42:39,Order - 0702,USER - 03676,20240213,CUST - 011
Delivery - 0315,13/02/2024,15:17:21,Order - 0703,USER - 03676,20240213,CUST - 011
Delivery - 0316,15/02/2024,12:48:47,Order - 0379,,20240215,CUST - 023
Delivery - 0317,16/02/2024,12:14:58,Order - 0012,USER - 03676,20240216,CUST - 005
Delivery - 0318,16/02/2024,12:47:55,Order - 0739,USER - 03676,20240216,CUST - 011
Delivery - 0319,16/02/2024,12:52:34,Order - 0740,USER - 03676,20240216,CUST - 011
Delivery - 0320,19/02/2024,13:59:27,Order - 0741,USER - 03676,20240219,CUST - 011
Delivery - 0321,20/02/2024,13:02:45,Order - 0746,USER - 03676,20240220,CUST - 011
Delivery - 0322,20/02/2024,13:05:56,Order - 0748,USER - 03676,20240220,CUST - 011
Delivery - 0323,20/02/2024,14:53:00,Order - 0749,USER - 03676,20240220,CUST - 011
Delivery - 0324,21/02/2024,11:55:53,Order - 0767,USER - 03676,20240221,CUST - 011
Delivery - 0325,22/02/2024,08:31:00,Order - 0768,USER - 03676,20240222,CUST - 005
Delivery - 0326,22/02/2024,11:50:48,Order - 0785,USER - 03676,20240222,CUST - 011
Delivery - 0327,22/02/2024,11:54:46,Order - 0786,USER - 03676,20240222,CUST - 011
Delivery - 0328,22/02/2024,13:06:38,Order - 0687,USER - 07760,20240222,CUST - 005
Delivery - 0329,23/02/2024,10:51:39,Order - 0787,USER - 03676,20240223,CUST - 054
Delivery - 0330,23/02/2024,11:29:54,Order - 0379,USER - 03676,20240223,CUST - 023
Delivery - 0331,26/02/2024,15:04:14,Order - 0789,USER - 03676,20240226,CUST - 011
Delivery - 0332,27/02/2024,09:54:39,Order - 0790,USER - 03676,20240227,CUST - 011
Delivery - 0333,27/02/2024,10:00:46,Order - 0791,USER - 03676,20240227,CUST - 011
Delivery - 0334,27/02/2024,10:36:49,Order - 0792,USER - 03676,20240227,CUST - 005
Delivery - 0335,27/02/2024,12:32:57,Order - 0793,USER - 03676,20240227,CUST - 011
Delivery - 0336,27/02/2024,12:36:06,Order - 0794,USER - 03676,20240227,CUST - 011
Delivery - 0337,29/02/2024,12:18:36,Order - 0795,USER - 03676,20240229,CUST - 005
Delivery - 0338,29/02/2024,13:58:32,Order - 0809,USER - 03676,20240229,CUST - 011
Delivery - 0339,01/03/2024,11:51:13,Order - 0768,USER - 03676,20240301,CUST - 005
Delivery - 0340,01/03/2024,12:02:59,Order - 0818,USER - 03676,20240301,CUST - 011
Delivery - 0341,01/03/2024,12:05:27,Order - 0819,USER - 03676,20240301,CUST - 011
Delivery - 0342,04/03/2024,11:56:37,Order - 0820,USER - 03676,20240304,CUST - 011
Delivery - 0343,04/03/2024,12:00:11,Order - 0821,USER - 03676,20240304,CUST - 011
Delivery - 0344,05/03/2024,08:09:57,Order - 0822,USER - 03676,20240305,CUST - 011
Delivery - 0345,05/03/2024,08:16:02,Order - 0823,USER - 03676,20240305,CUST - 011
Delivery - 0346,07/03/2024,08:18:24,Order - 0838,USER - 03676,20240307,CUST - 011
Delivery - 0347,07/03/2024,08:21:39,Order - 0839,USER - 03676,20240307,CUST - 011
Delivery - 0348,08/03/2024,08:23:39,Order - 0843,USER - 03676,20240308,CUST - 011
Delivery - 0349,11/03/2024,08:20:40,Order - 0844,USER - 03676,20240311,CUST - 011
Delivery - 0350,12/03/2024,14:10:54,Order - 0845,USER - 05664,20240312,CUST - 011
Delivery - 0351,12/03/2024,14:20:21,Order - 0846,USER - 05664,20240312,CUST - 011
Delivery - 0352,14/03/2024,12:17:28,Order - 0379,USER - 03676,20240314,CUST - 023
Delivery - 0353,14/03/2024,13:45:10,Order - 0848,USER - 03676,20240314,CUST - 011
Delivery - 0354,14/03/2024,13:48:20,Order - 0849,USER - 03676,20240314,CUST - 011
Delivery - 0355,14/03/2024,15:08:29,Order - 0851,USER - 03676,20240314,CUST - 011
Delivery - 0356,14/03/2024,15:30:07,Order - 0852,USER - 03676,20240314,CUST - 011
Delivery - 0357,14/03/2024,15:34:38,Order - 0853,USER - 03676,20240314,CUST - 011
Delivery - 0358,15/03/2024,12:45:32,Order - 0854,USER - 03676,20240315,CUST - 005
Delivery - 0359,18/03/2024,15:09:38,Order - 0861,USER - 03676,20240318,CUST - 011
Delivery - 0360,18/03/2024,15:19:00,Order - 0862,USER - 03676,20240318,CUST - 011
Delivery - 0361,18/03/2024,15:22:28,Order - 0863,USER - 03676,20240318,CUST - 011
Delivery - 0362,19/03/2024,09:25:01,Order - 0864,USER - 03676,20240319,CUST - 011
Delivery - 0363,20/03/2024,10:03:30,Order - 0887,USER - 03676,20240320,CUST - 011
Delivery - 0364,20/03/2024,10:57:50,Order - 0888,USER - 03676,20240320,CUST - 011
Delivery - 0365,21/03/2024,13:10:16,Order - 0379,USER - 05724,20240321,CUST - 023
Delivery - 0366,22/03/2024,09:50:17,Order - 0841,USER - 03676,20240322,CUST - 005
Delivery - 0367,22/03/2024,11:45:10,Order - 0911,USER - 03676,20240322,CUST - 005
Delivery - 0368,22/03/2024,14:18:11,Order - 0912,USER - 03676,20240322,CUST - 011
Delivery - 0369,22/03/2024,14:24:48,Order - 0913,USER - 03676,20240322,CUST - 011
Delivery - 0370,22/03/2024,14:27:32,Order - 0914,USER - 03676,20240322,CUST - 011
Delivery - 0371,25/03/2024,13:24:56,Order - 0915,USER - 05664,20240325,CUST - 011
Delivery - 0372,25/03/2024,13:35:48,Order - 0916,USER - 05664,20240325,CUST - 011
Delivery - 0373,25/03/2024,13:42:52,Order - 0917,USER - 05664,20240325,CUST - 011
Delivery - 0374,27/03/2024,08:18:54,Order - 0768,USER - 03676,20240327,CUST - 005
Delivery - 0375,27/03/2024,08:28:44,Order - 0911,USER - 03676,20240327,CUST - 005
Delivery - 0376,27/03/2024,14:52:30,Order - 0934,USER - 03676,20240327,CUST - 011
Delivery - 0377,27/03/2024,14:56:20,Order - 0935,USER - 03676,20240327,CUST - 011
Delivery - 0378,27/03/2024,15:00:56,Order - 0936,USER - 03676,20240327,CUST - 011
Delivery - 0379,27/03/2024,15:07:08,Order - 0937,USER - 03676,20240327,CUST - 011
Delivery - 0380,27/03/2024,15:12:04,Order - 0938,USER - 03676,20240327,CUST - 011
Delivery - 0381,02/04/2024,09:13:29,Order - 0947,USER - 03676,20240402,CUST - 011
Delivery - 0382,02/04/2024,09:18:37,Order - 0948,USER - 03676,20240402,CUST - 011
Delivery - 0383,03/04/2024,15:30:51,Order - 0951,USER - 03676,20240403,CUST - 011
Delivery - 0384,03/04/2024,15:34:20,Order - 0952,USER - 03676,20240403,CUST - 011
Delivery - 0385,03/04/2024,15:37:02,Order - 0953,USER - 03676,20240403,CUST - 011
Delivery - 0386,04/04/2024,12:07:22,Order - 0379,USER - 03676,20240404,CUST - 023
Delivery - 0387,04/04/2024,13:18:42,Order - 0984,USER - 03676,20240404,CUST - 011
Delivery - 0388,08/04/2024,15:17:52,Order - 0987,USER - 03676,20240408,CUST - 011
Delivery - 0389,09/04/2024,12:32:49,Order - 0942,USER - 03676,20240409,CUST - 056
Delivery - 0390,09/04/2024,14:44:33,Order - 0988,USER - 03676,20240409,CUST - 011
Delivery - 0391,09/04/2024,14:47:20,Order - 0989,USER - 03676,20240409,CUST - 011
Delivery - 0392,10/04/2024,11:44:14,Order - 0994,USER - 03676,20240410,CUST - 011
Delivery - 0393,11/04/2024,12:10:50,Order - 0850,USER - 03676,20240411,CUST - 001
Delivery - 0394,11/04/2024,13:25:29,Order - 0993,USER - 03676,20240411,CUST - 005
Delivery - 0395,11/04/2024,15:24:44,Order - 1013,USER - 03676,20240411,CUST - 011
Delivery - 0396,15/04/2024,10:19:02,Order - 1022,USER - 03676,20240415,CUST - 011
Delivery - 0397,15/04/2024,10:24:31,Order - 1023,USER - 03676,20240415,CUST - 011
Delivery - 0398,15/04/2024,11:00:41,Order - 1024,USER - 03676,20240415,CUST - 011
Delivery - 0399,15/04/2024,13:06:56,Order - 1025,USER - 03676,20240415,CUST - 011
Delivery - 0400,16/04/2024,11:34:34,Order - 1026,USER - 03676,20240416,CUST - 011
Delivery - 0401,16/04/2024,14:53:57,Order - 1017,USER - 03676,20240416,CUST - 005
Delivery - 0402,17/04/2024,11:04:32,Order - 1039,USER - 03676,20240417,CUST - 023
Delivery - 0403,17/04/2024,14:50:54,Order - 1040,USER - 03676,20240417,CUST - 011
Delivery - 0404,17/04/2024,14:54:59,Order - 1041,USER - 03676,20240417,CUST - 011
Delivery - 0405,17/04/2024,15:02:56,Order - 1042,USER - 03676,20240417,CUST - 011
Delivery - 0406,17/04/2024,15:06:05,Order - 1043,USER - 03676,20240417,CUST - 011
Delivery - 0407,18/04/2024,12:05:40,Order - 0850,USER - 03676,20240418,CUST - 001
Delivery - 0408,18/04/2024,13:29:10,Order - 1044,USER - 03676,20240418,CUST - 011
Delivery - 0409,22/04/2024,13:35:47,Order - 1048,USER - 03676,20240422,CUST - 011
Delivery - 0410,22/04/2024,13:50:36,Order - 1049,USER - 03676,20240422,CUST - 011
Delivery - 0411,23/04/2024,13:02:07,Order - 1050,USER - 03676,20240423,CUST - 011
Delivery - 0412,24/04/2024,14:55:44,Order - 1039,USER - 03676,20240424,CUST - 023
Delivery - 0413,25/04/2024,10:45:29,Order - 1064,USER - 03676,20240425,CUST - 011
Delivery - 0414,25/04/2024,10:49:34,Order - 1065,USER - 03676,20240425,CUST - 011
Delivery - 0415,29/04/2024,08:16:46,Order - 0768,USER - 03676,20240429,CUST - 005
Delivery - 0416,29/04/2024,08:38:27,Order - 1066,USER - 03676,20240429,CUST - 005
Delivery - 0417,29/04/2024,13:44:39,Order - 1039,USER - 03676,20240429,CUST - 023
Delivery - 0418,29/04/2024,14:51:21,Order - 1070,USER - 03676,20240429,CUST - 011
Delivery - 0419,08/05/2024,08:19:42,Order - 1039,USER - 03676,20240508,CUST - 023
Delivery - 0420,08/05/2024,11:56:50,Order - 0850,USER - 03676,20240508,CUST - 001
Delivery - 0421,09/05/2024,13:24:39,Order - 1118,USER - 03676,20240509,CUST - 011
Delivery - 0422,09/05/2024,13:27:34,Order - 1119,USER - 03676,20240509,CUST - 011
Delivery - 0423,10/05/2024,13:26:02,Order - 1125,USER - 03676,20240510,CUST - 011
Delivery - 0424,10/05/2024,13:30:22,Order - 1126,USER - 03676,20240510,CUST - 011
Delivery - 0425,14/05/2024,11:23:43,Order - 1097,USER - 03676,20240514,CUST - 005
Delivery - 0426,14/05/2024,12:31:20,Order - 1129,USER - 03676,20240514,CUST - 011
Delivery - 0427,14/05/2024,12:36:28,Order - 1130,USER - 03676,20240514,CUST - 011
Delivery - 0428,15/05/2024,13:06:20,Order - 1133,USER - 03676,20240515,CUST - 011
Delivery - 0429,15/05/2024,14:04:39,Order - 1066,USER - 03676,20240515,CUST - 005
Delivery - 0430,16/05/2024,12:51:39,Order - 1160,USER - 03676,20240516,CUST - 011
Delivery - 0431,17/05/2024,08:43:55,Order - 0854,USER - 03676,20240517,CUST - 005
Delivery - 0432,17/05/2024,09:01:32,Order - 1162,USER - 03676,20240517,CUST - 011
Delivery - 0433,21/05/2024,15:45:40,Order - 1170,USER - 03676,20240521,CUST - 011
Delivery - 0434,21/05/2024,15:49:22,Order - 1172,USER - 03676,20240521,CUST - 011
Delivery - 0435,23/05/2024,11:52:42,Order - 1191,USER - 03676,20240523,CUST - 011
Delivery - 0436,24/05/2024,10:58:01,Order - 1192,USER - 03676,20240524,CUST - 011
Delivery - 0437,24/05/2024,11:07:13,Order - 1193,USER - 03676,20240524,CUST - 011
Delivery - 0438,24/05/2024,12:24:09,Order - 1190,USER - 03676,20240524,CUST - 011
Delivery - 0439,24/05/2024,12:28:46,Order - 1062,USER - 03676,20240524,CUST - 005
Delivery - 0440,24/05/2024,13:38:24,Order - 1194,USER - 03676,20240524,CUST - 011
Delivery - 0441,27/05/2024,11:44:35,Order - 1197,USER - 03676,20240527,CUST - 011
Delivery - 0442,27/05/2024,11:46:26,Order - 1198,USER - 03676,20240527,CUST - 011
Delivery - 0443,29/05/2024,13:34:59,Order - 1200,USER - 03676,20240529,CUST - 011
Delivery - 0444,04/06/2024,13:53:13,Order - 1218,USER - 03676,20240604,CUST - 011
Delivery - 0445,04/06/2024,13:55:52,Order - 1219,USER - 03676,20240604,CUST - 011
Delivery - 0446,05/06/2024,09:51:32,Order - 1234,USER - 03676,20240605,CUST - 011
Delivery - 0447,05/06/2024,09:58:54,Order - 1235,USER - 03676,20240605,CUST - 011
Delivery - 0448,06/06/2024,15:33:32,Order - 1238,USER - 03676,20240606,CUST - 011
Delivery - 0449,11/06/2024,11:33:02,Order - 1244,USER - 03676,20240611,CUST - 011
Delivery - 0450,11/06/2024,11:47:22,Order - 1245,USER - 03676,20240611,CUST - 011
Delivery - 0451,11/06/2024,13:27:53,Order - 1169,USER - 03676,20240611,CUST - 005
Delivery - 0452,11/06/2024,14:59:08,Order - 1240,USER - 03676,20240611,CUST - 005
Delivery - 0453,12/06/2024,11:41:26,Order - 1261,USER - 03676,20240612,CUST - 011
Delivery - 0454,12/06/2024,11:48:27,Order - 1262,USER - 03676,20240612,CUST - 011
Delivery - 0455,12/06/2024,14:55:56,Order - 1263,USER - 03676,20240612,CUST - 011
Delivery - 0456,12/06/2024,14:58:14,Order - 0768,USER - 03676,20240612,CUST - 005
Delivery - 0457,12/06/2024,15:04:06,Order - 0768,USER - 03676,20240612,CUST - 005
Delivery - 0458,12/06/2024,16:20:40,Order - 1189,USER - 03676,20240612,CUST - 005
Delivery - 0459,13/06/2024,08:37:20,Order - 1264,USER - 03676,20240613,CUST - 011
Delivery - 0460,13/06/2024,13:20:28,Order - 1267,USER - 03676,20240613,CUST - 011
Delivery - 0461,13/06/2024,13:31:01,Order - 1268,USER - 03676,20240613,CUST - 011
Delivery - 0462,17/06/2024,13:45:25,Order - 1269,USER - 03676,20240617,CUST - 011
Delivery - 0463,19/06/2024,15:33:05,Order - 1282,USER - 03676,20240619,CUST - 011
Delivery - 0464,19/06/2024,15:36:00,Order - 1283,USER - 03676,20240619,CUST - 011
Delivery - 0465,19/06/2024,15:40:42,Order - 1284,USER - 03676,20240619,CUST - 011
Delivery - 0466,20/06/2024,11:06:54,Order - 0850,USER - 03676,20240620,CUST - 001
Delivery - 0467,20/06/2024,12:03:00,Order - 1189,USER - 03676,20240620,CUST - 005
Delivery - 0468,24/06/2024,09:58:19,Order - 1302,USER - 03676,20240624,CUST - 011
Delivery - 0469,24/06/2024,10:01:43,Order - 1303,USER - 03676,20240624,CUST - 011
Delivery - 0470,25/06/2024,11:58:40,Order - 1304,USER - 03676,20240625,CUST - 011
Delivery - 0471,25/06/2024,12:02:32,Order - 1305,USER - 03676,20240625,CUST - 011
Delivery - 0472,25/06/2024,12:06:03,Order - 1306,USER - 03676,20240625,CUST - 011
Delivery - 0473,26/06/2024,09:43:44,Order - 1308,USER - 03676,20240626,CUST - 005
Delivery - 0474,26/06/2024,09:59:56,Order - 0854,USER - 03676,20240626,CUST - 005
Delivery - 0475,26/06/2024,11:03:41,Order - 0768,USER - 03676,20240626,CUST - 005
Delivery - 0476,26/06/2024,11:58:26,Order - 1309,USER - 03676,20240626,CUST - 011
Delivery - 0477,26/06/2024,12:33:02,Order - 1310,USER - 03676,20240626,CUST - 011
Delivery - 0478,27/06/2024,08:40:32,Order - 1311,USER - 03676,20240627,CUST - 011
Delivery - 0479,28/06/2024,08:30:54,Order - 1275,USER - 03676,20240628,CUST - 005
Delivery - 0480,01/07/2024,14:41:27,Order - 1334,USER - 03676,20240701,CUST - 011
Delivery - 0481,02/07/2024,12:11:58,Order - 1335,USER - 03676,20240702,CUST - 011
Delivery - 0482,03/07/2024,15:11:41,Order - 1362,USER - 03676,20240703,CUST - 011
Delivery - 0483,04/07/2024,09:39:22,Order - 1363,USER - 03676,20240704,CUST - 011
Delivery - 0484,04/07/2024,09:42:40,Order - 1364,USER - 03676,20240704,CUST - 011
Delivery - 0485,05/07/2024,08:28:02,Order - 1365,USER - 03676,20240705,CUST - 011
Delivery - 0486,09/07/2024,11:11:15,Order - 1240,USER - 03676,20240709,CUST - 005
Delivery - 0487,09/07/2024,11:17:31,Order - 1189,USER - 03676,20240709,CUST - 005
Delivery - 0488,09/07/2024,14:58:55,Order - 1369,USER - 03676,20240709,CUST - 011
Delivery - 0489,09/07/2024,15:02:30,Order - 1370,USER - 03676,20240709,CUST - 011
Delivery - 0490,10/07/2024,12:54:33,Order - 1387,USER - 03676,20240710,CUST - 011
Delivery - 0491,10/07/2024,12:55:51,Order - 1388,USER - 03676,20240710,CUST - 011
Delivery - 0492,12/07/2024,11:30:55,Order - 1392,USER - 03676,20240712,CUST - 011
Delivery - 0493,12/07/2024,13:10:42,Order - 1393,USER - 03676,20240712,CUST - 011
Delivery - 0494,15/07/2024,15:11:58,Order - 1394,USER - 03676,20240715,CUST - 011
Delivery - 0495,16/07/2024,14:02:40,Order - 1395,USER - 03676,20240716,CUST - 011
Delivery - 0496,16/07/2024,14:11:21,Order - 1396,USER - 03676,20240716,CUST - 011
Delivery - 0497,17/07/2024,12:34:40,Order - 1399,USER - 05664,20240717,CUST - 011
Delivery - 0498,17/07/2024,12:41:06,Order - 1400,USER - 05664,20240717,CUST - 011
Delivery - 0499,19/07/2024,11:53:37,Order - 1425,USER - 05664,20240719,CUST - 011
Delivery - 0500,23/07/2024,13:13:57,Order - 1432,USER - 05664,20240723,CUST - 011
Delivery - 0501,23/07/2024,13:48:45,Order - 1433,USER - 05664,20240723,CUST - 011
Delivery - 0502,23/07/2024,13:54:41,Order - 1435,USER - 05664,20240723,CUST - 011
Delivery - 0503,24/07/2024,14:22:52,Order - 1437,USER - 05664,20240724,CUST - 011
Delivery - 0504,24/07/2024,14:28:33,Order - 1438,USER - 05664,20240724,CUST - 011
Delivery - 0505,24/07/2024,14:33:25,Order - 1439,USER - 05664,20240724,CUST - 011
Delivery - 0506,25/07/2024,11:09:32,Order - 1440,USER - 05664,20240725,CUST - 011
Delivery - 0507,30/07/2024,12:50:01,Order - 1275,USER - 10696,20240730,CUST - 005
Delivery - 0508,30/07/2024,13:48:47,Order - 1445,USER - 05664,20240730,CUST - 011
Delivery - 0509,30/07/2024,13:54:17,Order - 1446,USER - 05664,20240730,CUST - 011
Delivery - 0510,30/07/2024,14:06:13,Order - 1447,USER - 05664,20240730,CUST - 011
Delivery - 0511,02/08/2024,09:41:41,Order - 0768,USER - 05724,20240802,CUST - 005
Delivery - 0512,02/08/2024,13:14:23,Order - 1480,USER - 05664,20240802,CUST - 011
Delivery - 0513,02/08/2024,13:25:36,Order - 1481,USER - 05664,20240802,CUST - 011
Delivery - 0514,07/08/2024,11:55:28,Order - 0768,USER - 05724,20240807,CUST - 005
Delivery - 0515,08/08/2024,11:02:24,Order - 1240,USER - 03676,20240808,CUST - 005
Delivery - 0516,14/08/2024,15:07:38,Order - 1521,USER - 03676,20240814,CUST - 011
Delivery - 0517,14/08/2024,15:48:27,Order - 1522,USER - 03676,20240814,CUST - 011
Delivery - 0518,14/08/2024,15:52:38,Order - 1523,USER - 03676,20240814,CUST - 011
Delivery - 0519,14/08/2024,15:59:09,Order - 1524,USER - 03676,20240814,CUST - 011
Delivery - 0520,20/08/2024,12:19:24,Order - 1527,USER - 03676,20240820,CUST - 011
Delivery - 0521,20/08/2024,13:36:41,Order - 1275,USER - 03676,20240820,CUST - 005
Delivery - 0522,21/08/2024,15:17:47,Order - 1530,USER - 03676,20240821,CUST - 011
Delivery - 0523,21/08/2024,15:22:00,Order - 1531,USER - 03676,20240821,CUST - 011
Delivery - 0524,22/08/2024,09:29:26,Order - 1554,USER - 03676,20240822,CUST - 011
Delivery - 0525,26/08/2024,12:54:10,Order - 1555,USER - 03676,20240826,CUST - 011
Delivery - 0526,26/08/2024,13:08:23,Order - 1556,USER - 03676,20240826,CUST - 011
Delivery - 0527,26/08/2024,13:14:06,Order - 1557,USER - 03676,20240826,CUST - 011
Delivery - 0528,27/08/2024,09:22:35,Order - 1558,USER - 03676,20240827,CUST - 011
Delivery - 0529,29/08/2024,10:59:15,Order - 1571,USER - 03676,20240829,CUST - 011
Delivery - 0530,30/08/2024,09:21:08,Order - 1275,USER - 03676,20240830,CUST - 005
Delivery - 0531,30/08/2024,11:30:25,Order - 1312,USER - 03676,20240830,CUST - 005
Delivery - 0532,04/09/2024,15:03:27,Order - 1596,USER - 03676,20240904,CUST - 011
Delivery - 0533,05/09/2024,09:41:35,Order - 1597,USER - 03676,20240905,CUST - 001
Delivery - 0534,09/09/2024,08:37:29,Order - 1275,USER - 03676,20240909,CUST - 005
Delivery - 0535,11/09/2024,08:48:07,Order - 1608,USER - 03676,20240911,CUST - 011
Delivery - 0536,13/09/2024,10:34:31,Order - 1597,USER - 03676,20240913,CUST - 001
Delivery - 0537,16/09/2024,13:46:06,Order - 1624,USER - 03676,20240916,CUST - 011
Delivery - 0538,17/09/2024,14:56:22,Order - 1597,USER - 03676,20240917,CUST - 001
Delivery - 0539,24/09/2024,10:48:23,Order - 1275,USER - 03676,20240924,CUST - 005
Delivery - 0540,26/09/2024,14:23:02,Order - 1664,USER - 03676,20240926,CUST - 011
Delivery - 0541,26/09/2024,14:52:02,Order - 1665,USER - 03676,20240926,CUST - 011
Delivery - 0542,26/09/2024,15:00:52,Order - 1666,USER - 03676,20240926,CUST - 011
Delivery - 0543,26/09/2024,15:04:37,Order - 1667,USER - 03676,20240926,CUST - 011
Delivery - 0544,26/09/2024,15:11:30,Order - 1668,USER - 03676,20240926,CUST - 011
Delivery - 0545,26/09/2024,15:15:09,Order - 1670,USER - 03676,20240926,CUST - 011
Delivery - 0546,26/09/2024,15:21:25,Order - 1671,USER - 03676,20240926,CUST - 011
Delivery - 0547,26/09/2024,15:23:48,Order - 1672,USER - 03676,20240926,CUST - 011
Delivery - 0548,26/09/2024,15:35:01,Order - 1674,USER - 03676,20240926,CUST - 011
Delivery - 0549,26/09/2024,15:37:55,Order - 1675,USER - 03676,20240926,CUST - 011
Delivery - 0550,26/09/2024,15:40:02,Order - 1676,USER - 03676,20240926,CUST - 011
Delivery - 0551,26/09/2024,15:43:19,Order - 1677,USER - 03676,20240926,CUST - 011
Delivery - 0552,26/09/2024,15:59:28,Order - 1673,USER - 03676,20240926,CUST - 011
Delivery - 0553,27/09/2024,09:20:30,Order - 1597,USER - 03676,20240927,CUST - 001
Delivery - 0554,27/09/2024,11:03:54,Order - 1679,USER - 03676,20240927,CUST - 011
Delivery - 0555,27/09/2024,11:25:33,Order - 1662,USER - 03676,20240927,CUST - 005
Delivery - 0556,30/09/2024,12:44:34,Order - 1682,USER - 03676,20240930,CUST - 011
Delivery - 0557,30/09/2024,12:52:40,Order - 1683,USER - 03676,20240930,CUST - 011
Delivery - 0558,01/10/2024,11:30:28,Order - 1684,USER - 03676,20241001,CUST - 011
Delivery - 0559,03/10/2024,12:25:16,Order - 1597,USER - 03676,20241003,CUST - 001
Delivery - 0560,03/10/2024,13:18:14,Order - 1691,USER - 03676,20241003,CUST - 011
Delivery - 0561,08/10/2024,08:35:34,Order - 1597,USER - 03676,20241008,CUST - 001
Delivery - 0562,08/10/2024,13:20:00,Order - 1719,USER - 03676,20241008,CUST - 011
Delivery - 0563,09/10/2024,10:48:06,Order - 0854,USER - 03676,20241009,CUST - 005
Delivery - 0564,09/10/2024,11:05:55,Order - 0792,USER - 03676,20241009,CUST - 005
Delivery - 0565,09/10/2024,13:25:30,Order - 1718,USER - 03676,20241009,CUST - 011
Delivery - 0566,10/10/2024,15:25:10,Order - 1736,USER - 03676,20241010,CUST - 011
Delivery - 0567,10/10/2024,15:35:21,Order - 1737,USER - 03676,20241010,CUST - 011
Delivery - 0568,14/10/2024,09:53:35,Order - 1738,USER - 03676,20241014,CUST - 011
Delivery - 0569,15/10/2024,09:39:19,Order - 1748,USER - 03676,20241015,CUST - 011
Delivery - 0570,15/10/2024,09:45:30,Order - 1749,USER - 03676,20241015,CUST - 011
Delivery - 0571,16/10/2024,13:08:50,Order - 0768,USER - 03676,20241016,CUST - 005
Delivery - 0572,16/10/2024,13:13:21,Order - 0854,USER - 03676,20241016,CUST - 005
Delivery - 0573,16/10/2024,15:33:10,Order - 1753,USER - 03676,20241016,CUST - 011
Delivery - 0574,17/10/2024,08:28:57,Order - 1754,USER - 03676,20241017,CUST - 011
Delivery - 0575,17/10/2024,08:38:39,Order - 1755,USER - 03676,20241017,CUST - 011
Delivery - 0576,17/10/2024,11:47:04,Order - 1756,USER - 03676,20241017,CUST - 011
Delivery - 0577,17/10/2024,11:50:15,Order - 1757,USER - 03676,20241017,CUST - 011
Delivery - 0578,18/10/2024,09:14:19,Order - 1669,USER - 03676,20241018,CUST - 005
Delivery - 0579,18/10/2024,11:00:52,Order - 1765,USER - 03676,20241018,CUST - 005
Delivery - 0580,21/10/2024,13:42:39,Order - 1766,USER - 03676,20241021,CUST - 011
Delivery - 0581,22/10/2024,11:32:26,Order - 1767,USER - 03676,20241022,CUST - 011
Delivery - 0582,22/10/2024,11:41:13,Order - 1768,USER - 03676,20241022,CUST - 011
Delivery - 0583,22/10/2024,11:43:51,Order - 1770,USER - 03676,20241022,CUST - 011
Delivery - 0585,25/10/2024,11:47:21,Order - 1805,USER - 03676,20241025,CUST - 011
Delivery - 0586,25/10/2024,11:51:50,Order - 1806,USER - 03676,20241025,CUST - 011
Delivery - 0587,28/10/2024,12:45:29,Order - 1811,USER - 03676,20241028,CUST - 011
Delivery - 0588,28/10/2024,12:51:45,Order - 1812,USER - 03676,20241028,CUST - 011
Delivery - 0589,29/10/2024,09:18:13,Order - 1814,USER - 03676,20241029,CUST - 011
Delivery - 0590,29/10/2024,09:33:01,Order - 1810,USER - 03676,20241029,CUST - 005
Delivery - 0591,04/11/2024,10:51:39,Order - 1858,USER - 03676,20241104,CUST - 011
Delivery - 0592,04/11/2024,10:55:47,Order - 1859,USER - 03676,20241104,CUST - 011
Delivery - 0593,05/11/2024,09:11:35,Order - 1861,USER - 03676,20241105,CUST - 011
Delivery - 0595,07/11/2024,12:40:51,Order - 1878,USER - 03676,20241107,CUST - 011
