Order ID,Goods Issue ID,Creation date,Creation time
Order - 0135,GI - 000517,08/02/2024,12:11:24
Order - 0696,GI - 000518,09/02/2024,12:28:44
Order - 0695,GI - 000519,09/02/2024,12:43:46
Order - 0701,GI - 000520,13/02/2024,11:26:22
Order - 0702,GI - 000521,13/02/2024,11:43:56
Order - 0586,GI - 000522,13/02/2024,15:07:25
Order - 0616,GI - 000523,13/02/2024,15:09:05
Order - 0588,GI - 000524,13/02/2024,15:11:28
Order - 0598,GI - 000525,13/02/2024,15:13:12
Order - 0623,GI - 000526,13/02/2024,15:14:55
Order - 0703,GI - 000527,13/02/2024,15:18:29
Order - 0379,GI - 000528,15/02/2024,12:51:52
Order - 0379,GI - 000529,15/02/2024,12:51:52
Order - 0012,GI - 000530,16/02/2024,12:21:03
Order - 0012,GI - 000531,16/02/2024,12:21:03
Order - 0739,GI - 000532,16/02/2024,12:48:24
Order - 0740,GI - 000533,16/02/2024,12:53:10
Order - 0741,GI - 000534,19/02/2024,14:00:09
Order - 0746,GI - 000535,20/02/2024,13:03:51
Order - 0748,GI - 000536,20/02/2024,13:06:34
Order - 0749,GI - 000537,20/02/2024,14:55:16
Order - 0767,GI - 000538,21/02/2024,11:56:58
Order - 0768,GI - 000539,22/02/2024,08:39:26
Order - 0768,GI - 000540,22/02/2024,08:39:26
Order - 0785,GI - 000541,22/02/2024,11:51:11
Order - 0786,GI - 000542,22/02/2024,11:55:21
Order - 0687,GI - 000543,22/02/2024,13:16:51
Order - 0687,GI - 000544,22/02/2024,13:16:51
Order - 0687,GI - 000545,22/02/2024,13:16:51
Order - 0787,GI - 000546,23/02/2024,10:52:35
Order - 0787,GI - 000547,23/02/2024,10:52:35
Order - 0379,GI - 000548,23/02/2024,11:32:00
Order - 0379,GI - 000549,23/02/2024,11:32:00
Order - 0789,GI - 000550,26/02/2024,15:07:54
Order - 0790,GI - 000551,27/02/2024,09:57:02
Order - 0791,GI - 000552,27/02/2024,10:01:46
Order - 0792,GI - 000553,27/02/2024,10:41:02
Order - 0792,GI - 000554,27/02/2024,10:41:02
Order - 0793,GI - 000555,27/02/2024,12:33:25
Order - 0794,GI - 000556,27/02/2024,12:36:46
Order - 0795,GI - 000557,29/02/2024,12:24:00
Order - 0795,GI - 000558,29/02/2024,12:24:00
Order - 0795,GI - 000559,29/02/2024,12:24:00
Order - 0795,GI - 000560,29/02/2024,12:24:00
Order - 0809,GI - 000561,29/02/2024,14:01:09
Order - 0768,GI - 000562,01/03/2024,11:58:46
Order - 0768,GI - 000563,01/03/2024,11:58:46
Order - 0818,GI - 000564,01/03/2024,12:03:32
Order - 0819,GI - 000565,01/03/2024,12:06:12
Order - 0820,GI - 000566,04/03/2024,11:57:04
Order - 0821,GI - 000567,04/03/2024,12:00:54
Order - 0822,GI - 000568,05/03/2024,08:10:33
Order - 0823,GI - 000569,05/03/2024,08:17:27
Order - 0838,GI - 000570,07/03/2024,08:19:00
Order - 0839,GI - 000571,07/03/2024,08:21:59
Order - 0843,GI - 000572,08/03/2024,08:24:35
Order - 0844,GI - 000573,11/03/2024,08:24:04
Order - 0845,GI - 000574,12/03/2024,14:12:15
Order - 0846,GI - 000575,12/03/2024,14:21:18
Order - 0379,GI - 000576,14/03/2024,12:18:57
Order - 0379,GI - 000577,14/03/2024,12:18:57
Order - 0848,GI - 000578,14/03/2024,13:45:42
Order - 0849,GI - 000579,14/03/2024,13:48:52
Order - 0674,GI - 000580,14/03/2024,13:53:34
Order - 0740,GI - 000581,14/03/2024,13:55:25
Order - 0786,GI - 000582,14/03/2024,13:58:42
Order - 0684,GI - 000583,14/03/2024,14:45:27
Order - 0702,GI - 000584,14/03/2024,14:47:33
Order - 0746,GI - 000585,14/03/2024,14:48:50
Order - 0748,GI - 000586,14/03/2024,14:51:03
Order - 0851,GI - 000587,14/03/2024,15:10:07
Order - 0852,GI - 000588,14/03/2024,15:31:01
Order - 0853,GI - 000589,14/03/2024,15:35:18
Order - 0854,GI - 000590,15/03/2024,12:48:24
Order - 0854,GI - 000591,15/03/2024,12:48:24
Order - 0854,GI - 000592,15/03/2024,12:48:24
Order - 0861,GI - 000593,18/03/2024,15:10:53
Order - 0862,GI - 000594,18/03/2024,15:19:55
Order - 0863,GI - 000595,18/03/2024,15:24:21
Order - 0864,GI - 000596,19/03/2024,09:25:56
Order - 0887,GI - 000597,20/03/2024,10:03:56
Order - 0888,GI - 000598,20/03/2024,10:58:26
Order - 0379,GI - 000599,21/03/2024,13:30:18
Order - 0841,GI - 000600,22/03/2024,09:53:10
Order - 0841,GI - 000601,22/03/2024,09:53:10
Order - 0911,GI - 000602,22/03/2024,11:54:28
Order - 0911,GI - 000603,22/03/2024,11:54:28
Order - 0911,GI - 000604,22/03/2024,11:54:28
Order - 0912,GI - 000605,22/03/2024,14:20:11
Order - 0913,GI - 000606,22/03/2024,14:25:25
Order - 0914,GI - 000607,22/03/2024,14:33:24
Order - 0915,GI - 000608,25/03/2024,13:27:14
Order - 0916,GI - 000609,25/03/2024,13:36:38
Order - 0917,GI - 000610,25/03/2024,13:43:54
Order - 0768,GI - 000611,27/03/2024,08:25:12
Order - 0768,GI - 000612,27/03/2024,08:25:12
Order - 0768,GI - 000613,27/03/2024,08:25:12
Order - 0911,GI - 000614,27/03/2024,08:33:01
Order - 0911,GI - 000615,27/03/2024,08:33:01
Order - 0934,GI - 000616,27/03/2024,14:52:53
Order - 0935,GI - 000617,27/03/2024,14:56:56
Order - 0936,GI - 000618,27/03/2024,15:02:29
Order - 0937,GI - 000619,27/03/2024,15:07:52
Order - 0938,GI - 000620,27/03/2024,15:20:38
Order - 0947,GI - 000621,02/04/2024,09:14:40
Order - 0948,GI - 000622,02/04/2024,09:19:40
Order - 0951,GI - 000623,03/04/2024,15:31:52
Order - 0952,GI - 000624,03/04/2024,15:34:51
Order - 0953,GI - 000625,03/04/2024,15:39:08
Order - 0984,GI - 000626,04/04/2024,13:19:04
Order - 0379,GI - 000627,04/04/2024,16:14:01
Order - 0379,GI - 000628,04/04/2024,16:14:01
Order - 0987,GI - 000629,08/04/2024,15:22:33
Order - 0988,GI - 000630,09/04/2024,14:45:39
Order - 0989,GI - 000631,09/04/2024,14:47:59
Order - 0942,GI - 000632,09/04/2024,19:40:38
Order - 0942,GI - 000633,09/04/2024,19:40:38
Order - 0994,GI - 000634,10/04/2024,12:00:18
Order - 0850,GI - 000635,11/04/2024,12:12:08
Order - 0850,GI - 000636,11/04/2024,12:12:08
Order - 0850,GI - 000637,11/04/2024,13:43:04
Order - 0850,GI - 000638,11/04/2024,13:43:04
Order - 0850,GI - 000639,11/04/2024,13:43:04
Order - 0993,GI - 000640,11/04/2024,13:46:29
Order - 0993,GI - 000641,11/04/2024,13:46:29
Order - 1013,GI - 000642,11/04/2024,15:25:04
Order - 1022,GI - 000643,15/04/2024,10:20:19
Order - 1023,GI - 000644,15/04/2024,10:27:44
Order - 1024,GI - 000645,15/04/2024,11:08:59
Order - 0852,GI - 000646,15/04/2024,12:25:11
Order - 0861,GI - 000647,15/04/2024,12:29:03
Order - 0887,GI - 000648,15/04/2024,12:31:21
Order - 0917,GI - 000649,15/04/2024,12:37:25
Order - 0938,GI - 000650,15/04/2024,12:38:56
Order - 0845,GI - 000651,15/04/2024,12:50:41
Order - 0823,GI - 000652,15/04/2024,12:51:37
Order - 0863,GI - 000653,15/04/2024,12:53:16
Order - 0936,GI - 000654,15/04/2024,12:54:22
Order - 1025,GI - 000655,15/04/2024,13:07:35
Order - 1026,GI - 000656,16/04/2024,11:35:10
Order - 1017,GI - 000657,16/04/2024,14:56:03
Order - 1017,GI - 000658,16/04/2024,14:56:03
Order - 1039,GI - 000659,17/04/2024,14:08:58
Order - 1039,GI - 000660,17/04/2024,14:08:58
Order - 1040,GI - 000661,17/04/2024,14:51:49
Order - 1041,GI - 000662,17/04/2024,14:57:41
Order - 1042,GI - 000663,17/04/2024,15:03:36
Order - 1043,GI - 000664,17/04/2024,15:07:55
Order - 0850,GI - 000665,18/04/2024,12:06:55
Order - 0850,GI - 000666,18/04/2024,12:06:55
Order - 0850,GI - 000667,18/04/2024,12:46:27
Order - 0850,GI - 000668,18/04/2024,12:46:27
Order - 0850,GI - 000669,18/04/2024,12:46:27
Order - 0850,GI - 000670,18/04/2024,12:48:59
Order - 0850,GI - 000671,18/04/2024,12:48:59
Order - 0850,GI - 000672,18/04/2024,12:48:59
Order - 0850,GI - 000673,18/04/2024,12:52:28
Order - 0850,GI - 000674,18/04/2024,12:52:28
Order - 0850,GI - 000675,18/04/2024,12:52:28
Order - 1044,GI - 000676,18/04/2024,13:29:51
Order - 1048,GI - 000677,22/04/2024,13:36:26
Order - 1049,GI - 000678,22/04/2024,13:52:02
Order - 1050,GI - 000679,23/04/2024,13:02:33
Order - 1039,GI - 000680,24/04/2024,14:56:56
Order - 1039,GI - 000681,24/04/2024,14:56:56
Order - 1064,GI - 000682,25/04/2024,10:46:10
Order - 1065,GI - 000683,25/04/2024,10:50:51
Order - 0768,GI - 000684,29/04/2024,08:23:54
Order - 0768,GI - 000685,29/04/2024,08:23:54
Order - 0768,GI - 000686,29/04/2024,08:23:54
Order - 1066,GI - 000687,29/04/2024,08:42:12
Order - 1066,GI - 000688,29/04/2024,08:42:12
Order - 1039,GI - 000689,29/04/2024,13:46:13
Order - 1039,GI - 000690,29/04/2024,13:46:13
Order - 1070,GI - 000691,29/04/2024,14:51:56
Order - 1039,GI - 000692,08/05/2024,08:21:24
Order - 1039,GI - 000693,08/05/2024,08:21:24
Order - 0850,GI - 000694,08/05/2024,11:58:25
Order - 0850,GI - 000695,08/05/2024,11:58:25
Order - 0850,GI - 000696,08/05/2024,12:40:48
Order - 0850,GI - 000697,08/05/2024,12:40:48
Order - 0850,GI - 000698,08/05/2024,12:47:17
Order - 0850,GI - 000699,08/05/2024,12:47:17
Order - 0850,GI - 000700,08/05/2024,12:47:17
Order - 1118,GI - 000701,09/05/2024,13:25:09
Order - 1119,GI - 000702,09/05/2024,13:29:17
Order - 0987,GI - 000703,10/05/2024,13:16:23
Order - 1023,GI - 000704,10/05/2024,13:17:47
Order - 1041,GI - 000705,10/05/2024,13:19:24
Order - 1044,GI - 000706,10/05/2024,13:20:35
Order - 0947,GI - 000707,10/05/2024,13:21:48
Order - 0951,GI - 000708,10/05/2024,13:22:45
Order - 0953,GI - 000709,10/05/2024,13:23:40
Order - 1043,GI - 000710,10/05/2024,13:24:27
Order - 1125,GI - 000711,10/05/2024,13:26:35
Order - 1125,GI - 000712,10/05/2024,13:29:29
Order - 1126,GI - 000713,10/05/2024,13:30:43
Order - 1097,GI - 000714,14/05/2024,11:25:57
Order - 1097,GI - 000715,14/05/2024,11:25:57
Order - 1129,GI - 000716,14/05/2024,12:32:25
Order - 1130,GI - 000717,14/05/2024,12:39:54
Order - 1133,GI - 000718,15/05/2024,13:06:45
Order - 1066,GI - 000719,15/05/2024,14:07:56
Order - 1066,GI - 000720,15/05/2024,14:07:56
Order - 1160,GI - 000721,16/05/2024,12:52:16
Order - 0854,GI - 000722,17/05/2024,08:49:23
Order - 0854,GI - 000723,17/05/2024,08:49:23
Order - 0854,GI - 000724,17/05/2024,08:49:23
Order - 1162,GI - 000725,17/05/2024,09:03:46
Order - 1170,GI - 000726,21/05/2024,15:46:12
Order - 1172,GI - 000727,21/05/2024,15:50:03
Order - 1191,GI - 000728,23/05/2024,11:53:30
Order - 1192,GI - 000729,24/05/2024,11:01:05
Order - 1193,GI - 000730,24/05/2024,11:09:13
Order - 1190,GI - 000731,24/05/2024,12:25:22
Order - 1062,GI - 000732,24/05/2024,12:39:13
Order - 1062,GI - 000733,24/05/2024,12:39:13
Order - 1062,GI - 000734,24/05/2024,12:39:13
Order - 1062,GI - 000735,24/05/2024,12:39:13
Order - 1062,GI - 000736,24/05/2024,12:39:13
Order - 1062,GI - 000737,24/05/2024,12:39:13
Order - 1194,GI - 000738,24/05/2024,13:39:36
Order - 1197,GI - 000739,27/05/2024,11:45:00
Order - 1198,GI - 000740,27/05/2024,11:46:50
Order - 1200,GI - 000741,29/05/2024,13:35:21
Order - 1218,GI - 000742,04/06/2024,13:54:07
Order - 1219,GI - 000743,04/06/2024,13:56:50
Order - 1234,GI - 000744,05/06/2024,09:52:45
Order - 1235,GI - 000745,05/06/2024,09:59:38
Order - 1238,GI - 000746,06/06/2024,15:35:11
Order - 1244,GI - 000747,11/06/2024,11:34:43
Order - 1245,GI - 000748,11/06/2024,11:48:12
Order - 1169,GI - 000749,11/06/2024,13:30:36
Order - 1169,GI - 000750,11/06/2024,13:30:36
Order - 1240,GI - 000751,11/06/2024,15:04:36
Order - 1240,GI - 000752,11/06/2024,15:04:36
Order - 1240,GI - 000753,11/06/2024,15:04:36
Order - 1240,GI - 000754,11/06/2024,15:04:36
Order - 1261,GI - 000755,12/06/2024,11:41:49
Order - 1262,GI - 000756,12/06/2024,11:51:09
Order - 1129,GI - 000757,12/06/2024,14:53:05
Order - 1193,GI - 000758,12/06/2024,14:54:05
Order - 1130,GI - 000759,12/06/2024,14:55:35
Order - 1263,GI - 000760,12/06/2024,14:56:35
Order - 0768,GI - 000761,12/06/2024,15:00:43
Order - 0768,GI - 000762,12/06/2024,15:00:43
Order - 0768,GI - 000763,12/06/2024,15:09:07
Order - 0768,GI - 000764,12/06/2024,15:09:07
Order - 1189,GI - 000765,12/06/2024,16:26:39
Order - 1189,GI - 000766,12/06/2024,16:26:39
Order - 1189,GI - 000767,12/06/2024,16:26:39
Order - 1189,GI - 000768,12/06/2024,16:26:39
Order - 1264,GI - 000769,13/06/2024,08:37:59
Order - 1267,GI - 000770,13/06/2024,13:27:04
Order - 1268,GI - 000771,13/06/2024,13:31:48
Order - 1269,GI - 000772,17/06/2024,13:46:02
Order - 1282,GI - 000773,19/06/2024,15:34:05
Order - 1283,GI - 000774,19/06/2024,15:36:49
Order - 1284,GI - 000775,19/06/2024,15:41:48
Order - 0850,GI - 000776,20/06/2024,11:11:19
Order - 0850,GI - 000777,20/06/2024,11:11:19
Order - 0850,GI - 000778,20/06/2024,12:55:59
Order - 0850,GI - 000779,20/06/2024,12:55:59
Order - 0850,GI - 000780,20/06/2024,12:55:59
Order - 1189,GI - 000781,20/06/2024,13:41:52
Order - 1189,GI - 000782,20/06/2024,13:41:52
Order - 1189,GI - 000783,20/06/2024,13:41:52
Order - 1189,GI - 000784,20/06/2024,13:41:52
Order - 1302,GI - 000785,24/06/2024,09:59:01
Order - 1303,GI - 000786,24/06/2024,10:03:23
Order - 1304,GI - 000787,25/06/2024,11:59:38
Order - 1305,GI - 000788,25/06/2024,12:03:05
Order - 1306,GI - 000789,25/06/2024,12:06:45
Order - 1308,GI - 000790,26/06/2024,09:45:58
Order - 1308,GI - 000791,26/06/2024,09:45:58
Order - 0854,GI - 000792,26/06/2024,10:03:07
Order - 0854,GI - 000793,26/06/2024,10:03:07
Order - 0768,GI - 000794,26/06/2024,11:08:44
Order - 0768,GI - 000795,26/06/2024,11:08:44
Order - 0768,GI - 000796,26/06/2024,11:08:44
Order - 1309,GI - 000797,26/06/2024,11:59:52
Order - 1310,GI - 000798,26/06/2024,12:33:44
Order - 1311,GI - 000799,27/06/2024,08:40:53
Order - 1275,GI - 000800,28/06/2024,08:33:12
Order - 1275,GI - 000801,28/06/2024,08:33:12
Order - 1334,GI - 000802,01/07/2024,14:42:40
Order - 1335,GI - 000803,02/07/2024,12:13:38
Order - 1362,GI - 000804,03/07/2024,15:12:18
Order - 1363,GI - 000805,04/07/2024,09:40:02
Order - 1364,GI - 000806,04/07/2024,09:43:28
Order - 1365,GI - 000807,05/07/2024,08:37:30
Order - 1240,GI - 000808,09/07/2024,11:16:20
Order - 1240,GI - 000809,09/07/2024,11:16:20
Order - 1240,GI - 000810,09/07/2024,11:16:20
Order - 1240,GI - 000811,09/07/2024,11:16:20
Order - 1189,GI - 000812,09/07/2024,11:19:34
Order - 1189,GI - 000813,09/07/2024,11:19:34
Order - 1369,GI - 000814,09/07/2024,15:00:10
Order - 1370,GI - 000815,09/07/2024,15:08:18
Order - 1268,GI - 000816,10/07/2024,12:37:57
Order - 1309,GI - 000817,10/07/2024,12:39:53
Order - 1234,GI - 000818,10/07/2024,12:40:59
Order - 1219,GI - 000819,10/07/2024,12:50:38
Order - 1245,GI - 000820,10/07/2024,12:51:52
Order - 1264,GI - 000821,10/07/2024,12:53:18
Order - 1283,GI - 000822,10/07/2024,12:54:14
Order - 1387,GI - 000823,10/07/2024,12:55:17
Order - 1388,GI - 000824,10/07/2024,12:56:25
Order - 1392,GI - 000825,12/07/2024,11:32:26
Order - 1393,GI - 000826,12/07/2024,13:15:27
Order - 1394,GI - 000827,15/07/2024,15:13:42
Order - 1395,GI - 000828,16/07/2024,14:03:34
Order - 1396,GI - 000829,16/07/2024,14:12:19
Order - 1399,GI - 000830,17/07/2024,12:35:52
Order - 1400,GI - 000831,17/07/2024,12:42:19
Order - 1425,GI - 000832,19/07/2024,11:54:19
Order - 1432,GI - 000833,23/07/2024,13:15:12
Order - 1433,GI - 000834,23/07/2024,13:49:57
Order - 1435,GI - 000835,23/07/2024,13:55:24
Order - 1437,GI - 000836,24/07/2024,14:24:03
Order - 1438,GI - 000837,24/07/2024,14:29:51
Order - 1439,GI - 000838,24/07/2024,14:34:47
Order - 1440,GI - 000839,25/07/2024,11:10:30
Order - 1445,GI - 000840,30/07/2024,13:50:38
Order - 1446,GI - 000841,30/07/2024,13:55:11
Order - 1447,GI - 000842,30/07/2024,14:06:47
Order - 1275,GI - 000843,31/07/2024,09:25:32
Order - 0768,GI - 000844,02/08/2024,09:48:32
Order - 1480,GI - 000845,02/08/2024,13:15:48
Order - 1481,GI - 000846,02/08/2024,13:26:22
Order - 0768,GI - 000847,07/08/2024,12:06:10
Order - 0768,GI - 000848,07/08/2024,12:06:10
Order - 1240,GI - 000849,08/08/2024,11:06:49
Order - 1240,GI - 000850,08/08/2024,11:06:49
Order - 1240,GI - 000851,08/08/2024,11:06:49
Order - 1240,GI - 000852,08/08/2024,11:06:49
Order - 1335,GI - 000853,14/08/2024,14:59:48
Order - 1334,GI - 000854,14/08/2024,15:01:43
Order - 1395,GI - 000855,14/08/2024,15:02:59
Order - 1432,GI - 000856,14/08/2024,15:04:29
Order - 1521,GI - 000857,14/08/2024,15:09:34
Order - 1522,GI - 000858,14/08/2024,15:49:06
Order - 1523,GI - 000859,14/08/2024,15:53:40
Order - 1524,GI - 000860,14/08/2024,16:00:01
Order - 1527,GI - 000861,20/08/2024,12:21:58
Order - 1275,GI - 000862,20/08/2024,13:38:58
Order - 1275,GI - 000863,20/08/2024,13:38:58
Order - 1530,GI - 000864,21/08/2024,15:18:44
Order - 1531,GI - 000865,21/08/2024,15:22:48
Order - 1554,GI - 000866,22/08/2024,09:30:02
Order - 1555,GI - 000867,26/08/2024,12:54:47
Order - 1556,GI - 000868,26/08/2024,13:08:57
Order - 1557,GI - 000869,26/08/2024,13:15:07
Order - 1558,GI - 000870,27/08/2024,09:23:17
Order - 1571,GI - 000871,29/08/2024,11:00:16
Order - 1275,GI - 000872,30/08/2024,09:23:26
Order - 1275,GI - 000873,30/08/2024,09:23:26
Order - 1312,GI - 000874,30/08/2024,11:34:02
Order - 1312,GI - 000875,30/08/2024,11:34:02
Order - 1312,GI - 000876,30/08/2024,11:34:02
Order - 1597,GI - 000877,05/09/2024,10:19:05
Order - 1597,GI - 000878,05/09/2024,10:19:05
Order - 1597,GI - 000879,05/09/2024,10:19:05
Order - 1275,GI - 000880,09/09/2024,08:42:57
Order - 1275,GI - 000881,09/09/2024,08:42:57
Order - 1275,GI - 000882,09/09/2024,08:42:57
Order - 1275,GI - 000883,09/09/2024,08:42:57
Order - 1597,GI - 000884,13/09/2024,11:09:38
Order - 1597,GI - 000885,13/09/2024,11:09:38
Order - 1597,GI - 000886,13/09/2024,11:09:38
Order - 1597,GI - 000887,13/09/2024,11:19:36
Order - 1597,GI - 000888,13/09/2024,11:19:36
Order - 1597,GI - 000889,13/09/2024,11:19:36
Order - 1597,GI - 000890,17/09/2024,15:06:15
Order - 1597,GI - 000891,17/09/2024,15:06:15
Order - 1597,GI - 000892,17/09/2024,15:06:15
Order - 1275,GI - 000893,24/09/2024,10:51:53
Order - 1275,GI - 000894,24/09/2024,10:51:53
Order - 1596,GI - 000895,26/09/2024,11:16:59
Order - 1596,GI - 000896,26/09/2024,14:20:03
Order - 1664,GI - 000897,26/09/2024,14:23:46
Order - 1624,GI - 000898,26/09/2024,14:31:10
Order - 1608,GI - 000899,26/09/2024,14:39:53
Order - 1665,GI - 000900,26/09/2024,14:53:21
Order - 1666,GI - 000901,26/09/2024,15:01:59
Order - 1667,GI - 000902,26/09/2024,15:05:15
Order - 1668,GI - 000903,26/09/2024,15:12:10
Order - 1670,GI - 000904,26/09/2024,15:16:25
Order - 1671,GI - 000905,26/09/2024,15:22:17
Order - 1672,GI - 000906,26/09/2024,15:24:11
Order - 1674,GI - 000907,26/09/2024,15:35:41
Order - 1675,GI - 000908,26/09/2024,15:38:23
Order - 1676,GI - 000909,26/09/2024,15:40:34
Order - 1677,GI - 000910,26/09/2024,15:44:06
Order - 1673,GI - 000911,26/09/2024,16:00:21
Order - 1597,GI - 000912,27/09/2024,09:38:24
Order - 1597,GI - 000913,27/09/2024,09:38:24
Order - 1597,GI - 000914,27/09/2024,09:38:24
Order - 1679,GI - 000915,27/09/2024,11:05:56
Order - 1527,GI - 000916,27/09/2024,11:08:10
Order - 1445,GI - 000917,27/09/2024,11:09:40
Order - 1557,GI - 000918,27/09/2024,11:13:53
Order - 1523,GI - 000919,27/09/2024,11:14:52
Order - 1531,GI - 000920,27/09/2024,11:16:07
Order - 1662,GI - 000921,27/09/2024,11:36:20
Order - 1662,GI - 000922,27/09/2024,11:36:20
Order - 1662,GI - 000923,27/09/2024,11:36:20
Order - 1662,GI - 000924,27/09/2024,11:36:20
Order - 1662,GI - 000925,27/09/2024,11:36:20
Order - 1662,GI - 000926,27/09/2024,11:36:20
Order - 1662,GI - 000927,27/09/2024,11:36:20
Order - 1662,GI - 000928,27/09/2024,11:36:20
Order - 1682,GI - 000929,30/09/2024,12:45:09
Order - 1683,GI - 000930,30/09/2024,12:54:40
Order - 1684,GI - 000931,01/10/2024,11:33:49
Order - 1597,GI - 000932,03/10/2024,12:30:21
Order - 1597,GI - 000933,03/10/2024,12:30:21
Order - 1597,GI - 000934,03/10/2024,12:30:21
Order - 1597,GI - 000935,03/10/2024,12:36:37
Order - 1597,GI - 000936,03/10/2024,12:36:37
Order - 1597,GI - 000937,03/10/2024,12:36:37
Order - 1691,GI - 000938,03/10/2024,13:19:15
Order - 1597,GI - 000939,08/10/2024,08:41:30
Order - 1597,GI - 000940,08/10/2024,08:41:30
Order - 1597,GI - 000941,08/10/2024,08:41:30
Order - 1719,GI - 000942,08/10/2024,13:20:58
Order - 0854,GI - 000943,09/10/2024,10:50:07
Order - 0854,GI - 000944,09/10/2024,10:50:07
Order - 0792,GI - 000945,09/10/2024,11:07:31
Order - 0792,GI - 000946,09/10/2024,11:07:31
Order - 1718,GI - 000947,09/10/2024,13:27:45
Order - 1736,GI - 000948,10/10/2024,15:26:18
Order - 1737,GI - 000949,10/10/2024,15:36:00
Order - 1738,GI - 000950,14/10/2024,09:54:08
Order - 1748,GI - 000951,15/10/2024,09:40:19
Order - 1749,GI - 000952,15/10/2024,09:46:06
Order - 1674,GI - 000953,16/10/2024,14:11:18
Order - 1670,GI - 000954,16/10/2024,14:22:24
Order - 1753,GI - 000955,16/10/2024,15:37:19
Order - 1665,GI - 000956,17/10/2024,08:21:47
Order - 1754,GI - 000957,17/10/2024,08:30:12
Order - 1755,GI - 000958,17/10/2024,08:39:21
Order - 0854,GI - 000959,17/10/2024,08:46:32
Order - 0854,GI - 000960,17/10/2024,08:46:32
Order - 0768,GI - 000961,17/10/2024,08:48:16
Order - 0768,GI - 000962,17/10/2024,08:48:16
Order - 0768,GI - 000963,17/10/2024,08:48:16
Order - 1756,GI - 000964,17/10/2024,11:48:13
Order - 1757,GI - 000965,17/10/2024,11:50:51
Order - 1669,GI - 000966,18/10/2024,09:15:35
Order - 1669,GI - 000967,18/10/2024,09:15:35
Order - 1765,GI - 000968,18/10/2024,11:01:49
Order - 1765,GI - 000969,18/10/2024,11:01:49
Order - 1766,GI - 000970,21/10/2024,13:43:36
Order - 1767,GI - 000971,22/10/2024,11:33:06
Order - 1768,GI - 000972,22/10/2024,11:41:48
Order - 1770,GI - 000973,22/10/2024,11:44:40
Order - 1754,GI - 000974,24/10/2024,10:49:49
Order - 1683,GI - 000975,24/10/2024,10:55:02
Order - 1805,GI - 000976,25/10/2024,11:47:49
Order - 1806,GI - 000977,25/10/2024,11:54:37
Order - 1811,GI - 000978,28/10/2024,12:47:02
Order - 1812,GI - 000979,28/10/2024,12:54:04
Order - 1814,GI - 000980,29/10/2024,09:19:16
Order - 1810,GI - 000981,29/10/2024,09:36:25
Order - 1810,GI - 000982,29/10/2024,09:36:25
Order - 1858,GI - 000983,04/11/2024,10:53:15
Order - 1859,GI - 000984,04/11/2024,10:56:31
Order - 1861,GI - 000985,05/11/2024,09:13:31
Order - 1878,GI - 000986,07/11/2024,12:42:13
Order - 0768,GI - 000987,08/11/2024,09:50:21
Order - 0768,GI - 000988,08/11/2024,09:50:21
Order - 1876,GI - 000989,12/11/2024,11:26:16
Order - 1876,GI - 000990,12/11/2024,11:26:16
Order - 1876,GI - 000991,12/11/2024,11:26:16
Order - 1876,GI - 000992,12/11/2024,11:26:16
Order - 1876,GI - 000993,12/11/2024,11:26:16
Order - 1876,GI - 000994,12/11/2024,11:26:16
Order - 1884,GI - 000995,12/11/2024,13:33:18
Order - 1885,GI - 000996,12/11/2024,13:36:23
Order - 1886,GI - 000997,12/11/2024,13:39:32
Order - 1863,GI - 000998,13/11/2024,11:47:11
Order - 1863,GI - 000999,13/11/2024,11:47:11
Order - 1863,GI - 001000,13/11/2024,11:47:11
Order - 1863,GI - 001001,13/11/2024,11:47:11
Order - 1902,GI - 001002,13/11/2024,11:59:20
Order - 1903,GI - 001003,13/11/2024,13:02:58
Order - 1906,GI - 001004,15/11/2024,11:31:34
Order - 1907,GI - 001005,15/11/2024,11:37:13
Order - 1915,GI - 001006,19/11/2024,10:01:40
Order - 1916,GI - 001007,19/11/2024,10:59:05
Order - 1917,GI - 001008,19/11/2024,11:08:21
Order - 1918,GI - 001009,19/11/2024,11:16:10
Order - 1919,GI - 001010,20/11/2024,10:55:26
Order - 1919,GI - 001011,20/11/2024,10:55:26
Order - 1921,GI - 001012,20/11/2024,11:56:50
Order - 1765,GI - 001013,21/11/2024,11:19:18
Order - 1765,GI - 001014,21/11/2024,11:19:18
Order - 1935,GI - 001015,21/11/2024,11:25:23
Order - 0768,GI - 001016,22/11/2024,10:50:37
Order - 0768,GI - 001017,22/11/2024,10:50:37
Order - 1669,GI - 001018,06/12/2024,09:04:07
Order - 1669,GI - 001019,06/12/2024,09:04:07
Order - 0768,GI - 001020,06/12/2024,09:12:53
Order - 0768,GI - 001021,06/12/2024,09:12:53
Order - 0768,GI - 001022,06/12/2024,09:12:53
Order - 1903,GI - 001023,10/12/2024,13:57:43
Order - 1935,GI - 001024,10/12/2024,14:01:21
Order - 0792,GI - 001025,18/12/2024,11:56:18
Order - 1876,GI - 001026,18/12/2024,12:17:34
Order - 1876,GI - 001027,18/12/2024,12:17:34
,,,
,,,
,,,
,,,
,,,
,,,
,,,
