Order ID,Invoice Date,Invoice ID,Created by,Payment date,Payment booked by,Customer ID
Order - 0395,29/11/2023 22:25,Invoice - 260,USER - 07897,2023-12-29,USER - 07897,CUST - 011
Order - 0396,29/11/2023 22:25,Invoice - 261,USER - 07897,2024-01-11,USER - 07897,CUST - 011
Order - 0173,29/11/2023 22:51,Invoice - 262,USER - 07897,2024-01-29,USER - 07897,CUST - 023
Order - 0337,01/12/2023 08:18,Invoice - 263,USER - 04201,2023-12-13,USER - 04201,CUST - 005
Order - 0186,01/12/2023 22:00,Invoice - 264,USER - 07897,2023-12-01,USER - 07897,CUST - 005
Order - 0186,04/12/2023 22:00,Invoice - 265,USER - 07897,2023-12-04,USER - 07897,CUST - 005
Order - 0186,05/12/2023 22:00,Invoice - 266,USER - 07897,2023-12-05,USER - 07897,CUST - 005
Order - 0418,06/12/2023 22:11,Invoice - 267,USER - 07897,2024-01-03,USER - 07897,CUST - 011
Order - 0419,06/12/2023 22:11,Invoice - 268,USER - 07897,2024-01-03,USER - 07897,CUST - 011
Order - 0420,06/12/2023 22:11,Invoice - 269,USER - 07897,2024-01-03,USER - 07897,CUST - 011
Order - 0421,06/12/2023 22:11,Invoice - 270,USER - 07897,2024-01-08,USER - 07897,CUST - 011
Order - 0427,08/12/2023 22:16,Invoice - 271,USER - 07897,2024-01-25,USER - 07897,CUST - 011
Order - 0428,08/12/2023 22:16,Invoice - 272,USER - 07897,2024-01-11,USER - 07897,CUST - 011
Order - 0424,11/12/2023 12:06,Invoice - 273,USER - 08479,2024-01-31,USER - 08479,CUST - 032
Order - 0173,14/12/2023 22:37,Invoice - 274,USER - 07897,,,CUST - 023
Order - 0379,14/12/2023 22:37,Invoice - 275,USER - 07897,,,CUST - 023
Order - 0424,18/12/2023 12:59,Invoice - 276,USER - 04201,2024-01-31,USER - 04201,CUST - 032
Order - 0495,19/12/2023 22:00,Invoice - 277,USER - 07897,2024-01-17,USER - 07897,CUST - 005
Order - 0513,19/12/2023 22:04,Invoice - 278,USER - 07897,2024-01-17,USER - 07897,CUST - 011
Order - 0554,20/12/2023 19:20,Invoice - 279,USER - 04201,2024-01-08,USER - 04201,CUST - 011
Order - 0555,20/12/2023 19:20,Invoice - 280,USER - 04201,2024-01-11,USER - 04201,CUST - 011
Order - 0583,03/01/2024 12:49,Invoice - 281,USER - 04201,2024-01-25,USER - 04201,CUST - 011
Order - 0584,03/01/2024 22:14,Invoice - 282,USER - 07897,2024-01-17,USER - 07897,CUST - 011
Order - 0585,04/01/2024 22:27,Invoice - 283,USER - 07897,2024-01-26,USER - 07897,CUST - 011
Order - 0586,04/01/2024 22:27,Invoice - 284,USER - 07897,2024-01-11,USER - 07897,CUST - 011
Order - 0588,04/01/2024 22:27,Invoice - 285,USER - 07897,2024-02-07,USER - 07897,CUST - 011
Order - 0589,04/01/2024 22:27,Invoice - 286,USER - 07897,2024-02-07,USER - 07897,CUST - 011
Order - 0590,04/01/2024 22:27,Invoice - 287,USER - 07897,2024-02-07,USER - 07897,CUST - 011
Order - 0185,05/01/2024 22:00,Invoice - 288,USER - 07897,2024-01-05,USER - 07897,CUST - 005
Order - 0185,09/01/2024 12:40,Invoice - 289,USER - 04201,,,CUST - 005
Order - 0592,11/01/2024 22:29,Invoice - 290,USER - 07897,2024-02-12,USER - 07897,CUST - 011
Order - 0593,11/01/2024 22:29,Invoice - 291,USER - 07897,2024-02-12,USER - 07897,CUST - 011
Order - 0379,11/01/2024 22:54,Invoice - 292,USER - 07897,,,CUST - 023
Order - 0595,12/01/2024 22:30,Invoice - 293,USER - 07897,,,CUST - 011
Order - 0596,15/01/2024 15:02,Invoice - 294,USER - 04201,,,CUST - 011
Order - 0597,16/01/2024 13:29,Invoice - 295,USER - 04201,2024-02-14,USER - 04201,CUST - 011
Order - 0598,16/01/2024 13:29,Invoice - 296,USER - 04201,2024-02-14,USER - 04201,CUST - 011
Order - 0600,17/01/2024 22:12,Invoice - 297,USER - 07897,2024-02-14,USER - 07897,CUST - 011
Order - 0591,18/01/2024 22:00,Invoice - 298,USER - 07897,,,CUST - 005
Order - 0591,18/01/2024 22:00,Invoice - 299,USER - 07897,,,CUST - 005
Order - 0185,18/01/2024 22:00,Invoice - 300,USER - 07897,,,CUST - 005
Order - 0601,18/01/2024 22:23,Invoice - 301,USER - 07897,,,CUST - 011
Order - 0602,18/01/2024 22:23,Invoice - 302,USER - 07897,,,CUST - 011
Order - 0606,19/01/2024 22:31,Invoice - 303,USER - 07897,,,CUST - 011
Order - 0607,22/01/2024 22:47,Invoice - 304,USER - 07897,,,CUST - 011
Order - 0615,26/01/2024 22:23,Invoice - 305,USER - 07897,,,CUST - 011
Order - 0616,26/01/2024 22:23,Invoice - 306,USER - 07897,,,CUST - 011
Order - 0622,29/01/2024 22:17,Invoice - 307,USER - 07897,,,CUST - 011
Order - 0603,30/01/2024 17:54,Invoice - 308,USER - 04201,,,CUST - 005
Order - 0623,30/01/2024 17:54,Invoice - 309,USER - 04201,,,CUST - 011
Order - 0624,30/01/2024 17:54,Invoice - 310,USER - 04201,,,CUST - 011
Order - 0654,31/01/2024 19:37,Invoice - 311,USER - 04201,,,CUST - 011
Order - 0308,01/02/2024 14:03,Invoice - 312,USER - 04201,,,CUST - 032
Order - 0673,01/02/2024 22:45,Invoice - 313,USER - 07897,,,CUST - 011
Order - 0674,01/02/2024 22:45,Invoice - 314,USER - 07897,,,CUST - 011
Order - 0186,02/02/2024 22:00,Invoice - 315,USER - 07897,,,CUST - 005
Order - 0679,06/02/2024 22:18,Invoice - 316,USER - 07897,,,CUST - 011
Order - 0680,06/02/2024 22:18,Invoice - 317,USER - 07897,,,CUST - 011
Order - 0655,06/02/2024 22:43,Invoice - 318,USER - 07897,2024-02-06,USER - 07897,CUST - 002
Order - 0379,06/02/2024 22:47,Invoice - 319,USER - 07897,,,CUST - 023
Order - 0684,07/02/2024 22:10,Invoice - 320,USER - 07897,,,CUST - 011
Order - 0685,07/02/2024 22:10,Invoice - 321,USER - 07897,,,CUST - 011
Order - 0655,08/02/2024 13:13,Invoice - 322,USER - 04201,,,CUST - 002
Order - 0135,08/02/2024 22:00,Invoice - 323,USER - 07897,2024-03-20,USER - 04201,CUST - 005
Order - 0686,08/02/2024 22:14,Invoice - 324,USER - 07897,,,CUST - 011
Order - 0688,08/02/2024 22:14,Invoice - 325,USER - 07897,,,CUST - 011
Order - 0695,09/02/2024 22:38,Invoice - 326,USER - 07897,,,CUST - 011
Order - 0696,09/02/2024 22:38,Invoice - 327,USER - 07897,,,CUST - 011
Order - 0701,13/02/2024 11:30,Invoice - 328,USER - 04201,,,CUST - 011
Order - 0702,13/02/2024 22:31,Invoice - 329,USER - 07897,,,CUST - 011
Order - 0703,13/02/2024 22:31,Invoice - 330,USER - 07897,,,CUST - 011
Order - 0379,15/02/2024 22:45,Invoice - 331,USER - 07897,2024-04-16,USER - 07897,CUST - 023
Order - 0186,16/02/2024 09:22,Invoice - 332,USER - 04201,2024-03-20,USER - 04201,CUST - 005
Order - 0012,16/02/2024 22:00,Invoice - 333,USER - 07897,2024-03-20,USER - 07897,CUST - 005
Order - 0739,16/02/2024 22:32,Invoice - 334,USER - 07897,2024-03-26,USER - 07897,CUST - 011
Order - 0740,16/02/2024 22:32,Invoice - 335,USER - 07897,2024-03-31,USER - 07897,CUST - 011
Order - 0741,19/02/2024 22:49,Invoice - 336,USER - 07897,2024-03-21,USER - 07897,CUST - 011
Order - 0746,20/02/2024 22:13,Invoice - 337,USER - 07897,2024-03-21,USER - 07897,CUST - 011
Order - 0748,20/02/2024 22:13,Invoice - 338,USER - 07897,2024-03-21,USER - 07897,CUST - 011
Order - 0749,20/02/2024 22:13,Invoice - 339,USER - 07897,2024-03-21,USER - 07897,CUST - 011
Order - 0767,21/02/2024 22:14,Invoice - 340,USER - 07897,2024-03-21,USER - 07897,CUST - 011
Order - 0768,22/02/2024 22:00,Invoice - 341,USER - 07897,2024-03-20,USER - 07897,CUST - 005
Order - 0687,22/02/2024 22:00,Invoice - 342,USER - 07897,2024-03-20,USER - 07897,CUST - 005
Order - 0785,22/02/2024 22:26,Invoice - 343,USER - 07897,2024-03-26,USER - 07897,CUST - 011
Order - 0786,22/02/2024 22:26,Invoice - 344,USER - 07897,2024-03-31,USER - 07897,CUST - 011
Order - 0787,23/02/2024 10:53,Invoice - 345,USER - 04201,,,CUST - 054
Order - 0379,23/02/2024 22:35,Invoice - 346,USER - 07897,,,CUST - 023
Order - 0789,26/02/2024 22:34,Invoice - 347,USER - 07897,2024-03-27,USER - 07897,CUST - 011
Order - 0792,27/02/2024 22:00,Invoice - 348,USER - 07897,2024-03-20,USER - 07897,CUST - 005
Order - 0790,27/02/2024 22:27,Invoice - 349,USER - 07897,2024-03-27,USER - 07897,CUST - 011
Order - 0791,27/02/2024 22:27,Invoice - 350,USER - 07897,2024-03-27,USER - 07897,CUST - 011
Order - 0793,27/02/2024 22:27,Invoice - 351,USER - 07897,2024-03-26,USER - 07897,CUST - 011
Order - 0794,27/02/2024 22:27,Invoice - 352,USER - 07897,2024-03-26,USER - 07897,CUST - 011
Order - 0809,29/02/2024 22:50,Invoice - 353,USER - 07897,2024-04-22,USER - 07897,CUST - 011
Order - 0795,01/03/2024 13:26,Invoice - 354,USER - 04201,2024-03-20,USER - 04201,CUST - 005
Order - 0768,01/03/2024 22:00,Invoice - 355,USER - 07897,2024-04-17,USER - 07897,CUST - 005
Order - 0818,01/03/2024 22:13,Invoice - 356,USER - 07897,2024-04-22,USER - 07897,CUST - 011
Order - 0819,01/03/2024 22:13,Invoice - 357,USER - 07897,2024-04-22,USER - 07897,CUST - 011
Order - 0820,04/03/2024 22:16,Invoice - 358,USER - 07897,2024-04-22,USER - 07897,CUST - 011
Order - 0821,04/03/2024 22:16,Invoice - 359,USER - 07897,2024-04-03,USER - 07897,CUST - 011
Order - 0822,05/03/2024 22:29,Invoice - 360,USER - 07897,2024-04-03,USER - 07897,CUST - 011
Order - 0823,05/03/2024 22:29,Invoice - 361,USER - 07897,2024-04-03,USER - 07897,CUST - 011
Order - 0838,07/03/2024 22:33,Invoice - 362,USER - 07897,,,CUST - 011
Order - 0839,07/03/2024 22:33,Invoice - 363,USER - 07897,,,CUST - 011
Order - 0843,08/03/2024 22:12,Invoice - 364,USER - 07897,,,CUST - 011
Order - 0844,11/03/2024 22:34,Invoice - 365,USER - 07897,2024-04-10,USER - 07897,CUST - 011
Order - 0845,12/03/2024 22:24,Invoice - 366,USER - 07897,2024-04-10,USER - 07897,CUST - 011
Order - 0846,12/03/2024 22:24,Invoice - 367,USER - 07897,2024-04-10,USER - 07897,CUST - 011
Order - 0848,14/03/2024 22:15,Invoice - 368,USER - 07897,2024-04-10,USER - 07897,CUST - 011
Order - 0849,14/03/2024 22:15,Invoice - 369,USER - 07897,,,CUST - 011
Order - 0851,14/03/2024 22:15,Invoice - 370,USER - 07897,,,CUST - 011
Order - 0852,14/03/2024 22:15,Invoice - 371,USER - 07897,,,CUST - 011
Order - 0853,14/03/2024 22:15,Invoice - 372,USER - 07897,2024-04-10,USER - 07897,CUST - 011
Order - 0379,14/03/2024 22:40,Invoice - 373,USER - 07897,,,CUST - 023
Order - 0854,15/03/2024 22:00,Invoice - 374,USER - 07897,2024-04-17,USER - 07897,CUST - 005
Order - 0861,18/03/2024 22:13,Invoice - 375,USER - 07897,,,CUST - 011
Order - 0862,18/03/2024 22:13,Invoice - 376,USER - 07897,2024-04-17,USER - 07897,CUST - 011
Order - 0863,18/03/2024 22:13,Invoice - 377,USER - 07897,2024-04-17,USER - 07897,CUST - 011
Order - 0864,19/03/2024 22:13,Invoice - 378,USER - 07897,2024-04-17,USER - 07897,CUST - 011
Order - 0887,20/03/2024 22:13,Invoice - 379,USER - 07897,,,CUST - 011
Order - 0888,20/03/2024 22:13,Invoice - 380,USER - 07897,,,CUST - 011
Order - 0379,21/03/2024 22:37,Invoice - 381,USER - 07897,,,CUST - 023
Order - 0911,22/03/2024 22:00,Invoice - 382,USER - 07897,2024-04-17,USER - 07897,CUST - 005
Order - 0841,22/03/2024 22:00,Invoice - 383,USER - 07897,2024-04-17,USER - 07897,CUST - 005
Order - 0912,22/03/2024 22:05,Invoice - 384,USER - 07897,,,CUST - 011
Order - 0913,22/03/2024 22:05,Invoice - 385,USER - 07897,,,CUST - 011
Order - 0914,22/03/2024 22:05,Invoice - 386,USER - 07897,,,CUST - 011
Order - 0915,25/03/2024 22:14,Invoice - 387,USER - 07897,,,CUST - 011
Order - 0916,25/03/2024 22:14,Invoice - 388,USER - 07897,,,CUST - 011
Order - 0917,25/03/2024 22:14,Invoice - 389,USER - 07897,,,CUST - 011
Order - 0768,27/03/2024 22:00,Invoice - 390,USER - 07897,2024-04-17,USER - 07897,CUST - 005
Order - 0911,27/03/2024 22:00,Invoice - 391,USER - 07897,2024-04-17,USER - 07897,CUST - 005
Order - 0934,27/03/2024 22:34,Invoice - 392,USER - 07897,,,CUST - 011
Order - 0935,27/03/2024 22:34,Invoice - 393,USER - 07897,,,CUST - 011
Order - 0936,27/03/2024 22:34,Invoice - 394,USER - 07897,,,CUST - 011
Order - 0937,27/03/2024 22:34,Invoice - 395,USER - 07897,,,CUST - 011
Order - 0938,27/03/2024 22:34,Invoice - 396,USER - 07897,,,CUST - 011
Order - 0947,02/04/2024 22:24,Invoice - 397,USER - 07897,,,CUST - 011
Order - 0948,02/04/2024 22:24,Invoice - 398,USER - 07897,,,CUST - 011
Order - 0951,03/04/2024 22:22,Invoice - 399,USER - 07897,,,CUST - 011
Order - 0952,03/04/2024 22:22,Invoice - 400,USER - 07897,,,CUST - 011
Order - 0953,03/04/2024 22:22,Invoice - 401,USER - 07897,,,CUST - 011
Order - 0984,04/04/2024 22:20,Invoice - 402,USER - 07897,,,CUST - 011
Order - 0379,04/04/2024 22:37,Invoice - 403,USER - 07897,,,CUST - 023
Order - 0987,08/04/2024 22:15,Invoice - 404,USER - 07897,,,CUST - 011
Order - 0988,09/04/2024 22:13,Invoice - 405,USER - 07897,,,CUST - 011
Order - 0989,09/04/2024 22:13,Invoice - 406,USER - 07897,,,CUST - 011
Order - 0942,09/04/2024 22:46,Invoice - 407,USER - 07897,,,CUST - 056
Order - 0993,10/04/2024 22:00,Invoice - 408,USER - 07897,,,CUST - 005
Order - 0994,10/04/2024 22:26,Invoice - 409,USER - 07897,,,CUST - 011
Order - 0993,11/04/2024 22:00,Invoice - 410,USER - 07897,,,CUST - 005
Order - 1013,11/04/2024 22:07,Invoice - 411,USER - 07897,,,CUST - 011
Order - 0850,11/04/2024 22:14,Invoice - 412,USER - 07897,,,CUST - 001
Order - 1022,15/04/2024 22:46,Invoice - 413,USER - 07897,,,CUST - 011
Order - 1023,15/04/2024 22:46,Invoice - 414,USER - 07897,,,CUST - 011
Order - 1024,15/04/2024 22:46,Invoice - 415,USER - 07897,,,CUST - 011
Order - 1025,15/04/2024 22:46,Invoice - 416,USER - 07897,,,CUST - 011
Order - 1017,16/04/2024 22:00,Invoice - 417,USER - 07897,,,CUST - 005
Order - 1026,16/04/2024 22:23,Invoice - 418,USER - 07897,,,CUST - 011
Order - 1040,17/04/2024 22:13,Invoice - 419,USER - 07897,,,CUST - 011
Order - 1041,17/04/2024 22:13,Invoice - 420,USER - 07897,,,CUST - 011
Order - 1042,17/04/2024 22:13,Invoice - 421,USER - 07897,,,CUST - 011
Order - 1043,17/04/2024 22:13,Invoice - 422,USER - 07897,,,CUST - 011
Order - 1039,17/04/2024 22:32,Invoice - 423,USER - 07897,,,CUST - 023
Order - 1044,18/04/2024 22:00,Invoice - 424,USER - 07897,,,CUST - 011
Order - 0850,18/04/2024 22:07,Invoice - 425,USER - 07897,,,CUST - 001
Order - 1048,22/04/2024 22:16,Invoice - 426,USER - 07897,,,CUST - 011
Order - 1049,22/04/2024 22:16,Invoice - 427,USER - 07897,,,CUST - 011
Order - 1050,23/04/2024 22:17,Invoice - 428,USER - 07897,,,CUST - 011
Order - 1062,24/04/2024 22:00,Invoice - 429,USER - 07897,,,CUST - 005
Order - 1039,24/04/2024 22:38,Invoice - 430,USER - 07897,,,CUST - 023
Order - 1064,25/04/2024 22:41,Invoice - 431,USER - 07897,2024-05-27,USER - 07897,CUST - 011
Order - 1065,26/04/2024 22:43,Invoice - 432,USER - 07897,2024-05-27,USER - 07897,CUST - 011
Order - 0768,29/04/2024 22:00,Invoice - 433,USER - 07897,,,CUST - 005
Order - 1066,29/04/2024 22:00,Invoice - 434,USER - 07897,,,CUST - 005
Order - 1070,29/04/2024 22:36,Invoice - 435,USER - 07897,2024-05-27,USER - 07897,CUST - 011
Order - 1039,29/04/2024 22:56,Invoice - 436,USER - 07897,,,CUST - 023
Order - 1062,30/04/2024 13:45,Invoice - 437,USER - 03649,,,CUST - 005
Order - 0993,30/04/2024 13:48,Invoice - 438,USER - 03649,2024-05-15,USER - 03649,CUST - 005
Order - 0850,08/05/2024 22:23,Invoice - 439,USER - 07897,,,CUST - 001
Order - 1039,08/05/2024 22:30,Invoice - 440,USER - 07897,,,CUST - 023
Order - 1118,09/05/2024 22:24,Invoice - 441,USER - 07897,,,CUST - 011
Order - 1119,09/05/2024 22:24,Invoice - 442,USER - 07897,,,CUST - 011
Order - 1125,10/05/2024 22:47,Invoice - 443,USER - 07897,,,CUST - 011
Order - 1126,10/05/2024 22:47,Invoice - 444,USER - 07897,,,CUST - 011
Order - 1097,14/05/2024 22:00,Invoice - 445,USER - 07897,,,CUST - 005
Order - 1129,14/05/2024 22:01,Invoice - 446,USER - 07897,,,CUST - 011
Order - 1130,14/05/2024 22:01,Invoice - 447,USER - 07897,,,CUST - 011
Order - 1066,15/05/2024 22:00,Invoice - 448,USER - 07897,,,CUST - 005
Order - 1133,15/05/2024 22:41,Invoice - 449,USER - 07897,,,CUST - 011
Order - 1160,16/05/2024 23:05,Invoice - 450,USER - 07897,,,CUST - 011
Order - 0854,17/05/2024 22:00,Invoice - 451,USER - 07897,,,CUST - 005
Order - 1162,17/05/2024 22:12,Invoice - 452,USER - 07897,,,CUST - 011
Order - 1170,21/05/2024 22:42,Invoice - 453,USER - 07897,,,CUST - 011
Order - 1172,21/05/2024 22:42,Invoice - 454,USER - 07897,,,CUST - 011
Order - 1189,22/05/2024 22:00,Invoice - 455,USER - 07897,,,CUST - 005
Order - 1189,22/05/2024 22:00,Invoice - 456,USER - 07897,,,CUST - 005
Order - 1189,22/05/2024 22:00,Invoice - 457,USER - 07897,,,CUST - 005
Order - 1191,23/05/2024 23:04,Invoice - 458,USER - 07897,,,CUST - 011
Order - 1062,24/05/2024 22:00,Invoice - 459,USER - 07897,,,CUST - 005
Order - 1190,24/05/2024 22:33,Invoice - 460,USER - 07897,,,CUST - 011
Order - 1192,24/05/2024 22:33,Invoice - 461,USER - 07897,,,CUST - 011
Order - 1193,24/05/2024 22:33,Invoice - 462,USER - 07897,,,CUST - 011
Order - 1194,24/05/2024 22:33,Invoice - 463,USER - 07897,,,CUST - 011
Order - 1197,27/05/2024 23:09,Invoice - 464,USER - 07897,,,CUST - 011
Order - 1198,27/05/2024 23:09,Invoice - 465,USER - 07897,,,CUST - 011
Order - 1200,29/05/2024 22:43,Invoice - 466,USER - 07897,,,CUST - 011
Order - 1218,04/06/2024 22:17,Invoice - 467,USER - 07897,,,CUST - 011
Order - 1219,04/06/2024 22:17,Invoice - 468,USER - 07897,,,CUST - 011
Order - 1234,05/06/2024 22:41,Invoice - 469,USER - 07897,,,CUST - 011
Order - 1235,05/06/2024 22:41,Invoice - 470,USER - 07897,,,CUST - 011
Order - 1238,06/06/2024 22:44,Invoice - 471,USER - 07897,,,CUST - 011
Order - 1169,11/06/2024 22:00,Invoice - 472,USER - 07897,,,CUST - 005
Order - 1240,11/06/2024 22:00,Invoice - 473,USER - 07897,,,CUST - 005
Order - 1240,11/06/2024 22:00,Invoice - 474,USER - 07897,,,CUST - 005
Order - 1240,11/06/2024 22:00,Invoice - 475,USER - 07897,,,CUST - 005
Order - 1240,11/06/2024 22:00,Invoice - 476,USER - 07897,,,CUST - 005
Order - 1244,11/06/2024 22:44,Invoice - 477,USER - 07897,,,CUST - 011
Order - 1245,11/06/2024 22:44,Invoice - 478,USER - 07897,,,CUST - 011
Order - 0768,12/06/2024 22:00,Invoice - 479,USER - 07897,,,CUST - 005
Order - 0768,12/06/2024 22:00,Invoice - 480,USER - 07897,,,CUST - 005
Order - 1189,12/06/2024 22:00,Invoice - 481,USER - 07897,,,CUST - 005
Order - 1261,12/06/2024 22:21,Invoice - 482,USER - 07897,,,CUST - 011
Order - 1262,12/06/2024 22:21,Invoice - 483,USER - 07897,,,CUST - 011
Order - 1263,12/06/2024 22:21,Invoice - 484,USER - 07897,,,CUST - 011
Order - 1264,13/06/2024 22:17,Invoice - 485,USER - 07897,,,CUST - 011
Order - 1267,13/06/2024 22:17,Invoice - 486,USER - 07897,,,CUST - 011
Order - 1268,13/06/2024 22:17,Invoice - 487,USER - 07897,,,CUST - 011
Order - 1269,17/06/2024 23:14,Invoice - 488,USER - 07897,,,CUST - 011
Order - 1189,20/06/2024 22:00,Invoice - 489,USER - 07897,,,CUST - 005
Order - 0850,20/06/2024 22:51,Invoice - 490,USER - 07897,,,CUST - 001
Order - 1282,21/06/2024 08:53,Invoice - 491,USER - 08479,,,CUST - 011
Order - 1284,21/06/2024 08:56,Invoice - 492,USER - 08479,,,CUST - 011
Order - 1283,21/06/2024 09:06,Invoice - 493,USER - 08479,,,CUST - 011
Order - 1302,25/06/2024 01:42,Invoice - 494,USER - 07897,,,CUST - 011
Order - 1303,25/06/2024 01:42,Invoice - 495,USER - 07897,,,CUST - 011
Order - 1304,25/06/2024 22:08,Invoice - 496,USER - 07897,,,CUST - 011
Order - 1305,25/06/2024 22:08,Invoice - 497,USER - 07897,,,CUST - 011
Order - 1306,25/06/2024 22:08,Invoice - 498,USER - 07897,,,CUST - 011
Order - 0768,26/06/2024 22:00,Invoice - 499,USER - 07897,,,CUST - 005
Order - 0854,26/06/2024 22:00,Invoice - 500,USER - 07897,,,CUST - 005
Order - 1308,26/06/2024 22:00,Invoice - 501,USER - 07897,,,CUST - 005
Order - 1309,26/06/2024 22:41,Invoice - 502,USER - 07897,,,CUST - 011
Order - 1310,26/06/2024 22:41,Invoice - 503,USER - 07897,,,CUST - 011
Order - 1311,27/06/2024 22:29,Invoice - 504,USER - 07897,,,CUST - 011
Order - 1275,28/06/2024 22:00,Invoice - 505,USER - 07897,,,CUST - 005
Order - 1334,01/07/2024 22:25,Invoice - 506,USER - 07897,,,CUST - 011
Order - 1335,02/07/2024 22:40,Invoice - 507,USER - 07897,,,CUST - 011
Order - 1362,03/07/2024 22:24,Invoice - 508,USER - 07897,,,CUST - 011
Order - 1363,04/07/2024 22:44,Invoice - 509,USER - 07897,2024-08-16,USER - 07897,CUST - 011
Order - 1364,04/07/2024 22:44,Invoice - 510,USER - 07897,2024-08-28,USER - 07897,CUST - 011
Order - 1365,05/07/2024 22:07,Invoice - 511,USER - 07897,2024-08-08,USER - 07897,CUST - 011
Order - 1189,09/07/2024 22:00,Invoice - 512,USER - 07897,2024-08-21,USER - 07897,CUST - 005
Order - 1240,09/07/2024 22:00,Invoice - 513,USER - 07897,2024-08-21,USER - 07897,CUST - 005
Order - 1369,09/07/2024 22:35,Invoice - 514,USER - 07897,2024-08-28,USER - 07897,CUST - 011
Order - 1370,09/07/2024 22:35,Invoice - 515,USER - 07897,2024-08-08,USER - 07897,CUST - 011
Order - 1387,10/07/2024 22:23,Invoice - 516,USER - 07897,2024-08-08,USER - 07897,CUST - 011
Order - 1388,10/07/2024 22:23,Invoice - 517,USER - 07897,2024-08-08,USER - 07897,CUST - 011
Order - 1392,12/07/2024 22:38,Invoice - 518,USER - 07897,2024-08-31,USER - 07897,CUST - 011
Order - 1393,12/07/2024 22:38,Invoice - 519,USER - 07897,2024-08-28,USER - 07897,CUST - 011
Order - 1394,15/07/2024 22:24,Invoice - 520,USER - 07897,2024-08-14,USER - 07897,CUST - 011
Order - 1395,16/07/2024 22:32,Invoice - 521,USER - 07897,2024-08-14,USER - 07897,CUST - 011
Order - 1396,17/07/2024 22:17,Invoice - 522,USER - 07897,2024-08-14,USER - 07897,CUST - 011
Order - 1399,17/07/2024 22:17,Invoice - 523,USER - 07897,2024-08-28,USER - 07897,CUST - 011
Order - 1400,17/07/2024 22:17,Invoice - 524,USER - 07897,2024-08-28,USER - 07897,CUST - 011
Order - 1425,19/07/2024 22:31,Invoice - 525,USER - 07897,2024-08-28,USER - 07897,CUST - 011
Order - 1432,23/07/2024 22:00,Invoice - 526,USER - 07897,2024-08-21,USER - 07897,CUST - 011
Order - 1435,23/07/2024 22:00,Invoice - 527,USER - 07897,2024-08-16,USER - 07897,CUST - 011
Order - 1437,24/07/2024 22:00,Invoice - 528,USER - 07897,2024-08-16,USER - 07897,CUST - 011
Order - 1438,24/07/2024 22:00,Invoice - 529,USER - 07897,2024-08-28,USER - 07897,CUST - 011
Order - 1439,24/07/2024 22:00,Invoice - 530,USER - 07897,2024-08-31,USER - 07897,CUST - 011
Order - 1440,25/07/2024 22:00,Invoice - 531,USER - 07897,2024-08-21,USER - 07897,CUST - 011
Order - 1445,30/07/2024 22:01,Invoice - 532,USER - 07897,,,CUST - 011
Order - 1446,30/07/2024 22:01,Invoice - 533,USER - 07897,,,CUST - 011
Order - 1447,30/07/2024 22:01,Invoice - 534,USER - 07897,2024-08-28,USER - 07897,CUST - 011
Order - 1275,31/07/2024 22:00,Invoice - 535,USER - 07897,,,CUST - 005
Order - 1480,02/08/2024 22:00,Invoice - 536,USER - 07897,,,CUST - 011
Order - 1481,02/08/2024 22:00,Invoice - 537,USER - 07897,,,CUST - 011
Order - 1240,08/08/2024 22:00,Invoice - 538,USER - 07897,,,CUST - 005
Order - 1521,14/08/2024 22:42,Invoice - 539,USER - 07897,,,CUST - 011
Order - 1522,14/08/2024 22:42,Invoice - 540,USER - 07897,,,CUST - 011
Order - 1523,14/08/2024 22:42,Invoice - 541,USER - 07897,,,CUST - 011
Order - 1524,14/08/2024 22:42,Invoice - 542,USER - 07897,,,CUST - 011
Order - 1433,20/08/2024 15:10,Invoice - 543,USER - 08479,,,CUST - 011
Order - 1275,20/08/2024 22:00,Invoice - 544,USER - 07897,,,CUST - 005
Order - 1527,20/08/2024 22:51,Invoice - 545,USER - 07897,,,CUST - 011
Order - 1530,21/08/2024 22:00,Invoice - 546,USER - 07897,,,CUST - 011
Order - 1531,21/08/2024 22:00,Invoice - 547,USER - 07897,,,CUST - 011
Order - 1554,22/08/2024 22:28,Invoice - 548,USER - 07897,,,CUST - 011
Order - 1555,26/08/2024 23:05,Invoice - 549,USER - 07897,,,CUST - 011
Order - 1556,26/08/2024 23:05,Invoice - 550,USER - 07897,,,CUST - 011
Order - 1557,26/08/2024 23:05,Invoice - 551,USER - 07897,,,CUST - 011
Order - 1558,27/08/2024 22:11,Invoice - 552,USER - 07897,,,CUST - 011
Order - 1571,29/08/2024 23:11,Invoice - 553,USER - 07897,,,CUST - 011
Order - 1275,30/08/2024 22:00,Invoice - 554,USER - 07897,,,CUST - 005
Order - 1312,30/08/2024 22:00,Invoice - 555,USER - 07897,,,CUST - 005
Order - 1597,05/09/2024 23:05,Invoice - 556,USER - 07897,,,CUST - 001
Order - 1275,09/09/2024 22:00,Invoice - 557,USER - 07897,,,CUST - 005
Order - 1597,13/09/2024 22:49,Invoice - 558,USER - 07897,,,CUST - 001
Order - 1597,17/09/2024 22:28,Invoice - 559,USER - 07897,,,CUST - 001
Order - 1275,24/09/2024 22:00,Invoice - 560,USER - 07897,,,CUST - 005
Order - 1662,25/09/2024 22:00,Invoice - 561,USER - 07897,,,CUST - 005
