order_id,product_id,quantity,price_per_unit
574,176,2,431
575,140,2,313
575,155,3,935
575,132,2,342
575,113,3,997
575,128,2,88
576,77,1,169
576,22,3,123
576,31,2,652
576,188,1,318
577,118,2,684
578,163,2,938
578,4,2,170
578,49,3,700
578,103,2,455
578,170,3,605
579,182,3,164
579,65,1,53
579,41,2,525
579,104,1,346
579,3,1,591
580,31,2,721
580,58,1,69
580,33,2,346
580,52,3,455
581,176,1,394
581,60,3,105
581,182,1,580
582,85,3,184
582,171,1,776
582,183,3,788
583,131,2,121
583,103,1,110
583,174,3,614
583,32,3,94
584,95,1,995
584,150,3,525
584,36,3,538
584,104,2,127
585,14,2,408
586,152,3,242
586,61,2,398
587,25,2,810
587,178,3,254
587,144,3,919
587,14,2,500
587,2,1,867
588,110,3,234
588,179,2,128
589,77,3,784
589,131,1,966
590,179,3,373
591,168,1,609
592,123,3,317
592,89,1,739
592,24,1,105
593,189,1,243
593,96,1,328
594,127,1,851
594,95,2,88
594,54,2,745
594,102,2,858
594,27,1,654
595,155,1,929
595,198,3,533
595,34,1,426
595,68,1,337
595,23,1,452
596,1,3,369
596,69,2,308
596,132,1,783
596,62,1,740
597,164,2,636
597,113,3,442
597,190,2,931
598,121,2,146
599,193,2,58
599,39,1,931
599,32,2,241
600,46,1,462
600,51,3,235
600,142,1,663
601,145,1,222
601,28,2,689
601,59,3,71
602,149,3,700
602,188,1,61
602,47,3,428
603,184,3,699
603,79,3,281
603,2,3,636
603,5,2,63
604,109,3,618
604,123,1,772
605,137,2,219
605,59,3,340
605,157,1,216
605,179,3,882
605,123,2,894
606,30,2,69
606,56,1,537
606,65,3,104
606,102,3,280
606,163,1,158
607,117,2,140
608,165,3,607
608,193,1,336
608,182,1,366
609,29,2,115
609,119,2,179
609,2,2,220
610,4,3,965
610,154,3,301
610,21,3,65
610,183,1,971
611,182,1,639
611,103,2,922
611,131,1,405
611,85,3,448
611,190,2,153
612,176,3,628
612,116,2,893
612,116,2,611
612,109,3,249
613,34,1,388
613,183,3,699
613,177,2,435
614,190,1,360
614,39,1,64
614,44,3,60
614,151,3,273
615,59,3,374
615,35,1,689
615,70,2,861
615,10,1,381
615,104,2,328
616,80,3,731
616,163,1,140
616,62,3,280
617,190,3,848
617,95,3,708
617,170,3,450
618,168,3,929
618,133,2,983
618,81,1,521
619,191,3,368
619,197,2,96
619,100,2,514
619,68,3,989
620,14,3,808
620,38,3,922
620,118,1,254
621,87,2,367
621,73,2,900
621,159,1,847
621,47,3,691
621,118,3,995
622,71,3,189
622,16,3,733
623,200,1,991
623,136,3,641
624,51,2,612
624,104,1,596
625,56,1,248
626,50,2,291
626,63,1,987
626,153,1,118
626,113,3,956
626,174,3,511
627,17,1,775
627,48,1,628
627,8,2,947
628,108,3,541
628,100,1,64
628,58,3,299
628,2,3,822
629,167,1,656
629,85,2,672
629,124,2,263
630,92,3,464
630,199,1,445
631,108,1,762
632,169,3,436
632,80,2,361
632,5,2,472
632,80,2,1000
633,196,1,580
634,47,2,529
634,178,1,704
634,159,1,391
634,103,2,208
634,80,1,239
635,72,3,613
636,171,1,533
636,21,1,63
636,110,2,208
637,181,1,884
637,75,3,406
637,150,3,491
637,185,2,206
637,72,1,432
638,132,2,518
638,95,2,282
638,180,1,449
638,115,1,60
638,20,2,532
639,68,3,550
639,57,3,327
639,46,1,297
639,21,1,847
640,171,1,719
640,89,2,682
641,36,3,727
642,75,2,95
642,103,1,859
643,78,3,171
644,100,2,910
644,11,1,998
645,146,3,852
645,158,1,581
645,156,2,595
645,135,1,840
645,157,2,372
646,136,1,792
647,153,2,883
647,107,2,484
647,74,3,381
648,198,2,770
649,33,3,893
649,172,3,147
649,152,3,307
649,192,1,200
649,191,1,625
650,40,3,957
650,104,2,693
650,195,2,513
650,18,2,789
651,4,2,153
651,66,3,771
651,38,2,898
652,53,1,943
652,89,3,458
653,177,3,729
654,180,1,854
654,188,2,846
654,90,2,251
655,45,2,966
655,94,2,940
655,195,2,707
656,110,3,388
656,89,1,806
656,121,2,315
656,69,3,585
657,167,3,600
657,49,2,245
657,194,3,607
657,107,3,605
657,169,1,500
658,172,3,316
659,99,1,413
659,24,2,323
659,74,3,157
659,117,2,890
660,44,1,638
660,115,2,851
660,168,2,883
660,88,2,184
661,71,1,990
661,108,2,450
662,171,3,417
662,19,3,226
662,16,1,389
663,5,3,400
663,181,1,384
663,29,1,103
663,136,3,276
664,165,2,711
664,106,2,859
664,37,2,981
665,147,3,73
665,57,1,867
666,130,3,366
666,115,3,138
666,53,2,59
667,120,2,850
667,54,1,689
667,19,3,354
667,158,3,189
668,72,1,261
668,136,3,734
668,131,3,452
668,119,2,430
668,150,3,459
669,9,3,487
670,15,2,200
670,175,3,64
670,129,2,912
670,85,3,994
671,108,1,592
671,187,2,735
672,20,2,587
672,105,1,756
672,32,1,778
672,192,1,793
673,137,3,823
673,159,3,127
674,126,2,111
674,99,1,320
674,111,1,89
674,77,3,270
675,162,3,985
675,173,1,664
675,63,2,844
675,14,3,898
676,104,1,397
676,195,1,656
676,136,1,222
676,43,1,320
676,10,2,765
677,199,2,924
677,124,3,769
677,51,3,565
677,185,3,214
677,73,2,740
678,112,1,391
678,159,1,711
678,79,1,514
679,94,3,910
680,89,2,810
680,94,3,806
681,126,1,799
682,190,3,417
682,125,3,219
682,191,2,596
682,35,1,285
683,24,2,632
683,153,1,540
683,132,1,170
683,170,2,87
683,124,1,317
684,79,2,159
685,119,3,245
685,153,2,865
686,153,2,918
686,138,3,625
686,143,1,819
686,92,2,617
686,112,3,932
687,48,1,632
688,161,2,747
689,104,3,874
689,192,3,491
690,89,3,815
691,122,3,716
691,127,1,65
692,140,1,299
692,16,2,626
693,77,1,744
693,110,2,160
693,70,1,233
693,56,1,584
693,125,2,578
694,103,3,212
694,96,2,798
694,160,1,155
694,30,2,913
695,46,3,739
695,78,2,810
695,10,1,448
695,149,2,703
696,71,3,905
696,57,1,335
696,13,2,991
696,85,2,733
696,64,3,777
697,116,3,90
697,47,1,569
697,131,3,788
698,63,3,696
698,18,2,159
698,146,1,886
698,193,2,379
698,174,2,404
699,117,1,52
700,119,1,581
700,3,1,659
701,108,1,51
701,124,1,704
701,69,1,943
701,127,1,766
701,76,1,349
702,184,1,80
702,148,1,158
702,172,3,821
702,17,3,490
703,68,1,314
704,29,2,188
705,119,3,624
705,163,1,180
705,49,2,664
705,103,1,940
706,30,3,788
706,122,3,215
706,177,3,350
707,80,1,535
708,61,1,671
709,157,3,756
710,140,3,721
710,197,2,838
711,139,2,236
712,88,1,711
712,81,3,697
713,190,1,881
714,182,3,732
715,14,2,629
715,162,2,563
715,67,3,597
715,61,1,150
716,141,1,978
717,145,3,373
717,80,1,783
717,140,2,409
717,128,2,509
717,51,2,306
718,124,1,682
719,189,1,609
719,74,1,177
719,11,2,461
719,78,3,199
720,138,1,844
720,177,1,912
720,89,2,809
720,15,2,918
720,80,1,383
721,183,2,522
722,5,1,189
722,61,3,842
723,9,2,987
723,113,3,504
723,45,1,795
723,54,3,311
723,62,2,136
724,29,3,637
724,37,3,282
724,133,3,125
725,58,1,432
725,180,3,429
725,145,3,108
725,55,3,369
726,72,3,382
726,1,2,969
726,141,3,916
726,54,1,114
727,33,1,147
727,153,1,526
728,44,1,605
729,40,3,284
730,177,1,870
731,63,2,202
731,45,1,588
731,69,3,883
731,103,2,138
731,65,3,627
732,152,2,347
732,165,3,103
733,16,3,540
733,170,2,297
734,8,1,602
734,45,3,236
735,12,1,941
735,83,3,823
735,52,2,197
735,109,1,890
735,79,3,265
736,128,2,372
736,67,1,276
737,95,1,143
737,4,1,176
737,79,3,803
737,25,2,911
737,90,3,293
738,97,3,734
738,105,3,417
738,81,3,339
739,45,2,608
739,75,2,865
739,151,3,534
739,35,3,749
739,182,3,730
740,25,3,581
741,43,1,135
741,71,3,186
741,193,2,306
741,70,3,976
741,35,3,372
742,82,3,252
743,95,1,687
743,57,2,597
744,94,1,460
744,74,1,551
745,57,1,186
746,84,2,681
746,17,3,662
746,49,3,372
746,38,3,412
746,135,2,178
747,118,1,142
748,44,3,528
748,188,3,744
748,125,1,695
748,91,1,764
749,68,2,331
749,41,3,659
749,185,1,203
749,28,1,686
750,48,3,361
750,51,1,614
750,164,3,654
750,129,2,176
751,83,1,314
751,191,1,439
751,60,2,578
751,105,2,779
752,51,3,664
752,103,2,179
752,87,1,359
752,107,2,957
753,192,2,961
754,65,1,592
754,66,2,486
755,163,3,377
756,95,3,586
756,184,3,614
756,35,2,840
757,102,3,176
757,27,2,804
757,186,1,685
758,9,2,504
758,66,2,252
759,97,1,66
760,127,1,190
760,151,3,956
760,123,2,65
760,32,2,774
761,25,2,298
762,36,2,605
762,27,3,141
762,80,3,752
762,45,1,312
762,103,3,952
763,155,1,864
763,66,1,372
763,147,2,73
763,196,1,671
763,98,2,266
764,7,3,925
765,126,1,735
765,191,3,280
765,66,3,540
766,41,1,995
766,113,2,417
767,136,2,872
768,48,1,73
769,190,3,115
769,171,1,571
770,69,3,136
770,197,1,501
770,120,2,647
771,24,3,548
771,44,3,837
771,119,3,769
772,132,1,98
772,118,2,57
772,110,2,583
772,180,1,573
772,114,1,726
773,177,1,642
773,93,1,87
774,130,3,939
774,156,3,915
774,106,2,723
774,159,1,855
775,38,3,527
775,35,2,71
775,144,2,907
775,7,1,138
775,18,1,894
776,78,3,112
776,105,3,461
776,108,1,539
776,93,2,332
776,82,3,550
777,43,3,979
777,128,3,396
778,161,2,718
778,131,1,121
778,118,3,187
778,124,3,378
778,107,2,537
779,122,3,699
779,121,2,842
779,108,1,74
779,146,2,230
780,173,2,982
780,37,2,231
780,182,3,923
781,191,2,853
781,18,2,207
781,115,1,525
781,110,3,62
782,120,3,967
782,56,2,882
783,55,2,303
783,24,1,699
783,101,1,852
783,143,3,220
783,178,2,894
784,155,2,753
784,114,2,51
785,194,3,512
785,155,2,916
785,15,2,679
785,176,2,646
786,153,2,900
786,126,1,587
786,116,1,871
787,21,2,620
787,44,1,709
788,133,1,353
789,56,2,739
790,22,1,829
790,192,3,492
790,29,2,800
790,8,3,630
790,47,3,215
791,56,2,847
791,17,3,693
791,60,2,313
791,84,1,67
791,132,3,206
792,161,1,924
793,115,1,616
794,74,1,650
794,134,3,420
794,88,1,321
794,168,3,121
794,88,1,810
795,152,3,702
796,70,3,885
797,70,1,898
797,119,2,469
798,31,3,763
798,7,1,460
798,132,3,96
799,138,2,670
799,160,2,879
799,104,2,879
799,90,1,272
800,12,3,634
800,142,2,760
800,144,3,481
800,17,1,334
800,154,2,856
801,188,2,222
801,28,1,440
801,157,2,70
802,154,1,389
803,138,1,654
803,10,1,667
804,93,1,132
804,44,1,594
804,153,3,690
804,112,1,939
804,101,1,980
805,12,1,466
806,163,3,404
806,114,3,147
806,52,2,990
806,157,1,188
806,143,2,926
807,75,2,818
808,150,2,192
808,59,1,978
808,140,2,126
808,156,3,130
809,9,2,494
809,186,1,229
809,165,3,200
810,41,3,651
810,24,2,947
810,181,1,849
811,104,3,184
812,155,1,660
812,96,2,705
812,88,3,163
812,45,2,123
812,118,1,432
813,173,3,535
813,39,2,347
814,8,3,709
814,51,3,203
814,28,3,965
814,138,3,287
814,182,1,856
815,180,3,464
816,4,3,965
816,144,1,86
816,180,1,943
816,140,2,153
816,77,3,794
817,89,2,358
817,51,3,892
817,111,3,853
817,12,3,120
818,93,3,673
818,161,3,674
818,140,1,989
818,182,1,494
818,51,3,949
819,84,1,502
820,169,3,577
820,58,1,294
821,120,1,213
822,48,2,570
822,98,3,638
822,75,2,357
822,127,3,834
822,48,3,985
823,174,3,820
824,182,3,933
824,103,2,286
825,70,2,923
826,52,3,581
826,40,1,259
827,181,3,510
828,121,3,195
828,192,2,91
828,107,3,751
828,174,2,927
829,31,1,697
829,25,2,353
830,72,3,943
830,32,1,777
830,80,3,476
831,55,2,459
831,119,2,965
831,150,3,418
831,104,3,281
831,110,1,84
832,42,1,323
832,52,2,225
832,123,1,306
833,67,3,336
833,77,2,217
834,79,1,561
834,86,3,206
834,148,3,992
834,52,1,989
834,30,2,570
835,136,2,280
835,167,3,603
835,48,1,919
835,103,2,542
836,146,3,412
836,82,3,725
836,137,3,557
837,153,2,597
837,158,3,663
837,10,3,446
837,124,3,814
838,128,3,306
838,165,2,299
838,87,1,969
838,197,1,128
838,42,2,700
839,167,3,136
839,72,1,595
840,115,3,389
840,130,2,508
840,23,3,894
840,138,1,875
840,121,2,527
841,55,1,940
841,6,1,196
841,141,3,280
841,25,3,496
841,129,1,195
842,177,1,654
843,8,3,924
843,43,3,341
843,22,3,939
843,42,1,793
843,144,3,173
844,25,1,709
844,171,2,694
844,64,2,804
844,84,1,642
844,184,3,993
845,32,1,345
846,200,2,350
846,26,3,567
846,105,3,984
847,169,3,499
848,27,3,435
848,125,1,711
848,71,1,567
848,172,2,455
849,142,1,84
849,93,1,541
849,157,1,674
849,80,3,137
850,108,2,533
850,91,3,426
850,55,1,648
851,23,3,661
851,66,1,401
851,81,2,173
851,3,2,428
851,92,1,502
852,140,1,901
852,173,1,958
852,52,3,52
852,174,3,628
853,53,2,287
853,15,2,412
853,104,2,573
853,23,2,537
853,121,2,938
854,98,2,844
855,25,3,681
855,38,3,423
855,55,3,386
855,123,3,325
855,59,2,325
856,17,1,182
856,151,1,902
856,4,1,107
856,131,1,144
856,191,1,732
857,101,2,216
857,151,2,103
857,126,1,204
858,122,1,545
858,127,2,998
858,119,3,966
858,136,2,695
858,150,1,278
859,7,3,255
859,128,1,855
859,51,3,843
860,108,1,603
860,200,2,254
860,32,3,870
861,146,2,651
861,73,3,477
862,100,2,239
862,95,3,742
863,66,3,226
864,160,1,90
864,147,2,509
864,26,1,994
864,51,1,770
864,53,1,525
865,101,1,371
865,112,3,207
865,189,2,643
865,143,1,295
865,43,1,361
866,92,2,139
866,195,2,58
866,154,3,507
866,140,2,870
867,193,3,249
867,49,1,152
867,136,1,90
867,122,1,792
867,150,2,646
868,82,1,672
868,191,2,903
868,58,1,495
869,113,2,492
869,190,2,630
869,153,3,932
869,169,1,196
869,101,3,409
870,37,1,67
870,51,1,724
870,77,3,719
870,117,3,223
870,55,1,444
871,13,3,529
871,150,1,476
871,83,3,336
871,53,3,353
872,147,2,855
872,134,1,218
872,141,1,905
873,64,3,311
873,171,3,270
874,155,3,761
874,145,3,735
874,65,2,932
874,161,3,367
875,131,2,825
875,99,2,742
876,130,3,924
877,116,2,834
877,65,2,706
877,196,1,543
877,18,1,419
878,48,3,542
879,108,2,418
879,160,1,424
879,150,3,974
879,40,3,356
879,82,2,450
880,6,2,813
880,161,2,134
881,47,1,320
881,91,3,411
881,193,3,644
881,106,1,84
881,90,1,248
882,186,1,143
882,67,2,655
883,158,3,314
883,126,3,303
884,33,2,413
884,81,1,411
885,171,3,296
886,122,2,942
886,135,1,625
887,53,1,381
887,133,3,704
887,120,2,464
887,166,2,835
888,198,3,938
888,10,1,160
888,152,2,339
889,153,1,188
890,11,2,133
890,15,2,667
891,51,1,898
891,16,3,677
892,122,2,637
892,41,2,364
892,200,1,107
892,62,2,433
892,172,3,734
893,155,2,486
893,177,1,458
893,36,2,945
894,126,2,594
895,88,1,55
895,104,1,640
895,162,3,446
896,81,1,238
896,199,3,521
896,36,1,244
897,111,1,257
897,134,2,647
897,160,3,912
898,109,3,688
898,165,1,718
898,43,2,943
899,132,1,611
900,83,3,915
901,23,2,234
901,37,1,224
901,40,2,111
902,101,2,415
902,2,3,162
902,162,1,961
902,142,3,554
903,67,1,819
903,165,2,135
903,117,2,918
903,179,3,593
903,108,2,885
904,162,2,967
905,196,2,182
906,151,1,157
906,1,2,524
906,181,1,156
906,135,3,708
906,175,1,308
907,11,2,740
907,115,1,499
907,16,2,137
907,32,1,507
908,51,1,142
908,186,1,277
908,145,1,748
908,144,2,129
909,157,1,205
909,32,1,102
909,73,2,147
910,83,1,604
910,168,2,433
911,17,3,595
912,143,3,920
913,121,3,208
913,168,2,596
913,110,3,164
913,179,2,676
913,92,3,652
914,176,3,454
914,192,1,799
914,64,2,51
914,91,2,141
914,182,3,431
915,64,3,167
916,141,1,164
917,73,2,73
917,111,1,375
917,156,1,773
917,141,2,129
918,29,3,979
918,184,3,763
918,142,2,779
919,121,3,468
919,110,3,515
919,79,2,417
919,15,2,172
919,1,1,433
920,36,1,236
920,147,1,151
920,45,2,140
920,57,3,843
921,83,3,443
921,2,2,253
922,138,3,98
922,147,3,605
923,178,3,770
923,5,1,821
923,132,1,612
923,68,2,160
924,79,2,733
925,26,1,395
925,160,1,821
925,27,2,651
925,58,3,885
925,12,1,449
926,163,2,867
927,12,1,989
927,122,2,340
927,86,3,329
928,200,2,368
928,80,2,746
929,27,1,956
929,152,3,617
929,117,2,229
930,162,3,125
930,171,1,146
930,171,3,154
930,92,3,189
931,161,3,838
932,173,1,686
932,70,1,181
933,18,3,371
934,46,2,832
935,198,1,942
936,97,3,994
936,137,2,208
937,93,2,272
937,188,3,113
938,122,2,97
938,196,3,808
938,181,1,873
938,127,3,562
939,9,1,445
940,97,1,321
940,186,3,826
940,79,1,84
941,81,2,831
942,38,1,221
942,40,3,106
942,113,2,273
942,162,3,408
942,188,3,273
943,102,1,564
944,126,3,851
944,150,1,436
945,76,1,492
945,41,3,728
945,131,1,797
945,164,2,310
945,85,1,656
946,151,3,452
947,177,1,709
947,122,2,812
947,130,3,255
947,150,3,214
947,176,2,835
948,37,2,433
949,14,2,879
950,191,3,926
950,147,3,813
950,45,3,993
950,8,3,517
950,42,2,178
951,141,2,307
952,130,2,666
952,122,3,858
953,101,1,962
954,38,1,181
954,180,1,739
954,18,1,123
954,168,2,921
955,186,3,645
955,49,1,443
955,37,2,986
955,88,1,762
956,97,3,531
956,11,2,171
956,175,2,967
956,90,1,878
956,46,1,966
957,89,3,503
957,190,2,234
957,132,1,96
957,62,2,439
957,156,3,858
958,77,2,983
958,92,3,629
958,183,3,233
959,2,2,439
960,66,3,79
960,189,2,559
961,149,1,890
961,38,1,674
961,130,3,804
962,177,1,953
962,34,3,52
962,12,1,633
963,3,1,556
963,178,1,475
963,34,1,925
963,185,3,524
963,50,3,404
964,189,2,53
964,79,2,402
965,31,2,229
965,19,1,443
965,60,3,700
965,169,2,369
966,184,1,865
967,150,1,530
967,116,2,591
967,188,1,151
967,161,2,168
967,100,1,635
968,144,1,521
968,72,2,917
969,27,3,502
969,96,1,683
970,87,1,257
970,34,2,216
970,100,1,845
970,108,2,197
971,123,3,122
972,183,2,809
972,67,1,168
972,58,3,801
972,29,1,98
972,148,2,845
973,186,1,734
973,116,1,946
973,181,1,345
973,102,2,622
973,106,2,483
974,25,1,516
974,189,3,872
974,7,2,760
974,27,1,871
974,132,3,589
975,12,1,442
975,21,3,320
976,105,2,656
977,106,2,873
977,142,3,189
977,177,2,177
978,118,1,758
978,10,3,254
978,152,1,557
978,71,1,583
979,199,2,790
979,145,3,911
980,46,3,421
980,137,2,180
980,117,1,315
980,86,2,335
981,161,2,126
981,38,2,898
982,189,2,694
983,69,2,177
983,39,3,135
983,149,1,301
983,61,3,279
984,193,1,931
984,96,2,708
985,35,2,200
985,134,2,339
985,138,3,568
986,72,3,284
986,167,1,966
986,57,3,885
986,130,3,487
987,14,3,865
987,177,3,176
988,120,3,242
988,1,1,656
989,63,2,285
989,143,2,489
989,86,2,274
990,37,1,341
990,156,3,950
991,79,3,962
991,125,3,141
991,191,2,801
992,110,1,877
992,4,2,339
992,163,1,453
992,82,1,468
992,83,2,756
993,141,3,998
993,3,2,659
993,98,1,76
993,161,1,882
993,154,3,260
994,121,2,387
994,6,2,276
994,29,2,564
994,26,1,988
995,95,2,778
995,73,3,438
995,136,1,893
995,82,2,819
996,17,3,384
996,88,3,108
997,107,3,571
997,197,3,963
997,122,2,855
997,13,1,704
997,180,2,75
998,132,2,636
998,112,3,114
998,86,2,719
999,28,3,112
999,54,3,129
1000,67,1,355
1000,64,1,189
1000,188,3,525
1000,120,1,361
1000,12,2,481
1001,181,2,214
1001,150,2,985
1001,65,3,887
1001,34,2,156
1002,24,2,706
1002,83,2,301
1002,96,3,638
1002,148,1,266
1002,121,1,975
1003,200,1,953
1003,101,3,355
1003,92,3,717
1004,20,2,923
1004,88,3,394
1004,48,3,628
1004,70,1,248
1005,93,1,124
1006,50,2,888
1006,155,3,588
1006,184,3,172
1007,76,2,975
1008,136,3,774
1008,101,3,310
1009,16,1,516
1009,81,2,579
1010,102,1,808
1010,76,1,254
1010,12,1,122
1011,176,2,364
1011,64,3,272
1011,199,1,295
1011,124,3,503
1012,13,3,702
1012,66,3,201
1012,128,1,664
1013,142,1,615
1013,31,2,274
1013,117,3,72
1013,28,1,649
1013,36,2,521
1014,175,2,336
1014,115,2,457
1014,154,1,800
1014,121,1,275
1015,46,1,267
1015,156,3,443
1015,76,1,172
1015,130,2,828
1015,39,2,111
1016,154,1,997
1016,151,2,859
1016,132,1,800
1016,60,2,746
1016,200,1,871
1017,49,1,81
1018,156,2,184
1018,77,3,76
1018,46,1,636
1018,183,2,684
1018,73,3,550
1019,95,2,769
1020,116,1,617
1020,148,2,663
1020,135,1,602
1021,42,3,251
1021,161,1,431
1021,110,2,317
1021,197,2,516
1022,153,2,205
1022,155,1,980
1022,129,2,821
1022,176,1,682
1023,33,2,91
1024,176,3,623
1024,23,2,482
1025,90,1,715
1026,196,1,506
1026,88,2,171
1026,104,2,646
1026,58,1,299
1026,123,1,912
1027,183,3,236
1027,35,2,74
1028,25,2,722
1028,126,1,523
1028,148,3,856
1028,1,3,663
1028,127,3,887
1029,181,1,686
1029,98,3,371
1029,29,2,296
1030,19,2,737
1030,23,1,417
1030,178,1,596
1031,138,2,89
1031,42,3,806
1031,163,2,178
1031,142,3,548
1032,66,2,687
1032,15,1,368
1033,4,3,64
1033,42,2,337
1033,58,2,241
1033,6,2,972
1034,13,2,117
1034,105,2,745
1035,90,3,982
1035,122,3,613
1035,59,2,403
1035,152,3,308
1035,118,1,868
1036,111,1,691
1037,200,1,319
1037,43,3,768
1038,78,3,564
1038,39,3,746
1039,106,1,384
1040,70,3,593
1040,165,1,639
1040,176,1,51
1040,134,1,898
1041,193,3,612
1041,171,3,720
1041,8,3,228
1042,166,1,520
1042,123,3,700
1042,189,3,69
1043,128,1,684
1043,18,1,746
1043,141,2,81
1043,157,3,340
1043,164,3,722
1044,112,2,791
1044,64,3,632
1044,128,1,276
1045,109,2,829
1045,109,1,210
1045,102,3,212
1045,115,3,788
1046,145,3,381
1046,33,3,955
1046,163,1,566
1046,174,2,78
1046,71,3,402
1047,127,3,569
1048,37,3,230
1048,21,3,343
1048,59,2,395
1048,65,1,704
1049,150,1,491
1049,190,1,913
1049,11,2,638
1049,79,3,600
1049,190,3,230
1050,139,2,803
1051,123,3,54
1051,195,3,781
1051,171,2,752
1052,63,1,1000
1053,16,2,919
1053,80,3,331
1053,147,2,268
1054,133,2,318
1055,48,3,91
1055,133,1,656
1055,18,3,702
1055,54,1,731
1056,38,2,905
1057,188,1,251
1057,179,1,274
1058,27,3,469
1059,26,2,140
1059,5,1,684
1059,91,3,949
1059,180,3,329
1059,148,1,934
1060,115,2,930
1060,152,3,464
1060,90,3,897
1061,112,2,153
1062,185,1,969
1063,93,1,922
1063,57,3,531
1063,116,2,486
1064,150,3,813
1064,184,1,634
1064,165,3,912
1064,110,1,370
1065,138,3,334
1065,185,2,320
1065,73,3,472
1066,38,1,457
1066,44,1,656
1067,141,1,696
1068,60,2,788
1068,37,1,579
1069,151,3,846
1070,55,2,786
1070,140,3,599
1070,159,2,489
1070,119,3,378
1071,77,2,843
1071,181,2,504
1071,165,3,716
1071,50,1,730
1072,21,2,770
1072,15,2,921
1072,143,2,571
1072,168,3,177
1072,94,2,883
1073,189,1,698
1074,187,3,871
1075,155,2,215
1075,73,1,109
1075,81,2,544
1076,158,1,230
1076,90,1,608
1076,41,2,82
1076,134,2,260
1077,13,3,232
1077,87,3,766
1077,92,3,760
1077,79,1,491
1078,112,1,910
1078,198,1,952
1078,149,1,664
1078,99,3,99
1078,152,2,382
1079,81,1,305
1080,5,1,497
1080,26,3,415
1080,152,1,906
1081,52,2,916
1081,197,3,384
1081,80,1,643
1082,186,1,805
1083,32,2,713
1083,31,3,158
1083,101,1,534
1084,138,3,131
1085,141,3,927
1085,163,3,83
1085,175,2,857
1085,103,3,752
1085,39,1,580
1086,48,1,797
1086,38,3,914
1087,59,3,175
1087,183,2,914
1087,135,3,882
1088,78,2,799
1089,1,2,425
1089,64,1,484
1090,156,1,786
1090,13,1,286
1090,133,2,660
1091,85,1,572
1091,90,1,178
1091,50,3,797
1092,108,3,978
1092,165,2,420
1092,106,3,737
1092,77,1,309
1093,45,3,887
1093,5,3,612
1093,174,2,212
1093,166,3,982
1094,99,1,225
1095,143,1,842
1095,115,3,624
1095,14,2,579
1095,60,3,531
1096,36,1,432
1096,112,2,318
1096,47,2,724
1096,32,2,99
1096,33,1,145
1097,18,1,669
1097,111,1,202
1098,134,2,373
1099,190,2,942
1099,46,1,864
1100,78,3,78
1101,168,3,613
1101,168,2,852
1101,92,2,396
1101,88,2,775
1101,57,1,807
1102,77,1,467
1103,140,2,961
1103,25,3,269
1103,142,1,92
1103,20,3,759
1104,99,2,153
1104,10,3,944
1105,149,3,599
1106,109,2,989
1106,70,2,350
1106,115,1,401
1106,200,1,541
1107,109,2,999
1107,47,2,234
1108,77,3,569
1108,200,3,509
1109,96,1,716
1109,146,3,735
1109,41,1,663
1109,99,1,885
1109,171,1,784
1110,180,2,964
1110,37,2,926
1110,76,3,368
1111,42,2,411
1112,197,1,746
1112,111,1,155
1112,166,1,932
1112,9,2,213
1112,187,2,580
1113,68,2,888
1114,118,1,898
1115,185,3,175
1115,79,1,575
1116,36,3,492
1116,62,3,883
1116,158,2,705
1116,200,2,234
1116,72,3,861
1117,57,3,684
1117,45,2,511
1118,91,2,580
1118,18,1,740
1118,164,3,310
1118,111,1,328
1118,107,3,349
1119,164,2,619
1120,95,1,105
1120,42,2,891
1121,129,2,387
1121,76,3,518
1122,76,1,213
1123,21,3,144
1123,117,1,793
1124,47,2,715
1124,110,2,647
1124,178,2,268
1125,55,3,741
1126,85,1,952
1126,10,1,323
1126,177,2,713
1127,121,1,666
1127,39,1,634
1127,56,1,184
1127,185,2,346
1128,92,1,947
1128,26,1,819
1128,98,2,480
1129,113,2,821
1129,196,1,558
1129,48,3,670
1129,132,2,819
1129,163,2,128
1130,66,1,572
1130,3,1,600
1130,184,3,391
1130,194,1,315
1131,118,2,786
1131,111,1,813
1131,167,1,683
1131,102,3,375
1132,97,3,555
1133,86,1,694
1133,193,2,726
1133,168,1,174
1134,67,1,276
1134,124,2,622
1135,173,3,126
1135,100,2,159
1135,139,1,673
1135,83,1,326
1135,9,2,546
1136,44,3,598
1136,8,2,328
1137,12,2,979
1137,124,2,309
1137,128,1,317
1137,124,1,184
1138,8,3,120
1138,105,1,610
1139,192,1,197
1139,148,3,601
1139,80,2,607
1140,164,2,429
1140,86,2,867
1140,158,3,424
1140,12,2,120
1140,124,3,751
1141,83,3,372
1141,15,1,860
1141,6,2,153
1141,59,3,359
1141,55,3,320
1142,122,1,613
1142,98,3,761
1143,150,2,515
1143,13,2,863
1143,68,2,74
1144,6,3,965
1144,24,1,495
1144,35,3,167
1144,31,2,917
1144,98,3,456
1145,136,1,700
1145,94,2,944
1145,180,1,324
1145,193,3,441
1145,105,1,143
1146,76,1,461
1146,108,1,797
1147,55,3,523
1147,161,1,584
1147,150,3,82
1147,13,3,490
1147,196,1,927
1148,19,3,477
1148,102,2,889
1149,51,2,867
1149,193,1,497
1149,104,1,64
1149,142,3,654
1150,36,2,880
1150,74,3,124
1150,44,3,740
1150,19,1,701
1151,30,1,681
1152,91,2,460
1152,86,2,918
1152,38,1,480
