Vendor NR,Invoice Value,startTimestamp,caseId,activityName,CompCode,Vendor,Material type,Cash (discount %),Current Date,Net Order Value Normalized,Cash (discount Days),Invoice Base Date,Invoice ID,Planned delivery time in days,Cash (discount Days) 2,Cash (discount %) 2,Prompt Payment
Vendor5,984.56,2022-07-26T14:47:04.000,30,Invoice Entry,105,Katingale Union,Finished products,0.05,7/14/2022 12:00:00 AM,886.104,9,2022-08-25T00:00:00.000,1063,21,9,0.05,886.104
Vendor5,984.56,2022-07-27T09:04:35.000,30,Check Customer Payment,105,Katingale Union,Finished products,0.05,7/14/2022 12:00:00 AM,886.104,9,2022-08-25T00:00:00.000,1063,21,9,0.05,886.104
Vendor5,984.56,2022-07-27T16:19:37.000,30,Credit Memo Entry,105,Katingale Union,Finished products,0.05,7/14/2022 12:00:00 AM,886.104,9,2022-08-25T00:00:00.000,1063,21,9,0.05,886.104
Vendor5,984.56,2022-07-28T09:16:58.000,30,Refund Customer,105,Katingale Union,Finished products,0.05,7/14/2022 12:00:00 AM,886.104,9,2022-08-25T00:00:00.000,1063,21,9,0.05,886.104
Vendor5,984.56,2022-07-28T15:16:50.000,30,Re-issuing the invoice,105,Katingale Union,Finished products,0.05,7/14/2022 12:00:00 AM,886.104,9,2022-08-25T00:00:00.000,1063,21,9,0.05,886.104
Vendor2,1889.23,2022-08-08T10:05:36.000,31,Invoice Entry,356,Contoso Metal,Process materials,0.1,7/25/2022 12:00:00 AM,1889.23,4.5,2022-08-23T00:00:00.000,1124,7,4.5,0.1,1700.3069
Vendor2,1889.23,2022-08-08T12:22:32.000,31,Check Customer Payment,356,Contoso Metal,Process materials,0.1,7/25/2022 12:00:00 AM,1889.23,4.5,2022-08-23T00:00:00.000,1124,7,4.5,0.1,1700.3069
Vendor2,1889.23,2022-08-08T13:47:06.000,31,Credit Memo Entry,356,Contoso Metal,Process materials,0.1,7/25/2022 12:00:00 AM,1889.23,4.5,2022-08-23T00:00:00.000,1124,7,4.5,0.1,1700.3069
Vendor2,1889.23,2022-08-08T15:33:48.000,31,Refund Customer,356,Contoso Metal,Process materials,0.1,7/25/2022 12:00:00 AM,1889.23,4.5,2022-08-23T00:00:00.000,1124,7,4.5,0.1,1700.3069
Vendor2,1889.23,2022-08-08T17:32:18.000,31,Re-issuing the invoice,356,Contoso Metal,Process materials,0.1,7/25/2022 12:00:00 AM,1889.23,4.5,2022-08-23T00:00:00.000,1124,7,4.5,0.1,1700.3069
Vendor4,322.31,2022-08-12T09:03:50.000,32,Invoice Entry,105,Leprechaun Ltd.,Process materials,0.1,8/7/2022 12:00:00 AM,322.31,4.5,2022-08-27T00:00:00.000,1032,7,4.5,0.1,290.07898
Vendor4,322.31,2022-08-12T10:19:09.000,32,Check Customer Payment,105,Leprechaun Ltd.,Process materials,0.1,8/7/2022 12:00:00 AM,322.31,4.5,2022-08-27T00:00:00.000,1032,7,4.5,0.1,290.07898
Vendor4,322.31,2022-08-12T12:55:15.000,32,Credit Memo Entry,105,Leprechaun Ltd.,Process materials,0.1,8/7/2022 12:00:00 AM,322.31,4.5,2022-08-27T00:00:00.000,1032,7,4.5,0.1,290.07898
Vendor4,322.31,2022-08-12T15:07:09.000,32,Refund Customer,105,Leprechaun Ltd.,Process materials,0.1,8/7/2022 12:00:00 AM,322.31,4.5,2022-08-27T00:00:00.000,1032,7,4.5,0.1,290.07898
Vendor4,322.31,2022-08-12T16:33:36.000,32,Re-issuing the invoice,105,Leprechaun Ltd.,Process materials,0.1,8/7/2022 12:00:00 AM,322.31,4.5,2022-08-27T00:00:00.000,1032,7,4.5,0.1,290.07898
Vendor5,246.28,2022-08-10T15:31:56.000,33,Invoice Entry,356,Katingale Union,Finished products,0.1,8/5/2022 12:00:00 AM,246.28,4.5,2022-08-25T00:00:00.000,1101,14,4.5,0.1,221.652
Vendor5,246.28,2022-08-10T16:46:46.000,33,Check Customer Payment,356,Katingale Union,Finished products,0.1,8/5/2022 12:00:00 AM,246.28,4.5,2022-08-25T00:00:00.000,1101,14,4.5,0.1,221.652
Vendor5,246.28,2022-08-10T17:50:31.000,33,Credit Memo Entry,356,Katingale Union,Finished products,0.1,8/5/2022 12:00:00 AM,246.28,4.5,2022-08-25T00:00:00.000,1101,14,4.5,0.1,221.652
Vendor5,246.28,2022-08-11T09:22:04.000,33,Refund Customer,356,Katingale Union,Finished products,0.1,8/5/2022 12:00:00 AM,246.28,4.5,2022-08-25T00:00:00.000,1101,14,4.5,0.1,221.652
Vendor5,246.28,2022-08-11T11:11:09.000,33,Re-issuing the invoice,356,Katingale Union,Finished products,0.1,8/5/2022 12:00:00 AM,246.28,4.5,2022-08-25T00:00:00.000,1101,14,4.5,0.1,221.652
Vendor4,749.79,2022-07-22T14:02:10.000,34,Invoice Entry,356,Leprechaun Ltd.,Operating supplies,0.1,7/9/2022 12:00:00 AM,749.79,4.5,2022-08-06T00:00:00.000,1094,14,4.5,0.1,674.811
Vendor4,749.79,2022-07-22T15:28:46.000,34,Check Customer Payment,356,Leprechaun Ltd.,Operating supplies,0.1,7/9/2022 12:00:00 AM,749.79,4.5,2022-08-06T00:00:00.000,1094,14,4.5,0.1,674.811
Vendor4,749.79,2022-07-22T16:30:32.000,34,Credit Memo Entry,356,Leprechaun Ltd.,Operating supplies,0.1,7/9/2022 12:00:00 AM,749.79,4.5,2022-08-06T00:00:00.000,1094,14,4.5,0.1,674.811
Vendor4,749.79,2022-07-22T17:35:22.000,34,Refund Customer,356,Leprechaun Ltd.,Operating supplies,0.1,7/9/2022 12:00:00 AM,749.79,4.5,2022-08-06T00:00:00.000,1094,14,4.5,0.1,674.811
Vendor4,749.79,2022-07-25T09:07:20.000,34,Re-issuing the invoice,356,Leprechaun Ltd.,Operating supplies,0.1,7/9/2022 12:00:00 AM,749.79,4.5,2022-08-06T00:00:00.000,1094,14,4.5,0.1,674.811
Vendor2,1765.7,2022-07-25T09:21:36.000,35,Invoice Entry,356,Contoso Metal,Finished products,0.05,7/20/2022 12:00:00 AM,1765.7,9,2022-08-24T00:00:00.000,1110,21,9,0.05,1589.1299
Vendor2,1765.7,2022-07-25T11:34:26.000,35,Check Customer Payment,356,Contoso Metal,Finished products,0.05,7/20/2022 12:00:00 AM,1765.7,9,2022-08-24T00:00:00.000,1110,21,9,0.05,1589.1299
Vendor2,1765.7,2022-07-25T13:21:09.000,35,Credit Memo Entry,356,Contoso Metal,Finished products,0.05,7/20/2022 12:00:00 AM,1765.7,9,2022-08-24T00:00:00.000,1110,21,9,0.05,1589.1299
Vendor2,1765.7,2022-07-25T14:38:04.000,35,Refund Customer,356,Contoso Metal,Finished products,0.05,7/20/2022 12:00:00 AM,1765.7,9,2022-08-24T00:00:00.000,1110,21,9,0.05,1589.1299
Vendor2,1765.7,2022-07-25T16:25:22.000,35,Re-issuing the invoice,356,Contoso Metal,Finished products,0.05,7/20/2022 12:00:00 AM,1765.7,9,2022-08-24T00:00:00.000,1110,21,9,0.05,1589.1299
Vendor2,2571.35,2022-08-23T13:26:42.000,36,Invoice Entry,105,Contoso Metal,Semifinished products,0.05,8/17/2022 12:00:00 AM,2314.215,9,2022-09-22T00:00:00.000,1075,21,9,0.05,2314.215
Vendor2,2571.35,2022-08-23T14:41:14.000,36,Confirm Payment Received,105,Contoso Metal,Semifinished products,0.05,8/17/2022 12:00:00 AM,2314.215,9,2022-09-22T00:00:00.000,1075,21,9,0.05,2314.215
Vendor2,2571.35,2022-08-23T15:46:23.000,36,Refund With Standard Voucher,105,Contoso Metal,Semifinished products,0.05,8/17/2022 12:00:00 AM,2314.215,9,2022-09-22T00:00:00.000,1075,21,9,0.05,2314.215
Vendor2,2571.35,2022-08-23T16:33:04.000,36,Complete the Customer Memo,105,Contoso Metal,Semifinished products,0.05,8/17/2022 12:00:00 AM,2314.215,9,2022-09-22T00:00:00.000,1075,21,9,0.05,2314.215
Vendor2,2571.35,2022-08-24T09:16:46.000,36,Approve Invoice,105,Contoso Metal,Semifinished products,0.05,8/17/2022 12:00:00 AM,2314.215,9,2022-09-22T00:00:00.000,1075,21,9,0.05,2314.215
Vendor2,2571.35,2022-08-24T12:19:29.000,36,Credit Memo Creation,105,Contoso Metal,Semifinished products,0.05,8/17/2022 12:00:00 AM,2314.215,9,2022-09-22T00:00:00.000,1075,21,9,0.05,2314.215
Vendor2,2571.35,2022-08-24T13:10:22.000,36,Fill Credit Memo,105,Contoso Metal,Semifinished products,0.05,8/17/2022 12:00:00 AM,2314.215,9,2022-09-22T00:00:00.000,1075,21,9,0.05,2314.215
Vendor2,2571.35,2022-08-24T14:15:38.000,36,Re-issuing the invoice,105,Contoso Metal,Semifinished products,0.05,8/17/2022 12:00:00 AM,2314.215,9,2022-09-22T00:00:00.000,1075,21,9,0.05,2314.215
Vendor2,1945.03,2022-07-29T13:46:36.000,37,Invoice Entry,356,Contoso Metal,Finished products,0.1,7/15/2022 12:00:00 AM,1945.03,4.5,2022-08-13T00:00:00.000,1061,14,4.5,0.1,1750.527
Vendor2,1945.03,2022-07-29T15:44:34.000,37,Check Customer Payment,356,Contoso Metal,Finished products,0.1,7/15/2022 12:00:00 AM,1945.03,4.5,2022-08-13T00:00:00.000,1061,14,4.5,0.1,1750.527
Vendor2,1945.03,2022-07-29T17:26:36.000,37,Credit Memo Entry,356,Contoso Metal,Finished products,0.1,7/15/2022 12:00:00 AM,1945.03,4.5,2022-08-13T00:00:00.000,1061,14,4.5,0.1,1750.527
Vendor2,1945.03,2022-08-01T09:03:35.000,37,Refund Customer,356,Contoso Metal,Finished products,0.1,7/15/2022 12:00:00 AM,1945.03,4.5,2022-08-13T00:00:00.000,1061,14,4.5,0.1,1750.527
Vendor2,1945.03,2022-08-01T10:16:15.000,37,Re-issuing the invoice,356,Contoso Metal,Finished products,0.1,7/15/2022 12:00:00 AM,1945.03,4.5,2022-08-13T00:00:00.000,1061,14,4.5,0.1,1750.527
Vendor3,3836.06,2022-08-17T14:17:30.000,38,Invoice Entry,356,Northwind,Finished products,0.1,8/9/2022 12:00:00 AM,3836.06,4.5,2022-09-01T00:00:00.000,1023,21,4.5,0.1,3452.4539
Vendor3,3836.06,2022-08-17T16:53:45.000,38,Confirm Payment Received,356,Northwind,Finished products,0.1,8/9/2022 12:00:00 AM,3836.06,4.5,2022-09-01T00:00:00.000,1023,21,4.5,0.1,3452.4539
Vendor3,3836.06,2022-08-18T09:37:32.000,38,Refund With Standard Voucher,356,Northwind,Finished products,0.1,8/9/2022 12:00:00 AM,3836.06,4.5,2022-09-01T00:00:00.000,1023,21,4.5,0.1,3452.4539
Vendor3,3836.06,2022-08-18T11:13:40.000,38,Complete the Customer Memo,356,Northwind,Finished products,0.1,8/9/2022 12:00:00 AM,3836.06,4.5,2022-09-01T00:00:00.000,1023,21,4.5,0.1,3452.4539
Vendor3,3836.06,2022-08-18T14:24:07.000,38,Approve Invoice,356,Northwind,Finished products,0.1,8/9/2022 12:00:00 AM,3836.06,4.5,2022-09-01T00:00:00.000,1023,21,4.5,0.1,3452.4539
Vendor3,3836.06,2022-08-19T09:15:59.000,38,Credit Memo Creation,356,Northwind,Finished products,0.1,8/9/2022 12:00:00 AM,3836.06,4.5,2022-09-01T00:00:00.000,1023,21,4.5,0.1,3452.4539
Vendor3,3836.06,2022-08-19T09:56:49.000,38,Fill Credit Memo,356,Northwind,Finished products,0.1,8/9/2022 12:00:00 AM,3836.06,4.5,2022-09-01T00:00:00.000,1023,21,4.5,0.1,3452.4539
Vendor3,3836.06,2022-08-19T10:51:19.000,38,Re-issuing the invoice,356,Northwind,Finished products,0.1,8/9/2022 12:00:00 AM,3836.06,4.5,2022-09-01T00:00:00.000,1023,21,4.5,0.1,3452.4539
Vendor1,829.25,2022-08-10T09:38:13.000,39,Invoice Entry,105,AdventureWorks Holding,Process materials,0.05,8/3/2022 12:00:00 AM,829.25,9,2022-09-09T00:00:00.000,1114,21,9,0.05,746.32495
Vendor1,829.25,2022-08-10T11:37:29.000,39,Check Customer Payment,105,AdventureWorks Holding,Process materials,0.05,8/3/2022 12:00:00 AM,829.25,9,2022-09-09T00:00:00.000,1114,21,9,0.05,746.32495
Vendor1,829.25,2022-08-10T12:57:44.000,39,Credit Memo Entry,105,AdventureWorks Holding,Process materials,0.05,8/3/2022 12:00:00 AM,829.25,9,2022-09-09T00:00:00.000,1114,21,9,0.05,746.32495
Vendor1,829.25,2022-08-10T15:09:26.000,39,Refund Customer,105,AdventureWorks Holding,Process materials,0.05,8/3/2022 12:00:00 AM,829.25,9,2022-09-09T00:00:00.000,1114,21,9,0.05,746.32495
Vendor1,829.25,2022-08-10T16:50:08.000,39,Re-issuing the invoice,105,AdventureWorks Holding,Process materials,0.05,8/3/2022 12:00:00 AM,829.25,9,2022-09-09T00:00:00.000,1114,21,9,0.05,746.32495
Vendor5,489.58,2022-07-20T16:36:42.000,40,Invoice Entry,356,Katingale Union,Finished products,0.05,7/10/2022 12:00:00 AM,489.58,9,2022-08-19T00:00:00.000,1111,7,9,0.05,440.62198
Vendor5,489.58,2022-07-21T09:50:18.000,40,Check Customer Payment,356,Katingale Union,Finished products,0.05,7/10/2022 12:00:00 AM,489.58,9,2022-08-19T00:00:00.000,1111,7,9,0.05,440.62198
Vendor5,489.58,2022-07-21T17:40:45.000,40,Credit Memo Entry,356,Katingale Union,Finished products,0.05,7/10/2022 12:00:00 AM,489.58,9,2022-08-19T00:00:00.000,1111,7,9,0.05,440.62198
Vendor5,489.58,2022-07-22T09:58:00.000,40,Refund Customer,356,Katingale Union,Finished products,0.05,7/10/2022 12:00:00 AM,489.58,9,2022-08-19T00:00:00.000,1111,7,9,0.05,440.62198
Vendor5,489.58,2022-07-22T15:17:12.000,40,Re-issuing the invoice,356,Katingale Union,Finished products,0.05,7/10/2022 12:00:00 AM,489.58,9,2022-08-19T00:00:00.000,1111,7,9,0.05,440.62198
Vendor5,1010.14,2022-07-15T13:37:57.000,41,Invoice Entry,356,Katingale Union,Finished products,0.05,7/3/2022 12:00:00 AM,909.126,9,2022-08-14T00:00:00.000,1017,21,9,0.05,909.126
Vendor5,1010.14,2022-07-18T09:24:57.000,41,Check Customer Payment,356,Katingale Union,Finished products,0.05,7/3/2022 12:00:00 AM,909.126,9,2022-08-14T00:00:00.000,1017,21,9,0.05,909.126
Vendor5,1010.14,2022-07-18T16:55:53.000,41,Credit Memo Entry,356,Katingale Union,Finished products,0.05,7/3/2022 12:00:00 AM,909.126,9,2022-08-14T00:00:00.000,1017,21,9,0.05,909.126
Vendor5,1010.14,2022-07-19T09:58:54.000,41,Refund Customer,356,Katingale Union,Finished products,0.05,7/3/2022 12:00:00 AM,909.126,9,2022-08-14T00:00:00.000,1017,21,9,0.05,909.126
Vendor5,1010.14,2022-07-20T09:37:47.000,41,Re-issuing the invoice,356,Katingale Union,Finished products,0.05,7/3/2022 12:00:00 AM,909.126,9,2022-08-14T00:00:00.000,1017,21,9,0.05,909.126
Vendor2,559.26,2022-07-25T17:08:12.000,42,Invoice Entry,105,Contoso Metal,Trading goods,0.1,7/11/2022 12:00:00 AM,559.26,4.5,2022-08-09T00:00:00.000,1123,21,4.5,0.1,503.33398
Vendor2,559.26,2022-07-26T09:20:06.000,42,Confirm Payment Received,105,Contoso Metal,Trading goods,0.1,7/11/2022 12:00:00 AM,559.26,4.5,2022-08-09T00:00:00.000,1123,21,4.5,0.1,503.33398
Vendor2,559.26,2022-07-26T17:06:59.000,42,Refund With Special Voucher,105,Contoso Metal,Trading goods,0.1,7/11/2022 12:00:00 AM,559.26,4.5,2022-08-09T00:00:00.000,1123,21,4.5,0.1,503.33398
Vendor2,559.26,2022-07-27T09:59:36.000,42,Complete the Customer Memo,105,Contoso Metal,Trading goods,0.1,7/11/2022 12:00:00 AM,559.26,4.5,2022-08-09T00:00:00.000,1123,21,4.5,0.1,503.33398
Vendor2,559.26,2022-07-28T09:38:58.000,42,Reject Invoice,105,Contoso Metal,Trading goods,0.1,7/11/2022 12:00:00 AM,559.26,4.5,2022-08-09T00:00:00.000,1123,21,4.5,0.1,503.33398
Vendor2,559.26,2022-07-29T09:16:06.000,42,Refund With Standard Voucher,105,Contoso Metal,Trading goods,0.1,7/11/2022 12:00:00 AM,559.26,4.5,2022-08-09T00:00:00.000,1123,21,4.5,0.1,503.33398
Vendor2,559.26,2022-07-29T15:20:28.000,42,Complete the Customer Memo,105,Contoso Metal,Trading goods,0.1,7/11/2022 12:00:00 AM,559.26,4.5,2022-08-09T00:00:00.000,1123,21,4.5,0.1,503.33398
Vendor2,559.26,2022-08-01T09:58:39.000,42,Approve Invoice,105,Contoso Metal,Trading goods,0.1,7/11/2022 12:00:00 AM,559.26,4.5,2022-08-09T00:00:00.000,1123,21,4.5,0.1,503.33398
Vendor2,559.26,2022-08-02T09:54:16.000,42,Credit Memo Creation,105,Contoso Metal,Trading goods,0.1,7/11/2022 12:00:00 AM,559.26,4.5,2022-08-09T00:00:00.000,1123,21,4.5,0.1,503.33398
Vendor2,559.26,2022-08-02T16:30:35.000,42,Fill Credit Memo,105,Contoso Metal,Trading goods,0.1,7/11/2022 12:00:00 AM,559.26,4.5,2022-08-09T00:00:00.000,1123,21,4.5,0.1,503.33398
Vendor2,559.26,2022-08-03T09:16:09.000,42,Re-issuing the invoice,105,Contoso Metal,Trading goods,0.1,7/11/2022 12:00:00 AM,559.26,4.5,2022-08-09T00:00:00.000,1123,21,4.5,0.1,503.33398
Vendor1,861.45,2022-08-18T09:33:15.000,43,Invoice Entry,105,AdventureWorks Holding,Trading goods,0.05,8/4/2022 12:00:00 AM,861.45,9,2022-09-17T00:00:00.000,1052,7,9,0.05,775.305
Vendor1,861.45,2022-08-18T10:42:12.000,43,Check Customer Payment,105,AdventureWorks Holding,Trading goods,0.05,8/4/2022 12:00:00 AM,861.45,9,2022-09-17T00:00:00.000,1052,7,9,0.05,775.305
Vendor1,861.45,2022-08-18T12:45:45.000,43,Credit Memo Entry,105,AdventureWorks Holding,Trading goods,0.05,8/4/2022 12:00:00 AM,861.45,9,2022-09-17T00:00:00.000,1052,7,9,0.05,775.305
Vendor1,861.45,2022-08-18T14:34:50.000,43,Refund Customer,105,AdventureWorks Holding,Trading goods,0.05,8/4/2022 12:00:00 AM,861.45,9,2022-09-17T00:00:00.000,1052,7,9,0.05,775.305
Vendor1,861.45,2022-08-18T16:41:54.000,43,Re-issuing the invoice,105,AdventureWorks Holding,Trading goods,0.05,8/4/2022 12:00:00 AM,861.45,9,2022-09-17T00:00:00.000,1052,7,9,0.05,775.305
Vendor5,1012.24,2022-07-25T10:17:36.000,44,Invoice Entry,105,Katingale Union,Finished products,0.05,7/12/2022 12:00:00 AM,1012.24,9,2022-08-24T00:00:00.000,1128,14,9,0.05,911.016
Vendor5,1012.24,2022-07-25T16:22:40.000,44,Confirm Payment Received,105,Katingale Union,Finished products,0.05,7/12/2022 12:00:00 AM,1012.24,9,2022-08-24T00:00:00.000,1128,14,9,0.05,911.016
Vendor5,1012.24,2022-07-26T09:20:39.000,44,Refund With Standard Voucher,105,Katingale Union,Finished products,0.05,7/12/2022 12:00:00 AM,1012.24,9,2022-08-24T00:00:00.000,1128,14,9,0.05,911.016
Vendor5,1012.24,2022-07-26T16:53:37.000,44,Complete the Customer Memo,105,Katingale Union,Finished products,0.05,7/12/2022 12:00:00 AM,1012.24,9,2022-08-24T00:00:00.000,1128,14,9,0.05,911.016
Vendor5,1012.24,2022-07-27T09:21:21.000,44,Approve Invoice,105,Katingale Union,Finished products,0.05,7/12/2022 12:00:00 AM,1012.24,9,2022-08-24T00:00:00.000,1128,14,9,0.05,911.016
Vendor5,1012.24,2022-07-27T17:20:40.000,44,Credit Memo Creation,105,Katingale Union,Finished products,0.05,7/12/2022 12:00:00 AM,1012.24,9,2022-08-24T00:00:00.000,1128,14,9,0.05,911.016
Vendor5,1012.24,2022-07-28T09:06:31.000,44,Fill Credit Memo,105,Katingale Union,Finished products,0.05,7/12/2022 12:00:00 AM,1012.24,9,2022-08-24T00:00:00.000,1128,14,9,0.05,911.016
Vendor5,1012.24,2022-07-28T16:59:58.000,44,Re-issuing the invoice,105,Katingale Union,Finished products,0.05,7/12/2022 12:00:00 AM,1012.24,9,2022-08-24T00:00:00.000,1128,14,9,0.05,911.016
Vendor3,2030.11,2022-07-14T09:59:50.000,45,Invoice Entry,356,Northwind,Trading goods,0.05,6/30/2022 12:00:00 AM,2030.11,9,2022-08-13T00:00:00.000,1025,7,9,0.05,1827.099
Vendor3,2030.11,2022-07-14T11:49:00.000,45,Confirm Payment Received,356,Northwind,Trading goods,0.05,6/30/2022 12:00:00 AM,2030.11,9,2022-08-13T00:00:00.000,1025,7,9,0.05,1827.099
Vendor3,2030.11,2022-07-14T13:38:04.000,45,Refund With Standard Voucher,356,Northwind,Trading goods,0.05,6/30/2022 12:00:00 AM,2030.11,9,2022-08-13T00:00:00.000,1025,7,9,0.05,1827.099
Vendor3,2030.11,2022-07-14T15:34:36.000,45,Complete the Customer Memo,356,Northwind,Trading goods,0.05,6/30/2022 12:00:00 AM,2030.11,9,2022-08-13T00:00:00.000,1025,7,9,0.05,1827.099
Vendor3,2030.11,2022-07-15T09:49:59.000,45,Approve Invoice,356,Northwind,Trading goods,0.05,6/30/2022 12:00:00 AM,2030.11,9,2022-08-13T00:00:00.000,1025,7,9,0.05,1827.099
Vendor3,2030.11,2022-07-15T13:37:13.000,45,Credit Memo Creation,356,Northwind,Trading goods,0.05,6/30/2022 12:00:00 AM,2030.11,9,2022-08-13T00:00:00.000,1025,7,9,0.05,1827.099
Vendor3,2030.11,2022-07-15T14:46:58.000,45,Fill Credit Memo,356,Northwind,Trading goods,0.05,6/30/2022 12:00:00 AM,2030.11,9,2022-08-13T00:00:00.000,1025,7,9,0.05,1827.099
Vendor3,2030.11,2022-07-15T15:37:15.000,45,Re-issuing the invoice,356,Northwind,Trading goods,0.05,6/30/2022 12:00:00 AM,2030.11,9,2022-08-13T00:00:00.000,1025,7,9,0.05,1827.099
Vendor2,195.84,2022-07-15T11:46:54.000,46,Invoice Entry,356,Contoso Metal,Finished products,0.1,7/5/2022 12:00:00 AM,195.84,4.5,2022-07-30T00:00:00.000,1034,14,4.5,0.1,176.256
Vendor2,195.84,2022-07-18T09:21:54.000,46,Confirm Payment Received,356,Contoso Metal,Finished products,0.1,7/5/2022 12:00:00 AM,195.84,4.5,2022-07-30T00:00:00.000,1034,14,4.5,0.1,176.256
Vendor2,195.84,2022-07-18T14:56:16.000,46,Refund With Special Voucher,356,Contoso Metal,Finished products,0.1,7/5/2022 12:00:00 AM,195.84,4.5,2022-07-30T00:00:00.000,1034,14,4.5,0.1,176.256
Vendor2,195.84,2022-07-19T09:24:59.000,46,Complete the Customer Memo,356,Contoso Metal,Finished products,0.1,7/5/2022 12:00:00 AM,195.84,4.5,2022-07-30T00:00:00.000,1034,14,4.5,0.1,176.256
Vendor2,195.84,2022-07-19T16:58:55.000,46,Approve Invoice,356,Contoso Metal,Finished products,0.1,7/5/2022 12:00:00 AM,195.84,4.5,2022-07-30T00:00:00.000,1034,14,4.5,0.1,176.256
Vendor2,195.84,2022-07-20T09:32:33.000,46,Credit Memo Creation,356,Contoso Metal,Finished products,0.1,7/5/2022 12:00:00 AM,195.84,4.5,2022-07-30T00:00:00.000,1034,14,4.5,0.1,176.256
Vendor2,195.84,2022-07-20T15:42:35.000,46,Fill Credit Memo,356,Contoso Metal,Finished products,0.1,7/5/2022 12:00:00 AM,195.84,4.5,2022-07-30T00:00:00.000,1034,14,4.5,0.1,176.256
Vendor2,195.84,2022-07-21T09:36:13.000,46,Re-issuing the invoice,356,Contoso Metal,Finished products,0.1,7/5/2022 12:00:00 AM,195.84,4.5,2022-07-30T00:00:00.000,1034,14,4.5,0.1,176.256
Vendor3,3472.9,2022-08-18T10:30:49.000,47,Invoice Entry,356,Northwind,Finished products,0.05,8/8/2022 12:00:00 AM,3125.6099,9,2022-09-17T00:00:00.000,1093,21,9,0.05,3125.6099
Vendor3,3472.9,2022-08-18T11:49:37.000,47,Check Customer Payment,356,Northwind,Finished products,0.05,8/8/2022 12:00:00 AM,3125.6099,9,2022-09-17T00:00:00.000,1093,21,9,0.05,3125.6099
Vendor3,3472.9,2022-08-18T12:35:46.000,47,Credit Memo Entry,356,Northwind,Finished products,0.05,8/8/2022 12:00:00 AM,3125.6099,9,2022-09-17T00:00:00.000,1093,21,9,0.05,3125.6099
Vendor3,3472.9,2022-08-18T13:45:34.000,47,Refund Customer,356,Northwind,Finished products,0.05,8/8/2022 12:00:00 AM,3125.6099,9,2022-09-17T00:00:00.000,1093,21,9,0.05,3125.6099
Vendor3,3472.9,2022-08-18T15:15:16.000,47,Re-issuing the invoice,356,Northwind,Finished products,0.05,8/8/2022 12:00:00 AM,3125.6099,9,2022-09-17T00:00:00.000,1093,21,9,0.05,3125.6099
Vendor3,1353.49,2022-07-14T15:56:17.000,48,Invoice Entry,356,Northwind,Finished products,0.05,6/30/2022 12:00:00 AM,1218.141,9,2022-08-13T00:00:00.000,1081,7,9,0.05,1218.141
Vendor3,1353.49,2022-07-14T17:05:35.000,48,Check Customer Payment,356,Northwind,Finished products,0.05,6/30/2022 12:00:00 AM,1218.141,9,2022-08-13T00:00:00.000,1081,7,9,0.05,1218.141
Vendor3,1353.49,2022-07-14T17:55:49.000,48,Credit Memo Entry,356,Northwind,Finished products,0.05,6/30/2022 12:00:00 AM,1218.141,9,2022-08-13T00:00:00.000,1081,7,9,0.05,1218.141
Vendor3,1353.49,2022-07-15T09:26:07.000,48,Refund Customer,356,Northwind,Finished products,0.05,6/30/2022 12:00:00 AM,1218.141,9,2022-08-13T00:00:00.000,1081,7,9,0.05,1218.141
Vendor3,1353.49,2022-07-15T10:50:04.000,48,Re-issuing the invoice,356,Northwind,Finished products,0.05,6/30/2022 12:00:00 AM,1218.141,9,2022-08-13T00:00:00.000,1081,7,9,0.05,1218.141
Vendor4,159.33,2022-08-11T17:49:25.000,49,Invoice Entry,356,Leprechaun Ltd.,Finished products,0.05,8/3/2022 12:00:00 AM,159.33,9,2022-09-10T00:00:00.000,1103,14,9,0.05,143.397
Vendor4,159.33,2022-08-12T09:03:30.000,49,Check Customer Payment,356,Leprechaun Ltd.,Finished products,0.05,8/3/2022 12:00:00 AM,159.33,9,2022-09-10T00:00:00.000,1103,14,9,0.05,143.397
Vendor4,159.33,2022-08-12T10:46:14.000,49,Credit Memo Entry,356,Leprechaun Ltd.,Finished products,0.05,8/3/2022 12:00:00 AM,159.33,9,2022-09-10T00:00:00.000,1103,14,9,0.05,143.397
Vendor4,159.33,2022-08-12T12:02:34.000,49,Refund Customer,356,Leprechaun Ltd.,Finished products,0.05,8/3/2022 12:00:00 AM,159.33,9,2022-09-10T00:00:00.000,1103,14,9,0.05,143.397
Vendor4,159.33,2022-08-12T13:30:29.000,49,Re-issuing the invoice,356,Leprechaun Ltd.,Finished products,0.05,8/3/2022 12:00:00 AM,159.33,9,2022-09-10T00:00:00.000,1103,14,9,0.05,143.397
Vendor3,4181.7,2022-07-15T09:29:43.000,50,Invoice Entry,356,Northwind,Finished products,0.1,7/3/2022 12:00:00 AM,4181.7,4.5,2022-07-30T00:00:00.000,1091,7,4.5,0.1,3763.53
Vendor3,4181.7,2022-07-15T11:06:49.000,50,Check Customer Payment,356,Northwind,Finished products,0.1,7/3/2022 12:00:00 AM,4181.7,4.5,2022-07-30T00:00:00.000,1091,7,4.5,0.1,3763.53
Vendor3,4181.7,2022-07-15T12:12:07.000,50,Credit Memo Entry,356,Northwind,Finished products,0.1,7/3/2022 12:00:00 AM,4181.7,4.5,2022-07-30T00:00:00.000,1091,7,4.5,0.1,3763.53
